CUI,matchedText,preferred,hasMSH,semTypes
C0007465,Death Cause,Cause of Death,true,fndg
C0019993,hospitalisation,Hospitalization,true,hlca
C0018802,CHF,Congestive heart failure,true,dsyn
C0011065,DEATH,Cessation of life,true,orgf
C1306577,Death,Death (finding),false,fndg
C4082313,Death NOS,Death Adverse Event Not Associated with More Specific CTCAE Term NOS,false,fndg
C4552775,Death NOS,"Death NOS, CTCAE",false,fndg
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0001779,AGE,Age,false,orga
C2699239,SD,"SD, Rat Strain",false,mamm
C0815320,ICS,Impaired Control Scale,false,inpr
C1706077,Users,user - individual,false,popg
C4551720,ICS,Primary Ciliary Dyskinesia,true,dsyn
C1277691,Pack years,Pack years,false,inpr
C2699239,SD,"SD, Rat Strain",false,mamm
C0429706,FEV 1.0,Forced expiratory volume in 1 second finding,false,fndg
C2699239,SD,"SD, Rat Strain",false,mamm
C0849974,fev 1,Pulmonary Function Test/Forced Expiratory Volume 1,false,diap
C1561566,FEV(1),"FEV1, CTCAE",false,fndg
C4528367,FEV_1,Forced Expiratory Volume in 0.1 Second,false,diap
C0429706,FEV 1.0,Forced expiratory volume in 1 second finding,false,fndg
C2699239,SD,"SD, Rat Strain",false,mamm
C0849974,fev 1,Pulmonary Function Test/Forced Expiratory Volume 1,false,diap
C1561566,FEV(1),"FEV1, CTCAE",false,fndg
C4528367,FEV_1,Forced Expiratory Volume in 0.1 Second,false,diap
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0242896,Anticholinergic,Anticholinergic Agents,true,phsu
C2699239,SD,"SD, Rat Strain",false,mamm
C3537004,Anticholinergic,Anticholinergic [EPC],false,phsu
C0444506,Trough,Trough,false,qlco
C3714541,FEV,Forced Vital Capacity,true,lbtr
C1705241,*Difference,Delta (difference),false,qnco
C1705242,Difference,Different,false,qlco
C1554093,Patient Treatment,HL7CommitteeIDInRIM <Patient Administration>,false,inpr
C3242279,patient Treatment,healthcare operations <patient administration>,false,ocac
C3242455,patient Treatment,HL7PublishingDomain <patient administration>,false,inpr
C0332849,Divided,Divide,false,ftcn
C0168634,baseline,BaseLine dental cement,true,bodm
C1442488,Baseline,Baseline,false,qnco
C0001779,AGE,Age,false,orga
C1519386,Smoking Status,Smoking Status,false,clna
C0004048,Inhaled,Inspiration function,true,orgf
C0239126,CORTICOSTEROID USE,corticosteroid use,false,fndg
C0009924,Contrast,Contrast Media,true,irda
C1979874,Contrast,Contrast,false,qlco
C0032042,Placebo,Placebos,true,topp
C2825972,Cant,Cant,false,fndg
C1696465,PLACEBO,placebo,false,bodm
C1706408,PLACEBO,Placebo Control,false,resa
C0178602,Doses,Dosage,false,qnco
C0213771,TIOTROPIUM,tiotropium,true,orch;phsu
C1079230,subgroups,Subgroup A Nepoviruses,false,virs
C0023465,AML,Acute monocytic leukemia,true,neop
C4554402,RR,RR genotype,false,fndg
C0023467,AML,"Leukemia, Myelocytic, Acute",true,neop
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0086582,Sex Male,Males,true,orga
C1518422,Non,Negation,false,ftcn
C1999167,elderly,Old age,false,popg
C0001792,ELDERLY,Elderly (population group),true,popg
C0001792,ELDERLY,Elderly (population group),true,popg
C0439234,YEARS,year,false,tmco
C1999167,elderly,Old age,false,popg
C0008120,chinese,Chinese Language,false,lang
C0152035,CHINESE,Chinese People,true,popg
C0022718,KG,Kyrgyzstan,true,geoa
C0439209,kg,Kilogram,false,qnco
C4054209,/kg,Per Kilogram,false,qnco
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C1320657,type diabetes,Diabetes type,false,fndg
C0019664,History,History,true,ocdi
C0019665,history,Historical aspects qualifier,true,ftcn
C0262512,"History, NOS",History of present illness,false,fndg
C0262926,History,Medical History,false,fndg
C1705255,History,Concept History,false,cnce
C2004062,History,History of previous events,false,fndg
C0449238,Duration,Duration (temporal concept),false,tmco
C2926735,Duration,Duration,false,orch;phsu
C0277814,SITTING,Sitting position,true,fndg
C0439475,mmHG,mmHg,false,qnco
C2584297,Sitting,Sitting Function,true,phsf
C4050224,Sitting,Ability to Sit question,false,inpr
C0085805,SBP,Androgen Binding Protein,true,aapp;bacs
C0439475,mmHG,mmHg,false,qnco
C0023189,Least Square,Least-Squares Analysis,true,qnco
C0036919,SE,Seychelles,true,geoa
C1705241,*Difference,Delta (difference),false,qnco
C0036919,SE,Seychelles,true,geoa
C1705242,Difference,Different,false,qlco
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0182158,Pad,Pads,false,medd
C0332568,Pad,Pad Mass,false,neop
C3540603,PAD,PADI4 wt Allele,false,gngm
C3669270,Pad,Strucure of thick cushion of skin,false,anst
C3814046,PAD,PAD Regimen,false,topp
C4319657,Pad,Pad (unit of presentation),false,qnco
C0168634,baseline,BaseLine dental cement,true,bodm
C1442488,Baseline,Baseline,false,qnco
C1532737,EZETIMIBE/SIMVASTATIN,ezetimibe / Simvastatin,true,phsu
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0007222,"CVD, NOS",Cardiovascular Diseases,true,dsyn
C0011847,Diabetes,Diabetes,false,dsyn
C0011849,Diabetes,Diabetes Mellitus,true,dsyn
C0332167,HIGH RISK,High risk of,false,fndg
C3272283,High Risk,American College of Cardiology/American Heart Association Lesion Complexity Score C,false,fndg
C4050568,High Risk,High Risk Acute Leukemia,false,hlca
C4319571,High risk,High risk,false,fndg
C0007222,"CVD, NOS",Cardiovascular Diseases,true,dsyn
C0035647,Risk,Risk,true,idcn
C4552904,risk,Subject Risk,false,cnce
C0332307,TYPE,Type - attribute,false,qlco
C1547052,*Type,*Type - Kind of quantity,false,qnco
C0428460,Lipid level,Finding of lipid level,false,lbtr
C1532563,mmol/L,Millimole per Liter,false,qnco
C1514721,Range,Range,false,qnco
C2348147,Range,Sample Range,false,qnco
C3542016,Range,Concept model range (foundation metadata concept),false,inpr
C0439165,Percentage,Percent (qualifier value),false,qnco
C0030705,Patients,Patients,true,podg
C1549488,Percentage,Amount type - Percentage,false,idcn
C1561533,Percentage,Money or percentage indicator - Percentage,false,idcn
C2584321,Reaching,Reaching,false,orgf
C1521840,Target,Target,false,ftcn
C2986546,TARGET,Target Lesion Identification,false,diap
C0074554,SIMVASTATIN,Simvastatin,true,orch;phsu
C0286651,ATORVASTATIN,atorvastatin,true,orch;phsu
C1532563,mmol/L,Millimole per Liter,false,qnco
C0175692,JBS,Johanson-Blizzard syndrome,true,dsyn
C0679699,SECONDARY PREVENTION,Secondary Prevention,true,topp
C0795841,JBS,Jacobsen Distal 11q Deletion Syndrome,true,dsyn
C1416527,JBS,JBS gene,false,gngm
C0175692,JBS,Johanson-Blizzard syndrome,true,dsyn
C0033144,PRIMARY PREVENTION,Primary Prevention,true,topp
C0795841,JBS,Jacobsen Distal 11q Deletion Syndrome,true,dsyn
C1416527,JBS,JBS gene,false,gngm
C4087029,NiCE,Nitroglycerin/Sodium Citrate/Ethanol Solution,false,antb;orch
C0679699,SECONDARY PREVENTION,Secondary Prevention,true,topp
C4087029,NiCE,Nitroglycerin/Sodium Citrate/Ethanol Solution,false,antb;orch
C0033144,PRIMARY PREVENTION,Primary Prevention,true,topp
C0168634,baseline,BaseLine dental cement,true,bodm
C1442488,Baseline,Baseline,false,qnco
C0439190,mmol,millimole,false,qnco
C0666743,INFLIXIMAB,infliximab,true,aapp;imft;phsu
C0666743,INFLIXIMAB,infliximab,true,aapp;imft;phsu
C0444504,Mean,Statistical mean,false,qnco
C1510829,Age-Years,Age-Years,false,tmco
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0872146,disease duration,disease length,false,tmco
C0439234,YEARS,year,false,tmco
C0450429,Location,Location,false,spco
C1515974,Location,Anatomic Site,false,blor
C4284930,Location,Location of Pharyngeal Residue Following Swallowing,false,fndg
C4284931,Location,Location of Oral Residue Following Swallowing,false,fndg
C0012634,Disease,Disease,true,dsyn
C1282910,UPPER,Upper,false,spco
C0521362,Gastrointestinal,gastrointestinal,false,spco
C0015252,resection,removal technique,false,topp
C0728940,Resection,Excision,false,topp
C0884358,PERFORMED,Performed,false,ftcn
C3533236,Mean score,Mean score,false,fndg
C0683448,CDAI,Codependency Assessment Inventory,false,inpr
C1413248,CDAI,CDAN1 gene,false,gngm
C3273706,CDAI,CDAN1 wt Allele,false,gngm
C2986759,Geometric Mean,Geometric Mean,false,qnco
C0439268,mg/L,Microgram per Milliliter,false,qnco
C0205321,Penetrating,Penetration,false,ftcn
C0012634,Disease,Disease,true,dsyn
C0013227,Medications,Pharmaceutical Preparations,true,phsu
C0802604,Medications,Medications:Presence or Identity:Duration of the study:^Patient:Nominal,false,clna
C2598133,Medications,Medications:-:Point in time:^Patient:-,false,clna
C4284232,Medications,Medications,false,inpr
C3539185,Corticosteroids,Corticosteroid nasal preparations for topical use,false,orch;phsu
C0001617,Corticosteroids,Adrenal Cortex Hormones,true,horm;orch;phsu
C3540725,CORTICOSTEROIDS,Corticosteroid otologicals,false,orch;phsu
C3540726,CORTICOSTEROIDS,Corticosteroid ophthalmologic and otologic preparations,false,orch;phsu
C3540727,Corticosteroids,"Corticosteroids, topical for treatment of hemorrhoids and anal fissures",false,orch;phsu
C0021081,IMMUNOSUPPRESSANTS,Immunosuppressive Agents,true,imft;phsu
C0024501,Maintenance,Maintenance,true,acty
C0871261,Response,Response process,false,orga
C1704632,Response,Disease Response,false,fndg
C1706817,Response,Response (statement),false,inpr
C2911692,Response,Response (communication),false,menp
C0544452,Remission,Disease remission,false,fndg
C0687702,remission,Cancer Remission,false,neop
C0332152,Prior to,Before,false,tmco
C0032659,Population,geographic population,true,qnco
C1257890,Population,Population Group,true,popg
C1275835,History of - myocardial infarction,History of myocardial infarction,false,fndg
C0455610,History of surgery,H/O: surgery,false,fndg
C0010055,CABG,Coronary Artery Bypass Surgery,true,topp
C4086878,SYMPTOM ONSET,Symptom Onset,false,tmco
C0184666,Admission to hospital,Hospital admission,false,hlca
C0184661,Intervention,Interventional procedure,true,topp
C0886296,intervention,Nursing interventions,false,hlca
C1273869,Intervention,Intervention regimes,false,hlca
C0205088,Final,End-stage,false,qlco
C1546485,Final,Diagnosis Type - Final,false,idcn
C3272266,TIMI Flow,Thrombolysis in Myocardial Infarction Flow,false,clna
C3853528,Final,Final,false,tmco
C1423759,LCE,ELOVL6 gene,false,gngm
C3273355,LCE,Laser Cryo Enrichment,false,lbpr
C0001779,AGE,Age,false,orga
C0439234,yr,year,false,tmco
C0025266,Men,Male population group,true,popg
C0449238,Duration,Duration (temporal concept),false,tmco
C2926735,Duration,Duration,false,orch;phsu
C0439070,III,Roman Numeral III,false,inpr
C1705160,III,III (suffix),false,qlco
C0001288,ADL,Activities of Daily Living (activity),true,dora
C1420005,ADL,SGCA gene,false,gngm
C1513492,Motor,motor movement,false,ftcn
C1705994,Motor,Device Motor,false,mnob
C0205390,Stage,Phase,false,tmco
C1300072,Stage,Tumor stage,false,clna
C1306673,Stage,Stage,false,tmco
C0449820,SCORE,Score,false,qnco
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false,clna
C0205156,Previous,Previous,false,tmco
C0003405,Antiparkinson Medication,Antiparkinson Agents,true,phsu
C1552607,previous,Act Relationship Subset - previous,false,tmco
C0042153,use,utilization qualifier,true,ftcn
C0457083,Use,Usage,false,ftcn
C1947944,Use,Use - dosing instruction imperative,false,inpr
C1292728,Disease activity,Condition activity,false,ftcn
C0337645,Living Disease,Living Conditions,true,qlco
C0034394,Questionnaire,Questionnaires,true,inpr
C0030567,PARKINSON DISEASE,Parkinson Disease,true,dsyn
C1521736,Parkinson's Disease,Parkinson's Disease Pathway,false,ftcn
C0386393,OLMESARTAN MEDOXOMIL,Olmesartan medoxomil,true,orch;phsu
C1319635,mg/mg,mg/mg,false,qnco
C0386393,OLMESARTAN MEDOXOMIL,Olmesartan medoxomil,true,orch;phsu
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0001779,AGE,Age,false,orga
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C0086582,Males,Males,true,orga
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C0011849,DIABETES MELLITUS,Diabetes Mellitus,true,dsyn
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C0439209,kg,Kilogram,false,qnco
C0022718,KG,Kyrgyzstan,true,geoa
C4054209,/kg,Per Kilogram,false,qnco
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0439475,mmHG,mmHg,false,qnco
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0439475,mmHG,mmHg,false,qnco
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0439793,Severity,Severities,false,qlco
C0522510,Severity,With intensity,false,qlco
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C2945599,Mild,Mild (qualifier value),false,qlco
C0332152,Pre,Before,false,tmco
C0740175,Pre,Before values,false,qlco
C2257086,PRE,photoreactivating enzyme activity,false,genf
C3669034,PRE,Pure Spanish horse breed (organism),false,mamm
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C1550147,Pretreatment,Pretreatment (substance),false,sbst
C2709094,pre treatment,pre treatment,false,tmco
C3539075,Pretreatment,Pretreatment Period,false,tmco
C3539076,Pretreatment,Pretreatment,false,acty
C2349138,N/C,Volt per Meter,false,qnco
C0006675,CALCIUM,Calcium,true,bacs;elii;phsu
C0006726,Calcium,"Calcium, Dietary",true,inch
C2936886,Calcium,Calcium [EPC],false,phsu
C3540037,CALCIUM,CALCIUM SUPPLEMENTS,false,phsu;vita
C3714611,CALCIUM,Calcium Drug Class,false,phsu
C0205251,Low,low,false,qlco
C0012798,Diuretic,Diuretics,true,phsu
C1550472,low,low confidentiality,false,inpr
C3890211,Low,Low Mitosis-Karyorrhexis Index,false,qnco
C4048187,low,low exposure,false,qlco
C4321351,Low,Low Level,false,inpr
C4522223,Low,IPSS Risk Category Low,false,inpr
C0037623,BP,Solomon Islands,true,geoa
C1415692,Bp,HP gene,false,gngm
C1708288,BP,HP wt Allele,false,gngm
C4318478,BP,Base Pair Unit,false,qnco
C0439475,mmHG,mmHg,false,qnco
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0439475,mmHG,mmHg,false,qnco
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0444956,High dose,High dose,false,qnco
C0360714,Statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,true,orch;phsu
C0033105,Prevalence,Statistical Prevalence,true,qnco
C0220900,prevalence,Prevalence aspects,true,qnco
C0428210,MET,Methionine measurement,false,lbpr
C0243161,Criterion,criteria,true,idcn
C1550543,Met,Fulfill,false,phpr
C4317104,MET,Metabolic Equivalent of Task Unit,false,qnco
C0243161,Criterion,criteria,true,idcn
C0205088,Final,End-stage,false,qlco
C1546485,Final,Diagnosis Type - Final,false,idcn
C3853528,Final,Final,false,tmco
C0205250,Elevated,High,false,qlco
C0337445,TG,Thyroglobulin measurement,false,lbpr
C3163633,Elevated,Elevated,false,qlco
C0020538,Elevated blood pressure,Hypertensive disease,true,dsyn
C0497247,Elevated Blood Pressure,Increase in blood pressure,false,fndg
C0243161,Criterion,criteria,true,idcn
C0005918,BL,Bolivia,true,geoa
C0006413,BL,Burkitt Lymphoma,true,neop
C1552663,BL,Boolean,false,inpr
C2827109,BL,Saint Barthelemy,false,geoa
C0015663,FASTING,Fasting,true,fndg
C0017725,GLUCOSE,Glucose,true,bacs;orch;phsu
C0205217,Increased,Increased,false,qnco
C0455829,Waist Circumference,Waist Circumference,true,clna
C0442805,Increased,Increase,false,ftcn
C0428210,MET,Methionine measurement,false,lbpr
C0243161,Criterion,criteria,true,idcn
C1550543,Met,Fulfill,false,phpr
C4317104,MET,Metabolic Equivalent of Task Unit,false,qnco
C1272460,N/A,Not Applicable,false,qlco
C0392747,changes,Changing,false,ftcn
C0443172,changes,Changed status,false,qnco
C0524620,METABOLIC SYNDROME,Metabolic Syndrome X,true,dsyn
C2357172,Cholesterol.in HDL,Cholesterol.in HDL,false,lbtr
C0567349,mg/mmol,milligram/millimole (mg/mmol),false,qnco
C2348885,mg/mmol,Gram per Mole (g/mol),false,qnco
C0444504,Mean,Statistical mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C2347634,Mean,Population Mean,false,qnco
C0039247,TI,Tajikistan,true,geoa
C0040302,Ti,Titanium,true,elii
C1553045,Ti,Tebi,false,qnco
C1704756,TI,Trial Inclusion and Exclusion Criteria Submission Domain,false,inpr
C0005918,BL,Bolivia,true,geoa
C0439475,mmHG,mmHg,false,qnco
C0006413,BL,Burkitt Lymphoma,true,neop
C1552663,BL,Boolean,false,inpr
C2827109,BL,Saint Barthelemy,false,geoa
C0444504,Mean,Statistical mean,false,qnco
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C0439475,mmHG,mmHg,false,qnco
C0428568,Fasting blood glucose,Fasting blood glucose measurement,false,lbpr
C1261430,fasting blood glucose,Fasting blood sugar result,false,lbtr
C0444504,Mean,Statistical mean,false,qnco
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0567349,mg/mmol,milligram/millimole (mg/mmol),false,qnco
C2348885,mg/mmol,Gram per Mole (g/mol),false,qnco
C0005918,BL,Bolivia,true,geoa
C0006413,BL,Burkitt Lymphoma,true,neop
C1552663,BL,Boolean,false,inpr
C2827109,BL,Saint Barthelemy,false,geoa
C0444504,Mean,Statistical mean,false,qnco
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0032042,Placebo,Placebos,true,topp
C1696465,PLACEBO,placebo,false,bodm
C1706408,PLACEBO,Placebo Control,false,resa
C0545082,Visit,Visit,false,bhvr
C1512346,visit,Patient Visit,false,hlca
C2826704,VISIT,Visit Name,false,inpr
C3173209,Current smoker,Current smoker:Finding:Point in time:^Patient:Ordinal,false,clna
C3241966,Current Smoker,Current Smoker,false,fndg
C0040223,TIME,Time,true,tmco
C3541383,Time,Time (foundation metadata concept),false,tmco
C2599602,Pre-bronchodilator,pre bronchodilator,false,tmco
C3714541,FEV,Forced Vital Capacity,true,lbtr
C2599602,Pre-bronchodilator,pre bronchodilator,false,tmco
C0520835,FEV normal,FEV normal,false,fndg
C2599602,Pre-bronchodilator,pre bronchodilator,false,tmco
C3714541,FVC,Forced Vital Capacity,true,lbtr
C2599602,Pre-bronchodilator,pre bronchodilator,false,tmco
C3714541,FVC,Forced Vital Capacity,true,lbtr
C3714541,FEV,Forced Vital Capacity,true,lbtr
C2599594,Post-bronchodilator,post bronchodilator,false,tmco
C2599594,Post-bronchodilator,post bronchodilator,false,tmco
C0520835,FEV normal,FEV normal,false,fndg
C0449261,Reversibility,Reversibility,false,tmco
C3714541,FEV,Forced Vital Capacity,true,lbtr
C2599594,Post-bronchodilator,post bronchodilator,false,tmco
C3714541,FVC,Forced Vital Capacity,true,lbtr
C2599594,Post-bronchodilator,post bronchodilator,false,tmco
C3714541,FVC,Forced Vital Capacity,true,lbtr
C0168634,baseline,BaseLine dental cement,true,bodm
C1442488,Baseline,Baseline,false,qnco
C1290952,Taking medications,Taking medication (activity),false,dora
C0024109,pulmonary,Lung,true,bpoc
C2707265,Pulmonary,Pulmonary:-:Point in time:^Patient:-,false,clna
C2709248,Pulmonary,Pulmonary (qualifier value),false,qlco
C4522268,Pulmonary,Pulmonary (intended site),false,fndg
C0013227,Medication,Pharmaceutical Preparations,true,phsu
C3244316,medication,medication - HL7 publishing domain,false,inpr
C4284232,Medication,Medications,false,inpr
C0243192,agonists,agonists,true,phsu
C2987634,agonists,Agonist,false,phsu
C0243192,agonists,agonists,true,phsu
C2987634,agonists,Agonist,false,phsu
C0004048,Inhaled,Inspiration function,true,orgf
C0001617,Corticosteroids,Adrenal Cortex Hormones,true,horm;orch;phsu
C3539185,Corticosteroids,Corticosteroid nasal preparations for topical use,false,orch;phsu
C3540725,CORTICOSTEROIDS,Corticosteroid otologicals,false,orch;phsu
C3540726,CORTICOSTEROIDS,Corticosteroid ophthalmologic and otologic preparations,false,orch;phsu
C3540727,Corticosteroids,"Corticosteroids, topical for treatment of hemorrhoids and anal fissures",false,orch;phsu
C0442027,Oral,Oral,false,spco
C0001617,Corticosteroids,Adrenal Cortex Hormones,true,horm;orch;phsu
C3539185,Corticosteroids,Corticosteroid nasal preparations for topical use,false,orch;phsu
C3540725,CORTICOSTEROIDS,Corticosteroid otologicals,false,orch;phsu
C3540726,CORTICOSTEROIDS,Corticosteroid ophthalmologic and otologic preparations,false,orch;phsu
C3540727,Corticosteroids,"Corticosteroids, topical for treatment of hemorrhoids and anal fissures",false,orch;phsu
C4521986,Oral,Oral (intended site),false,fndg
C0043318,Xanthines,Xanthines,true,bacs;nnon
C3541955,Xanthines,"Xanthines, systemic for obstructive airway disease",false,orch;phsu
C0242896,Anticholinergics,Anticholinergic Agents,true,phsu
C3537307,Anticholinergics,Anticholinergics inhalants for obstructive airway diseases,false,phsu
C3540711,Anticholinergics,Anticholinergic mydriatics and cycloplegics,false,phsu
C0030054,OXYGEN,Oxygen,true,bacs;elii;phsu
C1706077,Users,user - individual,false,popg
C1518422,Non,Negation,false,ftcn
C1706077,Users,user - individual,false,popg
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C1290952,Taking medications,Taking medication (activity),false,dora
C0024109,pulmonary,Lung,true,bpoc
C2707265,Pulmonary,Pulmonary:-:Point in time:^Patient:-,false,clna
C2709248,Pulmonary,Pulmonary (qualifier value),false,qlco
C4522268,Pulmonary,Pulmonary (intended site),false,fndg
C1548596,Preamendment,Preamendment,false,idcn
C0231448,Extended,Extension,false,ftcn
C0206460,Enoxaparine,Enoxaparin,true,orch;phsu
C0231449,Extended,Extended,false,spco
C0439792,extended,Extent,false,spco
C0078988,ASIAN,Asians,true,popg
C0699027,oriental,Oriental Herbs and Botanicals,false,plnt
C0017446,Region,Geographic Locations,true,geoa
C0205147,Region,regional,false,spco
C0001737,Africa,Africa,true,geoa
C0003980,Asia,Asia,true,geoa
C0026068,MIDDLE EAST,Middle East,true,geoa
C0022718,KG,Kyrgyzstan,true,geoa
C0439209,kg,Kilogram,false,qnco
C4054209,/kg,Per Kilogram,false,qnco
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C0332137,Primary diagnosis,Principal diagnosis,false,qlco
C0801658,Primary diagnosis,Diagnosis.primary:Impression/interpretation of study:Point in time:^Patient:Nominal,false,clna
C0275518,Acute infection,Acute infectious disease,false,dsyn
C0036983,SEPTIC SHOCK,Septic Shock,true,patf
C0865850,Acute respiratory insufficiency,Acute respiratory insufficiency,false,dsyn
C0751956,Acute stroke,Acute Cerebrovascular Accidents,true,dsyn
C0001314,acute disorders,Acute Disease,true,dsyn
C0006826,CANCER,Malignant Neoplasms,true,neop
C0998265,Cancer,Cancer Genus,false,euka
C1306459,Cancer,Primary malignant neoplasm,false,neop
C0016658,FRACTURE,Fracture,true,inpo
C0439064,MULTIPLE,Numerous,false,qnco
C0011900,Diagnoses,Diagnosis,true,diap
C0205177,Active,Active,false,qlco
C0021390,INFLAMMATORY BOWEL DISEASE,Inflammatory Bowel Diseases,true,dsyn
C3853793,active,active (HL7 RoleLink),false,idcn
C3888249,Active,Active License,false,qlco
C0035648,Risk Factors,risk factors,true,fndg
C1553898,risk factors,risk factors - observation list,false,inpr
C0231441,Immobility,Immobile,false,fndg
C0441889,Level,Levels (qualifier value),false,qlco
C0456079,Level,Disease classification level,false,clas
C1547707,Level,Floor - story of building,false,geoa
C2946261,Level,Level,false,inch;phsu
C0441889,Level,Levels (qualifier value),false,qlco
C0231441,Immobility,Immobile,false,fndg
C0456079,Level,Disease classification level,false,clas
C1547707,Level,Floor - story of building,false,geoa
C2946261,Level,Level,false,inch;phsu
C0441889,Level,Levels (qualifier value),false,qlco
