'docidd'|'docid'|'page'|'user'|'annotation'|'corrupted'|'tableType'|'corrupted_text'|'N'
'23020650'|'23020650'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"other":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'9991'
'22932716'|'22932716 & Supplementary Append'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{"bold":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'9993'
'22913893'|'22913893'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'9995'
'22873530'|'22873530 & Supplementary Append'|'1'|'Katherine'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{"bold":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'9997'
'22738922'|'22738922'|'2'|'Katherine'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"8"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"}]}'|'false'|'baseline_table'|''|'10001'
'22704916'|'22704916'|'1'|'Katherine'|'{"annotations":[{"location":"Row","content":{"outcomes":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10002'
'22686416'|'22686416'|'1'|'David'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10003'
'22686416'|'22686416'|'3'|'Katherine'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true,"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|'Corrupted older annotation'|'10004'
'22576673'|'22576673'|'1'|'David'|'{"annotations":[{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10005'
'22544891'|'22544891'|'1'|'David'|'{"annotations":[{"location":"Row","content":{"other":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10007'
'22504093'|'22504093'|'1'|'David'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10008'
'22443427'|'22443427 & Supplementary Append'|'1'|'David'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10009'
'22369287'|'22369287'|'1'|'David'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10012'
'20620037'|'20620037'|'2'|'Lili'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10056'
'22234149'|'22234149'|'1'|'Hebe'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10014'
'22177371'|'22177371'|'1'|'Hebe'|'{"annotations":[{"location":"Row","content":{"other":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10016'
'21816478'|'21816478'|'1'|'Hebe'|'{"annotations":[{"location":"Row","content":{"p-interaction":true,"other":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row_with_p_value":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true,"measures":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10018'
'21780946'|'21780946'|'1'|'Hebe'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{"bold":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"}]}'|'false'|'baseline_table'|''|'10019'
'21682834'|'21682834'|'1'|'Hebe'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10021'
'21673005'|'21673005'|'1'|'Hebe'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{"bold":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{"bold":true},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"}]}'|'false'|'baseline_table'|''|'10023'
'21645018'|'21645018'|'1'|'Hebe'|'{"annotations":[{"location":"Row","content":{"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10025'
'21642014'|'21642014'|'1'|'Katherine'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"}]}'|'false'|'baseline_table'|''|'10026'
'21642014'|'21642014'|'2'|'Katherine'|'{"annotations":[{"location":"Row","content":{"measures":true,"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10027'
'21627828'|'21627828'|'1'|'Katherine'|'{"annotations":[{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10029'
'21596364'|'21596364'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"other":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10030'
'21474646'|'21474646'|'1'|'Katherine'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|'Corrupted older annotation'|'10031'
'21474646'|'21474646'|'2'|'Katherine'|'{"annotations":[{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|'Corrupted older annotation'|'10032'
'21464051'|'21464051'|'1'|'Katherine'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"}]}'|'false'|'baseline_table'|''|'10033'
'21332627'|'21332627'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10034'
'21227674'|'21227674 & Supplementary Append'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10037'
'21209123'|'21209123'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10038'
'21174145'|'21174145'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10040'
'21118495'|'21118495'|'2'|'Lili'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{"bold":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{"bold":true},"number":"2"},{"location":"Col","content":{"other":true},"qualifiers":{"bold":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10045'
'21060071'|'21060071'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10046'
'20925544'|'20925544'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10048'
'20801500'|'20801500'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"bold":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10049'
'20685748'|'20685748'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10051'
'20621900'|'20621900'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10053'
'20620037'|'20620037'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10055'
'15758000'|'15758000'|'1'|'David'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10193'
'20606150'|'20606150'|'2'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10057'
'20491747'|'20491747'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10058'
'20487050'|'20487050'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"bold":true,"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10059'
'20463178'|'20463178'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10063'
'20429821'|'20429821'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10064'
'20418083'|'20418083'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10065'
'20393175'|'20393175 & Supplementary Append'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10067'
'20357382'|'20357382'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10068'
'20185012'|'20185012'|'2'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10071'
'20151997'|'20151997'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10072'
'19917888'|'19917888'|'4'|'Lili'|'{"annotations":[{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"outcomes":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"empty_row_with_p_value":true,"indented":true},"number":"1"},{"location":"Col","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10075'
'19915221'|'19915221'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{"bold":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10076'
'19850525'|'19850525'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{"bold":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10077'
'19850248'|'19850248'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10079'
'19847908'|'19847908'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{"bold":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10082'
'19751115'|'19751115'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10083'
'19726772'|'19726772'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10085'
'19717850'|'19717850'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10087'
'19716598'|'19716598'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10089'
'19688336'|'19688336'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"characteristic_name":true,"p-interaction":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10091'
'19683639'|'19683639'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10093'
'19447387'|'19447387'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10094'
'19443528'|'19443528'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10097'
'19389561'|'19389561'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'10098'
'19369667'|'19369667'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10099'
'19190658'|'19190658'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10103'
'19166691'|'19166691'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10104'
'19139391'|'19139391'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10105'
'19125778'|'19125778'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"other":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10107'
'19097665'|'19097665'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10108'
'19026303'|'19026303'|'2'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10110'
'19001508'|'19001508'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{"bold":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"bold":true,"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10111'
'18836213'|'18836213'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{"bold":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10113'
'18835953'|'18835953'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10115'
'18757090'|'18757090'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10117'
'18757089'|'18757089'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10119'
'18753639'|'18753639'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10121'
'18753638'|'18753638'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{"bold":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10122'
'18657652'|'18657652'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10124'
'18615004'|'18615004'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"}]}'|'false'|'baseline_table'|''|'10126'
'18593517'|'18593517'|'1'|'Lili'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10128'
