cluster,concept,cuis
584,claudication ( fontaine class > nmbr ),C0021775;C0053917;C0311395;C0456387;C1334884;C1456822;C1518526;C1705943
584,claudication,C0021775;C0311395;C1456822
583,south asian,C1519427
582,primary + gusto moderate or severe bleeding,C0205225;C0439612;C0439631
581,nmbr to < nmbr kg / mnmbr,C0022718;C0053917;C0439209;C1334884;C4054209
581,nmbr - nmbr . nmbr kg / mnmbr,C0022718;C0053917;C0439209;C1334884;C4054209
581,bmi > nmbr kg / mnmbr ( % ),C0022718;C0053917;C0439209;C0578022;C1334884;C4054209
581,bmi ( kg / mnmbr ) < nmbr,C0022718;C0053917;C0439209;C0578022;C1334884;C4054209
580,yes  non - insulin - treated,C1549445;C1705108;C1710701
579,non - hdl - c ( mmol / l  mean ),C0444504;C1518422;C1532563;C2347634;C2348143;C3715113
578,history of bone disease ( predefined )  n ( % ),C0005940;C0019664;C0019665;C0262512;C0262926;C0262950;C0683519;C0730226;C0850708;C0944983;C1705255;C2004062
577,severe hyperkalemiac,C0205082;C4050465;C4050466
576,coronary heart disease ( % ),C0010054;C0010068;C1956346
576,coronary heart disease,C0010054;C0010068;C1956346
575,serum creatinine  mean ( sd )  pmol / l,C0201976;C0439284;C0444504;C0600061;C2347634;C2348143;C2699239
574,interval pain onset to admission,C0184666;C0809949;C1272706;C1507009;C1552654;C1552713
573,seropositivity,C0521143
572,sf - nmbr score,C0037712;C0053917;C0449820;C1334884;C4050231
572,sf - nmbr physical component summaryjj,C0031809;C0037712;C0053917;C0205485;C0449432;C1334884;C1509143;C1705248
572,sf - nmbr ( health transition score ),C0037712;C0053917;C0376627;C0449820;C1334884;C4050231
571,extended - duration enoxaparin  n / n ( % ),C0206460;C0231448;C0231449;C0439792;C0449238;C2926735
571,enoxaparin / vka,C0206460
571,enoxaparin,C0206460
570,timing of clopidogrel loading dose,C0070166;C0449243;C1704250;C3714444
570,interval clopidogrel to pci,C0070166;C1272706;C1552654;C1552713;C4049621
570,duration of clopidogrel pretreatment 一 hr median,C0070166;C0449238;C0549183;C0876920;C1550147;C2347635;C2348144;C2709094;C2926735;C2939193;C3539075;C3539076
570,clopidogrel no . of patients % ),C0070166
570,clopidogrel dose on / before pci,C0070166;C0178602;C0869039;C1114758;C4049621
570,clopidogrel / ticlopidine,C0040207;C0070166
570,clopidogrel  ticlopidine  or prasugrel,C0040207;C0070166
570,clopidogrel  %,C0070166
569,remission  n ( % ),C0544452;C0687702
568,vitamin e,C0042874;C3714803
568,arb at enrollment,C1516879;C1696073;C3888021;C3888198
567,duration  mean ( sd )  years,C0439234;C0444504;C0449238;C2347634;C2348143;C2699239;C2926735
566,hypoglycaemic agents,C0020616
566,antihyperglycemic medication usage,C0013227;C0020616;C0457083;C3244316;C4284232
566,antihyperglycemic,C0020616
565,permanently stopped study drug because of adverse events,C0041755;C0557651;C1272691;C2603343
564,peri - op amiodarone : no ( n = nmbr ),C0002598;C0347985
564,amiodarone vs . placebo no . hazard ratio ( nmbr . nmbr % cl ),C0002598
564,amiodarone  n ( % ),C0002598
564,amiodarone,C0002598
563,estimated glomerular filtration rate,C3811844
562,homa - ir  median ( qnmbr  qnmbr ),C0022065;C0022071;C0549183;C0876920;C1448132;C2347635;C2348144;C2939193
562,bdmard - ir,C0022065;C0022071;C1448132
561,serum cholesterol — mmol / liter,C0439190;C0475211;C0587184
561,ii - iv ( % ),C0022326;C1710602;C4082587;C4265176
560,metabolic syndrome characteristics  n ( % ),C0524620;C1521970
560,event / total,C0439175;C0439810;C0441471;C4019010
559,events  no .,C0441471;C3541888
558,history of congestive heart failure,C0455531;C0742742
557,medical history — no . / total no . ( % ),C0262926;C1704706
556,bolus administered — no . ( % ),C1186706;C1511237;C1705509;C3812160
555,hormonal status,C0449438;C0458083
554,class i or iii aad use in nmbr months before enrollment,C0441885;C1319793;C2698967
553,ejection fraction  % nyha class  n ( % ),C0489482;C1882083;C2700378
552,emotional status,C0013987;C0449438;C0849912
552,additional investigations,C2359834
551,modmy al randcnxzaton,C0202311
550,years [range],C0439234;C1514721;C2348147;C3542016
549,qualifying type of atherosclerosis — no . ( % ),C0003850;C0004153;C0332307;C1514624;C1547052
549,large - artery atherosclerosis,C0003850;C0004153;C0226003
549,atherosclerosis^  n ( % ),C0003850;C0004153
548,primary ep ( cvd / mi / ri ),C0007222;C0035487;C0205225;C0439612;C0439631;C1826843;C1880476;C3810814;C4321526
548,previous cardiovascular disease !,C0007222;C0205156;C1552607
548,nmbr - nmbr with cv disease ( n = nmbr ),C0007222;C0053917;C1334884
548,major cvd /,C0007222;C0205082;C0205164;C4318856;C4521762
548,cvd or mi,C0007222
548,cardiovascular disease,C0007222
547,basal insulin dose at run - in ( u / day ),C0178602;C0205112;C0366513;C0456683;C0650607;C0869039;C1114758;C3274438
546,fibrinogen ( pmol / l ) c,C0016006;C0439284;C1167394;C2587184;C3540039
546,fibrinogen  g / l,C0016006;C0439294;C0456615;C1167394;C2587184;C3540039
546,fibrinogen,C0016006;C1167394;C2587184;C3540039
545,laboratory measurements,C0681902
545,emergent / urgent surgery,C0750573;C2188405
544,limb ( sd ),C0015385;C2699239
543,established ascvd,C0443211;C1272684;C3665365
542,time from onset of pain to randomization  median ( iqr )  h,C0030193;C0449244;C0518090;C1962977;C2984058;C4085210;C4085211;C4085212;C4553004;C4554132
542,prior tnfi  n ( % ),C0332152;C2826257
541,functional assessment of chronic illness,C0008679;C0278372
541,dasnmbr - esr lda,C3811131;C4553195
540,terminal ileum,C0227327
539,tg  mmol / l [mg / dl],C0337445;C3642216;C3898312
539,microvascular complications  n ( % ) ’,C0009566;C0443258;C1171258
538,history of currently treated hypertension  n ( % ),C0455527;C0521116;C1522326
538,frailty status,C0424594;C0449438
537,valsartan / hctz  n / n ( % ),C0020261;C0216784
537,valsartan / hctz,C0020261;C0216784
536,total score on the sgrq - c  i ,C0021966;C0221138;C2964552;C3826872
535,previous transient ischaemic attack / ischaemic stroke previous warfarin use,C0007787;C0038454;C0042153;C0043031;C0205156;C0457083;C0917805;C1552607;C1947944;C4554100
534,fevi  l *,C0429706;C0849974;C1561566;C4528367
533,positive for anti - cyclic citrullinated peptide antibody — no . ( % ) f,C0741132;C1320283
532,dpi ( other than diskus )  n,C1553480
531,any cardiovascular disease history  n ( % ),C0007222;C0007226;C0012634;C0019664;C0019665;C0262512;C0262926;C0683519;C1705255;C1880008;C2004062;C3887460
530,concomitant therapy  no . ( % ),C1707479
530,angiotensin - converting - enzyme inhibitor or angiotensin - receptor blocker §,C0003015;C2757044;C3536837;C4541021
529,anyantianginal agent,C0450442;C1254351;C1521826
528,left anterior descending artery  n ( % ),C0226032
527,lipid levels — mg / dl,C0428460;C0439269
527,former or never,C0205156;C0750523
527,any type  according to daily dose * *,C0332307;C0680240;C1547052;C2348070
526,without dm ( n = nmbrinmbr * ),C0011816;C3250443
526,uacra  mg / g  n ( % ),C1300563
525,cardiovascular medications  %,C0007220
525,cardiovascular medications,C0007220
524,heavy calcification,C0006660;C0006663;C0175895;C0439539;C1533591;C1879982;C2242558
523,mean fevnmbr  l ( sd ),C0444504;C2347634;C2348143;C2699239
522,intent of early invasive strategy  %,C0162425;C0205281;C0679199;C1279919;C1283828;C1334278;C1550453
522,intensive control,C0162425;C0243148;C0522510;C1283828;C1550141;C1550453;C1882979;C2587213;C3274648;C4553389
521,obesity ( body mass index > nmbr kg / mnmbr ),C0005893;C0022718;C0028754;C0053917;C0439209;C0578022;C1305855;C1334884;C1963185;C4054209
520,usa and canada,C0041703
520,united states,C0041703
519,class l / ll heart failure,C0456387;C1518526;C1705943
518,use of ace inhibitor,C0003015;C1524063;C4541021
518,time from onset to randomization  h  mean ± sd,C0449244
518,medium - or low - intensity statin,C0009458;C0439536;C1705217;C3244283;C4085196;C4522282;C4522283
517,carotid revascularization,C0581603;C0741968
516,mean hscrp  mg / l ( sd ),C0439268;C0444504;C2347634;C2348143;C2699239
515,median cardiac troponin t ( iqr ) — pg / ml,C0439297;C0549183;C0876920;C2347635;C2348144;C2939193;C3538889
514,therapy ( asa nmbr / placebo nmbr ),C0004057;C0032042;C0039798;C0053917;C0087111;C1334884;C1363945;C1696465;C1706408;C3853627
514,therapy ( asa nmbr  nmbr / placebo nmbr ),C0004057;C0032042;C0039798;C0053917;C0087111;C1334884;C1363945;C1696465;C1706408;C3853627
514,events treatment ( nmbr ),C0039798;C0053917;C0087111;C0441471;C1334884;C1522326;C1533734;C1705169;C3538994;C3541888;C3887704
514,epa treatment ( n = nmbr ),C0039798;C0053917;C0087111;C1334884;C1522326;C1533734;C1705169;C3538994;C3887704
514,dpp - nmbr inhibitor therapy,C0039798;C0053917;C0087111;C1334884;C1363945;C1414174;C1999216
513,homajr tx difference vs pbo  median change from baseline ( se ) nmbr lipid parameters,C0041403;C1705241;C1705242
513,homa_ % b tx difference vs pbo  median change from baseline ( se ) nmbr,C0041403;C1705241;C1705242
512,one or more requiring hospitalization in nmbr mo before screening — no . ( % ) nmbr,C0205447
511,mycophenolate mofetil,C0209368
511,mean ( sd ) crp  mg / l *,C0439268;C0444504;C2347634;C2348143;C2699239;C3890735;C4048285
510,triple - vessel disease  n ( % ),C0856738
509,moderate or severe exacerbations in the previous year ( range ),C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
509,fish oil,C0016157
508,mdi / hfa  n,C0015458;C0993596;C1839839;C4049613
507,native latin,C0302891
506,persistent anemia bsl hb < nmbrg i - nmbr  yr nmbr < nmbrg i nmbr,C0019046;C0021966;C0053917;C0221138;C0439234;C0741008;C1334884;C1549954
506,"nmbr - aminosalicylates ’ i "" i ‘",C0021966;C0053917;C0221138;C0368663;C1334884
506,i & ii : fevnmbr > nmbr % predicted,C0021966;C0053917;C0221138;C1334884;C1710602;C4082587
506,estimated glomerular filtration rate < nmbr ml / min / nmbr . nmbr mnmbr : i : §,C0021966;C0023806;C0053917;C0221138;C0439445;C0702093;C1334884;C1524029;C3811844;C3813700
505,indication for pci,C0392360;C3146298;C4049621
504,median ( iqr ) age  years,C0549183;C0876920;C1510829;C2347635;C2348144;C2939193
503,established ascvd or > nmbr cv risk factors,C0443211;C1272684;C3665365
502,vertebrobasilar infarct,C0021308;C0545733
502,infarct characteristics,C0021308;C1521970
502,any relevant infarct,C0021308;C2347946
501,other lipid - modifying drug use at study entry  n ( % ),C0013175;C0013227;C0023779;C0042153;C0242510;C0392747;C0457083;C0557651;C0869040;C1254351;C1705654;C1947944;C2603343
500,serum creatinine — pmol / liter,C0201976;C0439192;C0475211;C0600061
499,weight ( range ) ( kg ),C0005910;C0022718;C0043100;C0439209;C1305866;C1514721;C1705104;C2348147;C3542016;C4054209
499,weight  median ( interquartile range )  kg,C0005910;C0022718;C0043100;C0439209;C0549183;C0876920;C1305866;C1705104;C1711350;C2347635;C2348144;C2939193;C4054209
499,weight  mean ± sd ( kg ),C0005910;C0022718;C0043100;C0439209;C0444504;C1305866;C1705104;C2347634;C2348143;C2699239;C4054209
499,mean weight  kg ( sd ),C0005910;C0022718;C0043100;C0439209;C0444504;C1305866;C1705104;C2347634;C2348143;C2699239;C4054209
498,prior ischemic stroke,C0332152;C0948008;C2826257
498,hydralazine,C0020223
497,abatacept / open - label abatacept,C1619966;C1709323
496,copd - rosuvastatin ( n = nmbr ),C0024117;C0053917;C0965129;C1334884;C1412502;C3714496
495,central / eastern europe and russia hr ( nmbr % cl ),C0015177;C0205099;C0682369;C1707877;C1879652
495,central / eastern europe / russia,C0015177;C0035970;C0205099;C0682369;C1707877;C1879652
494,adverse outcome,C1274040
493,discontinuations teaes,C0457454
492,no . of prior tnfi,C0332152;C2826257
491,isolated systolic hypertension  n ( % ) “,C0745133
490,smoking history  pack - years  mean ( sd ),C0444504;C1277691;C1519384;C2347634;C2348143;C2699239
489,prior surgery : no,C0455610
488,current ( nmbr + cigs / day ),C0053917;C0332173;C0439228;C0439505;C0521116;C1334884;C1570610;C1705970
488,current (  nmbr cigs / day ),C0053917;C0332173;C0439228;C0439505;C0521116;C1334884;C1570610;C1705970
487,emotional well - being,C2984554;C3641833
486,multiple,C0439064
485,zotarolimus - eluting,C1700035
485,black race,C0005680
485,angina class iii or iv prior myocardial infarction,C0264677
484,men  total ( n 二 nmbr ),C0025266;C0053917;C0439175;C0439810;C1334884
484,hdl < nmbr / nmbr mg / dl ( nmbr . nmbr / nmbr . nmbr mmol / l ) for men / women,C0025266;C0043210;C0053917;C1334884;C3642216;C3715113;C3898312
483,presence of mets,C0150312;C0392148;C0812270;C1705694;C2939420;C3854307
483,oad plus insulin,C0021641;C1533581;C1579433;C3714501
482,formal education  years,C0439234;C0681344
481,one - third radius,C0034627;C0205437;C0205447;C1306504
481,enalapril,C0014025
481,elevated tg,C0205250;C0337445;C3163633
480,race or ethnic group ( % ),C0034510;C1706779;C3853635
480,race or ethnic group,C0034510;C1706779;C3853635
480,race and ss at baseline,C0034510;C1706779;C3853635
480,race - non - white ( n = nmbr  nmbr ),C0034510;C1706779;C3853635
480,race  white  n ( % ),C0034510;C1706779;C3853635
479,combined end points,C0205195;C2349179
478,mental component score ( mcs ),C0229992;C0449432;C0449820;C1705248;C4050231
477,creatinine clearance by c - g ( ml / min ),C0151280;C0439267
476,post - bronchodilator fevnmbr ( % predicted * ),C2599594
476,nonaspirin antiplatelet agent,C0085826;C0722138
476,median ( qnmbr : qnmbr ) total daily insulin dosenmbr,C0021641;C0332173;C0439175;C0439810;C0549183;C0876920;C1533581;C1579433;C2347635;C2348144;C2939193;C3714501
475,family history of venous thromboembolism ( % ),C0015576;C0042449;C0241889;C0348013;C0455533;C1704727;C1997614
474,high subgroup,C0205250;C1079230;C1299351;C1515021;C2700149;C3887512;C3889660;C4321237;C4522209
473,pulmonary embolism ± deep vein thrombosis,C0034065;C0149871;C0226514;C0852030
473,previous deep - vein thrombosis or pulmonary embolism,C0149871;C0205156;C1552607
473,acute dvt study,C0149871;C0205178;C0557651;C2603343;C2926618;C3899446
472,age  mean years  [sd],C0444504;C1510829;C2347634;C2348143;C2699239
471,total gadolinium - enhancing lesion count  no . ( % ),C0439175;C0439810;C1333400
471,acc / aha lesion class bnmbr or c  n ( % ),C0221198;C0456387;C1518526;C1546698;C1705943;C4072694
470,standard therapy,C2936643
470,history of hypercholesterolemia  n ( % ),C1533076
469,patients ' characteristics age ( years )  mean + sd,C0444504;C0815172;C1510829;C2347634;C2348143;C2699239
469,abx - facil . pci,C4049621
468,cardiac rhythm,C0232187
467,copd severity : severe / very severe,C0024117;C0439793;C0442824;C0522510;C1412502;C2984081;C3714496
467,copd severity ( gold stage ),C0018026;C0024117;C0205390;C0439793;C0522510;C1300072;C1304897;C1306673;C1412502;C3714496
467,copd or asthma,C0024117;C1412502;C3714496
467,chronic obstructive pulmonary disease  n ( % ),C0024117
467,chronic obstructive pulmonary disease,C0024117
466,cause of heart failure — no . ( % ),C0015127;C0018801;C0018802;C1524003;C4554158
466,cause of heart failure,C0015127;C0018801;C0018802;C1524003;C4554158
465,amlodipine nmbrmg / v = nmbr,C0051696;C0053917;C1334884
465,amlodipine / vaisartan ( n = nmbr ),C0051696;C0053917;C1334884
464,parameter,C0549193;C1704769;C2350001
464,mucolytic agent,C0026698
463,median ( days ),C0439228;C0549183;C0876920;C2347635;C2348144;C2939193
463,immunomodulatory agents,C0005525
462,unacceptable adverse events,C0877248;C1705413;C1883420
461,death or stent thrombosis,C0011065;C1306577;C4082313;C4552775
461,death or myocardial infarction,C0011065;C1306577;C4082313;C4552775
461,death or absolute fvc decrease > nmbr %,C0011065;C1306577;C4082313;C4552775
461,death  mi  idr  or st,C0011065;C1306577;C3810814;C4082313;C4552775
461,death  large mi,C0011065;C0549177;C1306577;C3810814;C4082313;C4552775
460,oral hypoglycemic agent,C0359086
459,procedures for index event,C0025664;C0184661;C0441471;C0600653;C0918012;C1552854;C1637833;C2700391;C2986546;C3538935;C4019010
459,prior ml ( before index acs ),C0332152;C0439526;C0600653;C0742343;C0918012;C1552854;C1637833;C1705224;C2826257;C2986546;C3887665;C4318612
459,lv mass index ( g / mnmbr - nmbr ),C0053917;C0439267;C0455825;C0600653;C0918012;C1334884;C1552854;C1637833;C2986546
459,index event — no . ( % ),C0441471;C0600653;C0918012;C1552854;C1637833;C2986546;C4019010
459,index event asymptomatic or unconfirmed,C0441471;C0600653;C0918012;C1552854;C1637833;C2986546;C4019010
459,index event  %,C0441471;C0600653;C0918012;C1552854;C1637833;C2986546;C4019010
459,health state index score  uk algorithm,C0002045;C0041700;C0449820;C0600653;C0683314;C0918012;C1552854;C1553907;C1637833;C2986546;C4050231
458,prior pci or cabg surgery,C0332152;C2826257;C4049621
457,receptor blockers  n ( % ) baseline lipid and apolipoprotein levels,C0023779;C0168634;C0597357;C1442488
457,metabolic syndromenmbr baseline lipids  mg / dl,C0023779;C0168634;C0311400;C0439269;C1442488;C1524026;C2707259
457,baseline lipids  mean ± sd ( mmol / l ),C0023779;C0168634;C0444504;C1442488;C1532563;C2347634;C2348143;C2699239
456,mean blood pressure  mmhg ( s . d . j,C0428886;C0488053;C2347155
456,blood pressure  mean ( sd ) [range]  mm hg,C0428886;C0439475;C1514721;C2348147;C2699239;C3542016
455,> nmbr years education,C0013621;C0013622;C0013658;C0039401;C0053917;C0439234;C1334884
454,history of hypercholesterolemia,C1533076
453,severity n ( % ),C0439793;C0522510
453,acr  mg / mmol,C0567349;C1412134;C1515941;C2348885
452,partial mayo score $ | |,C0449820;C0454788;C0728938;C1077578;C1550516;C4050231
451,years since pah diagnosis,C0439234
450,sfnmbr - pcs,C1864389;C1882368
449,doubling of creatinine †,C0010294;C0205173;C1561535;C1705764
449,creatinine  mean ( sd )  mg / dl,C0010294;C0439269;C0444504;C1561535;C2347634;C2348143;C2699239
448,left main artery,C0003842;C0205091;C0205225;C0226004;C0443246;C1542147;C1552822
448,history of peripheral arterial disease ( % ),C0003842;C0205100;C0221464;C0683519;C0730226;C0850708;C0944983
447,indacaterol nmbr ug versus placebo,C0041573;C0053917;C0439211;C1334884;C1722260
447,indacaterol nmbr ug versus indacaterol nmbr ug,C0041573;C0053917;C0439211;C1334884;C1722260
447,indacaterol nmbr ug ( n = nmbr ),C0041573;C0053917;C0439211;C1334884;C1722260
446,percent change,C0392747;C0439165;C0443172;C1705241;C4319952
445,difference vs placebo  % [nmbr % cl]  p,C1705241;C1705242
444,sf - nmbrvnmbr domain scores  mean [sd],C0037712;C1880389;C1883221;C3541951
444,postmenopausal  never or past hormone therapy use,C0232970;C2003901
443,ischemic aetiology  n ( % ),C0015127;C0475224;C1314792;C1524003
442,prior cardiac surgery  n ( % ),C0018787;C0018821;C0332152;C0455610;C0524727;C1522601;C2826257
441,sacubitril / valsartan,C4033631
441,primary renal endpoint or death,C0022646;C2986535
441,cardiovascular history 一 no . ( % ),C1880008
440,who / idf ifg,C1334085;C1708411
439,sex  male / female  %,C0043210;C0086287;C0086582;C1705497;C1705498;C1706180;C1706428;C1706429
439,gender ( % ) male / female,C0043210;C0079399;C0086287;C0086582;C1522384;C1705497;C1705498;C1706180;C1706428;C1706429
438,prior diabetes,C0011847;C0011849;C0332152;C2826257
438,mean ± s . d . duration of diabetes  years,C0011847;C0011849;C0439234;C0444504;C0449238;C2347634;C2348143;C2926735
438,known duration of diabetes  yr,C0011847;C0011849;C0205309;C0439234;C0449238;C2926735
438,individuals with diabetes  n = nmbr,C0011847;C0011849;C0027361;C0053917;C0237401;C1334884
438,duration of diabetes mellitus  y,C0011849;C0449238;C2926735
438,diabetes with target organ disease *,C0011847;C0011849;C0012634;C0178784;C1521840;C2986546
438,diabetes durationa < median,C0011847;C0011849;C0549183;C0876920;C2347635;C2348144;C2939193
438,diabetes duration ( known )  % of patients,C0011847;C0011849;C0449238;C2926735
438,comorbidities other than diabetes,C0009488;C0011847;C0011849
437,ratio of ldl to hdl,C0456603;C1547037
437,p value ( men versus women ),C0025266;C1709380
437,hispanic / latin american,C0019576
436,simplified disease activity index,C3869582
435,fibrinolysis primary pci ( n = nmbr ) ( n = nmbr ) no . of patients / total no . ( % ),C0016017;C0053917;C0205225;C0439612;C0439631;C1305868;C1334884;C4049621
435,fibrinolysis ( n = nmbr ),C0016017;C0053917;C1305868;C1334884
434,apo anmbr ( g / l ),C0439294;C0456615
433,fpg ( mmol / l )  mean ( sd ) 、,C0444504;C1532563;C2347634;C2348143;C2699239
432,peak creatine kinase - mb  u / l,C0010290;C0439339;C0444505;C0523584
432,cardiovascular risk factors — no . / total no . ( % ),C0850624
431,exenatide,C0167117
430,temporary discontinuation of study drug,C0013175;C0205374;C0457454;C1444662;C1548539;C3245481;C4552847
430,oral study drug administered — no . / total no . ( % ),C0013175;C0442027;C4521986
430,median duration of study - drug administration,C0013175;C0549183;C0876920;C2347635;C2348144;C2348354;C2939193
430,interval study drug to pci,C0013175;C1272706;C1552654;C1552713;C4049621
429,blood pressure - lowering treatment,C0005823;C0033095;C0039798;C0087111;C0441994;C0460139;C0596197;C1271104;C1272641;C1306345;C1522326;C1533734;C1705169;C2003888;C3538994;C3887704;C4284008
428,traditional chinese medicine for respiratory disease — no . ( % ),C0025124;C0035204;C0035242;C1515884
427,normal troponin,C0041199;C0205307;C0231683;C0439166;C2347086;C4553972
426,standard control ( n = nmbr ) no . of patients ( percent ),C0053917;C0243148;C1334884;C1442989;C1550141;C1882979;C2587213;C2828392;C3274648;C4553389
426,control group ( n = nmbr ),C0053917;C0243148;C0441848;C1334884;C1550141;C1882979;C2587213;C3274648;C4553389
426,control baseline ( n - nmbr ),C0053917;C0168634;C0243148;C1334884;C1442488;C1550141;C1882979;C2587213;C3274648;C4553389
426,( % ) control ( nmbr ),C0053917;C0243148;C1334884;C1550141;C1882979;C2587213;C3274648;C4553389
425,ace - i or arb use,C0021966;C0221138;C1452534;C4284014
425,ace - i / arb  ( % ),C0021966;C0221138;C1452534;C3888198;C4284014
424,median fasting insulin ( iqr ) — pu per milliliter,C0015663;C0018387;C0021641;C0439242;C0549183;C0876920;C1533581;C1579433;C2347635;C2348144;C2939193;C3714501
424,fasting insulin — / tiu / ml §,C0015663;C0021641;C0439526;C1533581;C1579433;C1705224;C3714501;C3887665
424,fasting insulin,C0015663;C0021641;C1533581;C1579433;C3714501
423,syncope — no . ( % ),C0039070;C3541349;C4554644
423,number of subjects,C0237753;C0449788;C0681850;C1550501;C1706203;C2349001;C2697811
422,mean ( sd ) extent of exposure  days,C0274281;C0332157;C0439228;C0439792;C0444504;C2347634;C2348143;C2699239
421,open triple ( n = nmbr ),C0175566
420,phosphorus  mmol nmbr nmbr,C0031705;C0053917;C0080014;C0439190;C1334884;C3714498
419,mean yearly decline,C0444504;C2347634;C2348143
419,fibrin - specific,C0015982
418,st change > nmbr mm,C0036056;C0053917;C0392747;C0443172;C1334884;C1705241;C3272372;C4319952;C4330985;C4554674
418,st ( arc definite only ),C0036056;C0205171;C0439544;C1704787;C1720467;C3272372
418,key secondary end point : st,C0036056;C3272372;C4528314
418,death  mi  idr  st  or any timi bleeding,C0011065;C0036056;C1306577;C3272372;C3810814;C4082313;C4552775
417,total patients n = nmbr,C0030705;C0053917;C0439175;C0439810;C1334884
417,score > nmbr %  % of patients,C0030705;C0053917;C0449820;C1334884;C4050231
417,rate / nmbr patient - years,C0030705;C0053917;C0439234;C0871208;C1334884;C1521828
417,patients with > nmbr exacerbations resulting in hospital admission,C0030705;C0053917;C1334884;C4086268
417,all patients with fistulas ( n = nmbr ),C0016169;C0030705;C0053917;C1334884
416,lumbar spine,C0024091;C3887615
416,bare - metal stent — no . ( % ),C2825200
416,ace inhibitors or angiotensin ii blockers,C0003015
415,smoking status ( % ),C1519386
414,duration of tnmbrdm,C0449238;C2926735
413,concomitant lipid - lowering therapy  n ( % ),C0521115;C0585943
413,ace inhibitor at last follow - up,C0003015;C0589120;C1522577;C1704685;C3274571;C4541021
412,respiratory medication ( % ),C0418986
411,killip class,C1881332
410,qualifying event — no . ( % ),C0441471;C1514624;C4019010
410,lipid - lowering agents ( % ),C0086440
410,daily insulin dose  mean ( sd )  iu,C0021641;C0049272;C0332173;C0366513;C0439453;C0444504;C0694756;C1533581;C1579433;C2347634;C2348070;C2348143;C2699239;C3714501
409,modified rankin scale score,C0449820;C2984908;C3854213;C4050231
408,loop at last follow - up,C0445022;C0589120;C1522577;C1704685;C3274571
407,pulmonary rales  n ( % ),C0034642
407,pulmonary rales,C0034642
406,ticagrelor nmbr mg vs . placebo hr ( nmbr % ci ),C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C1999375;C2346927;C4321396;C4521761
406,ticagrelor nmbr mg nmbr yr km %,C0024671;C0026410;C0053917;C0439234;C0439269;C1334884;C1960952;C1999375;C2346927;C3887676;C4321396;C4521761
406,ticagrelor  nmbr mg ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C1999375;C2346927;C4321396;C4521761
406,sfc nmbr / nmbr mg twice daily ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C0585361;C1334884;C1960952;C2346927;C4321396;C4521536;C4521761
406,saxagliptin nmbr . nmbr mg ( n = nmbr  nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1611934;C1960952;C2346927;C4321396;C4521761
406,rivaroxaban nmbr mg,C0024671;C0026410;C0053917;C0439269;C1334884;C1739768;C1960952;C2346927;C4321396;C4521761
406,placebo secukinumab nmbr mg,C0024671;C0026410;C0032042;C0053917;C0439269;C1334884;C1696465;C1706408;C1960952;C2346927;C3179547;C4321396;C4521761
406,nmbr mg cohort,C0009247;C0024671;C0026410;C0053917;C0439269;C0599755;C1334884;C1960952;C2346927;C4321396;C4521761
406,middle tertile ( range  nmbr . nmbr - nmbr . nmbr mg / dl  mean ± sd  nmbr . nmbr ± nmbr . nmbr mg / dl ),C0024671;C0026410;C0053917;C0439269;C0444504;C0444598;C0549183;C1334884;C1514721;C1552826;C1960952;C2346927;C2347634;C2348143;C2348147;C2699239;C3539687;C3542016;C4321396;C4521761
406,mepolizumab  nmbr mg ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C0969324;C1334884;C1960952;C2346927;C4321396;C4521761
406,indacaterol nmbr mg[n z nmbr],C0024671;C0026410;C0053917;C0439269;C1334884;C1722260;C1960952;C2346927;C4321396;C4521761
406,glycopyrronium nmbr mg ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C2346927;C3814772;C4321396;C4521761
406,ezetimibe / simvastatin nmbr / nmbr mg ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1532737;C1960952;C2346927;C4321396;C4521761
406,eze / simva nmbr / nmbr mg ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C2346927;C4321396;C4521761
406,etoricoxib nmbr mg n = nmbr n ( % ),C0024671;C0026410;C0053917;C0439269;C0972314;C1334884;C1960952;C2346927;C4321396;C4521761
406,czp nmbr mg ( n nmbr nmbr ),C0024671;C0026410;C0053917;C0054841;C0439269;C1334884;C1861828;C1872109;C1960952;C2346927;C4321396;C4521761
406,czp nmbr mg  % ( n / n ),C0024671;C0026410;C0053917;C0054841;C0439269;C1334884;C1861828;C1872109;C1960952;C2346927;C4321396;C4521761
406,benralizumab nmbr mg qnmbrw ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C2346927;C2982078;C4321396;C4521761
406,baricitinib  nmbr mg daily ( n = nmbr ),C0024671;C0026410;C0053917;C0332173;C0439269;C1334884;C1960952;C2346927;C4044947;C4321396;C4521761
406,apremilast nmbr mg bid n = nmbr,C0024671;C0026410;C0053917;C0439269;C1334884;C1678805;C1960952;C2346927;C4321396;C4521761
406,apixaban  nmbr . nmbr mg,C0024671;C0026410;C0053917;C0439269;C1334884;C1831808;C1960952;C2346927;C4321396;C4521761
