Text,CUIS
all mn na ve patients,C0597484;C1272460;C1546968;C1879645;C4049872;C4552882;C0030705
metabolic syndrome visit $nmbr$ low density lipoprotein cholesterol strata,C0524620;C0023824
all non mn,C0026327;C0026405;C4285072
$nmbr$ but,
sex m f,C0009253;C0036864;C0079399;C0804628;C1314687;C1522384;C0016327
$nmbr$ mg dl,C0439269
active smokers,C0205177;C0337664;C3853793;C3888249
mn na ve population,C0597484;C1272460;C1546968;C1879645;C4049872;C4552882;C0032659;C1257890
copd history yrs,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
uplift population,C0032659;C1257890
pre fev $nmbr$ pred,C0032952;C0044955
all mn na ve patients,C0597484;C1272460;C1546968;C1879645;C4049872;C4552882;C0030705
post fev $nmbr$ pred,C0032952;C0044955
all non mn,C0026327;C0026405;C4285072
pre fvc pred,C0032952;C0044955
sex m f,C0009253;C0036864;C0079399;C0804628;C1314687;C1522384;C0016327
post fvc pred,C0032952;C0044955
active smokers,C0205177;C0337664;C3853793;C3888249
gold stage,C0205390;C1300072;C1306673
copd history yrs,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
usa,C0041703
pre fev $nmbr$ pred,C0032952;C0044955
$nmbr$ day l,C0332173;C0439228;C0439505
post fev $nmbr$ pred,C0032952;C0044955
$nmbr$ month l,C0332177;C0439231
pre fvc pred,C0032952;C0044955
$nmbr$ yrs l,
post fvc pred,C0032952;C0044955
decline ml yr $nmbr$,C0439526;C0439234;C1705224;C3887665
gold stage,C0205390;C1300072;C1306673
pre fev $nmbr$,C0332152;C3714541;C0740175;C2257086;C3669034
usa,C0041703
post fev $nmbr$,C0687676;C3714541;C1704687;C3469826
$nmbr$ day l,C0332173;C0439228;C0439505
pre fvc,C0332152;C3714541;C0740175;C2257086;C3669034
$nmbr$ month l,C0332177;C0439231
post fvc,C0687676;C3714541;C1704687;C3469826
$nmbr$ yrs l,
pre svc,C0332152;C0231957;C0740175;C2257086;C3669034
decline ml yr $nmbr$,C0439526;C0439234;C1705224;C3887665
post svc,C0687676;C0231957;C1704687;C3469826
pre fev $nmbr$,C0332152;C3714541;C0740175;C2257086;C3669034
glipizide n $nmbr$,C0017642
post fev $nmbr$,C0687676;C3714541;C1704687;C3469826
rosiglitazone n $nmbr$,C0289313
pre fvc,C0332152;C3714541;C0740175;C2257086;C3669034
duration of diabetes mellitus median iqr y,C0449238;C2926735
post fvc,C0687676;C3714541;C1704687;C3469826
dyslipidemia n,C0242339
pre svc,C0332152;C0231957;C0740175;C2257086;C3669034
prior myocardial infarction n,C0027051;C0428953;C2926063;C3810814;C4552959
post svc,C0687676;C0231957;C1704687;C3469826
presenting condition n,C0449450;C0012634;C0348080;C1705253;C3864998
glipizide n $nmbr$,C0017642
acute coronary syndrome,C0948089
rosiglitazone n $nmbr$,C0289313
elective procedure,C0747973
duration of diabetes mellitus median iqr y,C0449238;C2926735
baseline procedure n,C0168634;C0184661;C2700391;C3274430;C3539779;C1442488
dyslipidemia n,C0242339
medication use n,C0240320
prior myocardial infarction n,C0027051;C0428953;C2926063;C3810814;C4552959
other antiplatelet,
presenting condition n,C0449450;C0012634;C0348080;C1705253;C3864998
fibrate or other lipid lowering agent,C0086440
acute coronary syndrome,C0948089
serum creatinine mean sd mg dl,C0201976;C0439269;C0600061
elective procedure,C0747973
hemoglobin a $nmbr$ c mean sd,C0019020;C2699239;C3889898
baseline procedure n,C0168634;C0184661;C2700391;C3274430;C3539779;C1442488
bnp median iqr pg ml,C0054015;C0439297;C1095989;C1417808;C2982014
medication use n,C0240320
fasting insulin median iqr gu ml,C0015663;C0439526;C1705224;C3887665
other antiplatelet,
ldl cholesterol mean sd mg dl,C0023824;C0439269;C0202117
fibrate or other lipid lowering agent,C0086440
hdl cholesterol mean sd mg dl,C0023822;C0439269;C0392885
serum creatinine mean sd mg dl,C0201976;C0439269;C0600061
triglycerides median iqr mg dl,C0041004;C0439269
hemoglobin a $nmbr$ c mean sd,C0019020;C2699239;C3889898
hscrp median iqr mg l,C0549183;C0439268;C0876920;C2347635;C2348144;C2939193
bnp median iqr pg ml,C0054015;C0439297;C1095989;C1417808;C2982014
mmp $nmbr$ median iqr gg l,C0017454;C0018370
fasting insulin median iqr gu ml,C0015663;C0439526;C1705224;C3887665
subgroups,C1079230
ldl cholesterol mean sd mg dl,C0023824;C0439269;C0202117
treatment difference $nmbr$ cl,C0039798;C0596019;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
hdl cholesterol mean sd mg dl,C0023822;C0439269;C0392885
as,
triglycerides median iqr mg dl,C0041004;C0439269
eu,C0015179;C3665627
hscrp median iqr mg l,C0549183;C0439268;C0876920;C2347635;C2348144;C2939193
sa,C0036243;C0038702;C1539696;C1825840;C3539736;C4521691
mmp $nmbr$ median iqr gg l,C0017454;C0018370
cardiac procedure,C1279986
subgroups,C1079230
prior oad,C0332152;C2826257
treatment difference $nmbr$ cl,C0039798;C0596019;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
drug naive,C0013227;C1254351
as,
low dose combination therapy,C0009429;C0556895
eu,C0015179;C3665627
metformin monotherapy,C0025598
sa,C0036243;C0038702;C1539696;C1825840;C3539736;C4521691
su monotherapy,C0038642;C1705534
cardiac procedure,C1279986
smi,
prior oad,C0332152;C2826257
systolic bp at baseline,C0871470;C0168634;C1442488
drug naive,C0013227;C1254351
s $nmbr$ mmhg,C0439475
low dose combination therapy,C0009429;C0556895
$nmbr$ mmhg,C0439475
metformin monotherapy,C0025598
statin use at baseline,C0042153;C0457083;C1947944
su monotherapy,C0038642;C1705534
diabetes duration,C0449238;C2926735
smi,
s median,C0549183;C0876920;C2347635;C2348144;C2939193
systolic bp at baseline,C0871470;C0168634;C1442488
hba $nmbr$ c at baseline,C0019016;C0168634;C1442488;C1825777;C3538758
s $nmbr$ mmhg,C0439475
hdl c at baseline,C3715113;C0168634;C1442488
$nmbr$ mmhg,C0439475
ldl c at baseline,C0168634;C1442488
statin use at baseline,C0042153;C0457083;C1947944
triglycerides at baseline,C0041004;C0168634;C1442488
diabetes duration,C0449238;C2926735
hscrp at baseline,C0168634;C1442488
s median,C0549183;C0876920;C2347635;C2348144;C2939193
percent atheroma volume at baseline,C1690016;C3887614
hba $nmbr$ c at baseline,C0019016;C0168634;C1442488;C1825777;C3538758
without baseline vertebral fracture,C0168634;C0080179;C1442488
hdl c at baseline,C3715113;C0168634;C1442488
with baseline vertebral fracture,C0168634;C0080179;C1442488
ldl c at baseline,C0168634;C1442488
flex pbo,C0031962
triglycerides at baseline,C0041004;C0168634;C1442488
flex ain,C0347129
hscrp at baseline,C0168634;C1442488
flex aln^,C0729594;C2681220
percent atheroma volume at baseline,C1690016;C3887614
body mass index kg m^ meanisd,C0022718;C0439209;C4054209
without baseline vertebral fracture,C0168634;C0080179;C1442488
fall in last $nmbr$ months,C0085639;C0238715;C4553726
with baseline vertebral fracture,C0168634;C0080179;C1442488
history of clinical fracture $nmbr$ years,C1272071;C0205210
flex pbo,C0031962
duration alendronate use years meanisd,C0102118;C0042153;C0457083;C1947944
flex ain,C0347129
using alendronate at baseline,C1524063;C0102118;C0168634;C1442488
flex aln^,C0729594;C2681220
using hrt or raloxifene at baseline,C1524063;C0282402;C0244404;C0168634;C1442488
body mass index kg m^ meanisd,C0022718;C0439209;C4054209
time since start of fit years meanisd,C1301880
fall in last $nmbr$ months,C0085639;C0238715;C4553726
time from end of fit years meanisd,C1522314
history of clinical fracture $nmbr$ years,C1272071;C0205210
flex baseline bmd g cm^ meanisd,C0168634;C0439267;C1442488
duration alendronate use years meanisd,C0102118;C0042153;C0457083;C1947944
flex baseline bmd t score at femoral neck meanisd,C0449820;C4050231
using alendronate at baseline,C1524063;C0102118;C0168634;C1442488
$nmbr$ $nmbr$ fn t score,C0449820;C4050231
using hrt or raloxifene at baseline,C1524063;C0282402;C0244404;C0168634;C1442488
$nmbr$ $nmbr$ fn t score $nmbr$ $nmbr$,C0449820;C4050231
time since start of fit years meanisd,C1301880
fn t score $nmbr$ $nmbr$,C0449820;C4050231
time from end of fit years meanisd,C1522314
flex baseline bmd t score at lumbar spine meanisd,C0449820;C4050231
flex baseline bmd g cm^ meanisd,C0168634;C0439267;C1442488
$nmbr$ $nmbr$ ls t score,C0449820;C4050231
flex baseline bmd t score at femoral neck meanisd,C0449820;C4050231
$nmbr$ $nmbr$ ls t score $nmbr$ $nmbr$,C0449820;C4050231
$nmbr$ $nmbr$ fn t score,C0449820;C4050231
ls t score $nmbr$ $nmbr$,C0449820;C4050231
$nmbr$ $nmbr$ fn t score $nmbr$ $nmbr$,C0449820;C4050231
change in femoral neck bmd from fit baseline to flex baseline,C0742135;C0036572;C0168634;C1442488;C2349186;C4048158;C4553125
fn t score $nmbr$ $nmbr$,C0449820;C4050231
gained bmd,C1517378
flex baseline bmd t score at lumbar spine meanisd,C0449820;C4050231
lost bmd,C0745777;C3815882
$nmbr$ $nmbr$ ls t score,C0449820;C4050231
femoral neck f score at flex baseline,C0016327;C0449820;C4050231
$nmbr$ $nmbr$ ls t score $nmbr$ $nmbr$,C0449820;C4050231
nonvertebral,
ls t score $nmbr$ $nmbr$,C0449820;C4050231
morphometric vertebral,C0549207
change in femoral neck bmd from fit baseline to flex baseline,C0742135;C0036572;C0168634;C1442488;C2349186;C4048158;C4553125
pbo no o o ^,C0031962;C0483204
gained bmd,C1517378
ain no,C0347129
lost bmd,C0745777;C3815882
pbo no ^,C0031962
femoral neck f score at flex baseline,C0016327;C0449820;C4050231
nvf at flex baseline $nmbr$ flex fn t score,C0168634;C0449820;C4050231;C1442488
nonvertebral,
$nmbr$ $nmbr$ flex fn f score $nmbr$,C0449820;C4050231
morphometric vertebral,C0549207
flex fn f score $nmbr$ $nmbr$,C0449820;C4050231
pbo no o o ^,C0031962;C0483204
p value for interaction vertebral fracture at flex baseline,C1709380;C0080179;C0168634;C1442488
ain no,C0347129
$nmbr$ flex fn f score,C0449820;C4050231
pbo no ^,C0031962
nateglinide n $nmbr$,C0903898
nvf at flex baseline $nmbr$ flex fn t score,C0168634;C0449820;C4050231;C1442488
race no i,C0034510;C1706779;C3853635;C0021966;C0221138
$nmbr$ $nmbr$ flex fn f score $nmbr$,C0449820;C4050231
body mass index^,C0005893;C0578022;C1305855
flex fn f score $nmbr$ $nmbr$,C0449820;C4050231
waist circumference cmj,C0455829
p value for interaction vertebral fracture at flex baseline,C1709380;C0080179;C0168634;C1442488
blood pressure while seated mm hg,C0005823;C1271104;C1272641;C0277814;C0439475;C1283233
$nmbr$ flex fn f score,C0449820;C4050231
cardiovascular risk factors no,C0850624
nateglinide n $nmbr$,C0903898
any,
race no i,C0034510;C1706779;C3853635;C0021966;C0221138
family history of premature heart disease,C0850707
body mass index^,C0005893;C0578022;C1305855
reduced hdl cholesterol,C0151691
waist circumference cmj,C0455829
elevated non hdl cholesterol,C0729627;C1535899
blood pressure while seated mm hg,C0005823;C1271104;C1272641;C0277814;C0439475;C1283233
history of cardiovascular disease no,C0455539
cardiovascular risk factors no,C0850624
any,
angina or positive stress test,C0002962;C0015260;C3494508
multivessel coronary artery bypass grafting,C0010055
family history of premature heart disease,C0850707
intermittent claudication,C0021775
reduced hdl cholesterol,C0151691
peripheral arterial stenosis,C4025272
elevated non hdl cholesterol,C0729627;C1535899
lower limb angioplasty or bypass surgery,C0745788;C1536078
history of cardiovascular disease no,C0455539
nontraumatic leg or foot amputation,C0023216;C1140621;C0188605
angina or positive stress test,C0002962;C0015260;C3494508
family history of diabetes mellitus no,C0260526;C1313937
multivessel coronary artery bypass grafting,C0010055
intermittent claudication,C0021775
plasma glucose mmol per liter,C0202042;C0439190;C0455280
fasting,C0015663
peripheral arterial stenosis,C4025272
$nmbr$ hr after glucose challenge,C3840385
lower limb angioplasty or bypass surgery,C0745788;C1536078
metabolic syndrome no ^,C0524620
nontraumatic leg or foot amputation,C0023216;C1140621;C0188605
lipids mg dl,C0023779;C0439269
family history of diabetes mellitus no,C0260526;C1313937
estimated gfr ml min $nmbr$ $nmbr$ m^,C0017654;C0439445;C1424601
plasma glucose mmol per liter,C0202042;C0439190;C0455280
estimated gfr,C0017654;C1424601
fasting,C0015663
ratio of urinary albumin mg to creatinine g,C0456603;C1547037;C0010294;C0439267;C1561535
$nmbr$ hr after glucose challenge,C3840385
medications no,C0013227;C0802604;C2598133;C4284232
metabolic syndrome no ^,C0524620
last study visit,C0545082;C1512346;C2826704
lipids mg dl,C0023779;C0439269
alpha blocker,C0001641
estimated gfr ml min $nmbr$ $nmbr$ m^,C0017654;C0439445;C1424601
aspirin or other antiplatelet drug,C0004057;C0085826
estimated gfr,C0017654;C1424601
lipid modulating drug,C0023779;C0443264;C0013227;C1254351
ratio of urinary albumin mg to creatinine g,C0456603;C1547037;C0010294;C0439267;C1561535
antidiabetic drug i j,C0935929;C0021966;C0221138
medications no,C0013227;C0802604;C2598133;C4284232
section $nmbr$ a,C0152060;C0700320;C1522472;C1552923;C1705191;C3714523
last study visit,C0545082;C1512346;C2826704
nateglinide n n,C0903898
alpha blocker,C0001641
progression to diabetes,C1735364
aspirin or other antiplatelet drug,C0004057;C0085826
hazard ratio $nmbr$ cl nateglinide vs placebo,C2985465;C0903898;C0032042;C1696465;C1706408
lipid modulating drug,C0023779;C0443264;C0013227;C1254351
two sided p value for hetero geneity,C0205448;C1709380
antidiabetic drug i j,C0935929;C0021966;C0221138
placebo n n,C0032042;C1696465;C1706408
section $nmbr$ a,C0152060;C0700320;C1522472;C1552923;C1705191;C3714523
all patients p $nmbr$ $nmbr$,C0030705
nateglinide n n,C0903898
$nmbr$ $nmbr$ years,C0439234
progression to diabetes,C1735364
aslan,
hazard ratio $nmbr$ cl nateglinide vs placebo,C2985465;C0903898;C0032042;C1696465;C1706408
fasting plasma glucose,C0202042;C0455280
two sided p value for hetero geneity,C0205448;C1709380
$nmbr$ hr prandial glucose,C1998602;C0017725;C4553624
placebo n n,C0032042;C1696465;C1706408
[kg m^],C0022718;C0439209;C4054209
all patients p $nmbr$ $nmbr$,C0030705
waist circumference,C0455829
$nmbr$ $nmbr$ years,C0439234
[cm female cm male ],C0086582;C1706180;C1706428;C1706429
aslan,
blood pressure control,C0005823;C1271104;C1272641
fasting plasma glucose,C0202042;C0455280
hypertension^,C0020538;C1963138
$nmbr$ hr prandial glucose,C1998602;C0017725;C4553624
history of cardiovascular disease,C0455539
[kg m^],C0022718;C0439209;C4054209
ace inhibitor treatment,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
waist circumference,C0455829
section $nmbr$ b,C0152060;C0700320;C1522472;C1552923;C1705191;C3714523
[cm female cm male ],C0086582;C1706180;C1706428;C1706429
extended cardiovascular endpoint,C2349179;C2826544
blood pressure control,C0005823;C1271104;C1272641
section $nmbr$ c,C0152060;C0700320;C1522472;C1552923;C1705191;C3714523
hypertension^,C0020538;C1963138
core cardiovascular endpoint,C2349179;C2826544
history of cardiovascular disease,C0455539
valsartan n $nmbr$,C0216784
ace inhibitor treatment,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
sitting blood pressure mmhg,C0580946;C0439475
section $nmbr$ b,C0152060;C0700320;C1522472;C1552923;C1705191;C3714523
peripheral artery stenosis,C0038449
extended cardiovascular endpoint,C2349179;C2826544
stroke of atherosclerotic origin,C0038454;C4554100
section $nmbr$ c,C0152060;C0700320;C1522472;C1552923;C1705191;C3714523
glycemic indexes,C1136206
core cardiovascular endpoint,C2349179;C2826544
fasting plasma glucose mmol liter,C0202042;C0475211;C0455280
valsartan n $nmbr$,C0216784
plasma glucose $nmbr$ hr after glucose load mmol liter,C0202042;C0455280
sitting blood pressure mmhg,C0580946;C0439475
metabolic syndrome no $nmbr$,C0524620
peripheral artery stenosis,C0038449
estimated gfr^,C0017654;C1424601
stroke of atherosclerotic origin,C0038454;C4554100
mean ml min $nmbr$ $nmbr$ m^,C0444504;C0439445;C2347634;C2348143
glycemic indexes,C1136206
ratio of urinary albumin mg to creatinine g median,C0456603;C1547037;C0549183;C0876920;C2347635;C2348144;C2939193
fasting plasma glucose mmol liter,C0202042;C0475211;C0455280
concomitant medication no ace inhibitor,C0013227;C3244316;C4284232;C0003015;C4541021
plasma glucose $nmbr$ hr after glucose load mmol liter,C0202042;C0455280
any antihypertensive drug,C0003364
metabolic syndrome no $nmbr$,C0524620
aspirin orother antiplatelet drug,C0004057
estimated gfr^,C0017654;C1424601
antidiabetic drug,C0935929
mean ml min $nmbr$ $nmbr$ m^,C0444504;C0439445;C2347634;C2348143
valsartan n n,C0216784
ratio of urinary albumin mg to creatinine g median,C0456603;C1547037;C0549183;C0876920;C2347635;C2348144;C2939193
hazard ratio $nmbr$ cl valsartan vs placebo,C2985465;C0216784;C0032042;C1696465;C1706408
concomitant medication no ace inhibitor,C0013227;C3244316;C4284232;C0003015;C4541021
all patients p,C0030705
any antihypertensive drug,C0003364
all patients n $nmbr$,C0030705
aspirin orother antiplatelet drug,C0004057
fenofibrate n $nmbr$,C0033228
antidiabetic drug,C0935929
education no,C0013621;C0013622;C0013658;C0039401
valsartan n n,C0216784
high school graduate or ged,C0870649;C1549971;C1880947
hazard ratio $nmbr$ cl valsartan vs placebo,C2985465;C0216784;C0032042;C1696465;C1706408
missing data,C4684714
all patients p,C0030705
previous cardiovascular event no,C0205156;C1320716;C1552607
all patients n $nmbr$,C0030705
previous congestive heart failure no,C0205156;C0018802;C1552607
fenofibrate n $nmbr$,C0033228
cigarette smoking status no,C1519386
education no,C0013621;C0013622;C0013658;C0039401
any lipid lowering agent,C0086440
high school graduate or ged,C0870649;C1549971;C1880947
duration of diabetes yr,C0449238;C2926735
missing data,C4684714
fasting plasma glucose mg dl,C0202042;C0439269;C0455280
previous cardiovascular event no,C0205156;C1320716;C1552607
amputation due to diabetes no,C0678226;C0598284
previous congestive heart failure no,C0205156;C0018802;C1552607
estimated glomerular filtration rate no,C3811844
cigarette smoking status no,C1519386
$nmbr$ $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C0439445
any lipid lowering agent,C0086440
$nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C0439445
duration of diabetes yr,C0449238;C2926735
plasma cholesterol mg dl,C0858034;C0439269
fasting plasma glucose mg dl,C0202042;C0439269;C0455280
plasma triglyceride mg dl,C0032105;C0439269;C1550098;C4521445
amputation due to diabetes no,C0678226;C0598284
febuxostat $nmbr$ mg daily n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
estimated glomerular filtration rate no,C3811844
febuxostat $nmbr$ mg daily n $nmbr$ n,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
$nmbr$ $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C0439445
allopurinol $nmbr$ $nmbr$ mg daily n $nmbr$,C0002144;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
$nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C0439445
american indian or alaska native,C0002460;C0682125
plasma cholesterol mg dl,C0858034;C0439269
native hawaiian or other pacific,C0337920
plasma triglyceride mg dl,C0032105;C0439269;C1550098;C4521445
islander,
febuxostat $nmbr$ mg daily n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
not hispanic or latino,C1518424;C0086528
febuxostat $nmbr$ mg daily n $nmbr$ n,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
$nmbr$ to $nmbr$,
allopurinol $nmbr$ $nmbr$ mg daily n $nmbr$,C0002144;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
alcohol use,C0001948
american indian or alaska native,C0002460;C0682125
non ex drinker,C0457801
native hawaiian or other pacific,C0337920
drinker $nmbr$ to $nmbr$ drinks week,C0556338;C0332174;C0439230
islander,
serum urate mg dl,C0455272;C0439269
not hispanic or latino,C1518424;C0086528
years with gout,C0439234;C0018099
$nmbr$ to $nmbr$,
completed previous febuxostat study,C2348557;C0205156;C1552607
alcohol use,C0001948
renal functionb,C0022646
non ex drinker,C0457801
moderately impaired,C0205081;C0221099;C1881878;C4085643;C4321491
drinker $nmbr$ to $nmbr$ drinks week,C0556338;C0332174;C0439230
mildly impaired,C0750532;C0221099;C2945599
serum urate mg dl,C0455272;C0439269
normal,C0205307;C0231683;C0439166;C2347086;C4553972
years with gout,C0439234;C0018099
including hypertension,C0020538;C1963138
completed previous febuxostat study,C2348557;C0205156;C1552607
use of low dose aspirin $nmbr$,C1524063;C2608320
renal functionb,C0022646
mg daily,C0024671;C0332173;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
moderately impaired,C0205081;C0221099;C1881878;C4085643;C4321491
febuxostat $nmbr$ mg daily n $nmbr$ n n,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
mildly impaired,C0750532;C0221099;C2945599
renal functiona,C0022646
normal,C0205307;C0231683;C0439166;C2347086;C4553972
baseline serum urate mg dl a,C0455272;C0439269
including hypertension,C0020538;C1963138
baseline tophusa,C0168634;C1442488
use of low dose aspirin $nmbr$,C1524063;C2608320
completed prior febuxostat studya,C0205197;C0249529;C3854010
mg daily,C0024671;C0332173;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
age $nmbr$ y n n,C0001779
febuxostat $nmbr$ mg daily n $nmbr$ n n,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
white n n,C0007457;C0043157;C0220938
renal functiona,C0022646
diabetes mellitus n n,C0011849
baseline serum urate mg dl a,C0455272;C0439269
hypertension n n,C0020538;C1963138
baseline tophusa,C0168634;C1442488
hyperlipidemia n n,C0020473;C0428465;C4555212
completed prior febuxostat studya,C0205197;C0249529;C3854010
metabolic syndrome n n,C0524620
age $nmbr$ y n n,C0001779
current smoker n n,C3173209;C3241966
white n n,C0007457;C0043157;C0220938
prior mi n n,C0332152;C2826257
diabetes mellitus n n,C0011849
prior coronary revascularization n n,C0332152;C0877341;C2826257
hypertension n n,C0020538;C1963138
prior angina n n,C0332152;C0002962;C2826257
hyperlipidemia n n,C0020473;C0428465;C4555212
prior heart failure n n,C0018801;C0018802;C4554158
metabolic syndrome n n,C0524620
timi risk score n n,C0035647;C0449820;C4050231;C4552904
current smoker n n,C3173209;C3241966
index event n n,C0600653;C0441471;C4019010;C0918012;C1552854;C1637833;C2986546
prior mi n n,C0332152;C2826257
ua,C0041580;C0042014
prior coronary revascularization n n,C0332152;C0877341;C2826257
nstemi,C3537184;C4255010
prior angina n n,C0332152;C0002962;C2826257
time from symptoms to randomization h,C0040223;C3541383;C0033727;C0369286;C0441932;C0564385;C4528284
prior heart failure n n,C0018801;C0018802;C4554158
azathioprine n $nmbr$,C0004482
timi risk score n n,C0035647;C0449820;C4050231;C4552904
infliximab n $nmbr$,C0666743
index event n n,C0600653;C0441471;C4019010;C0918012;C1552854;C1637833;C2986546
combination therapy n $nmbr$,C0009429;C0556895
ua,C0041580;C0042014
p valued,C0369773;C2603361
nstemi,C3537184;C4255010
white race no t,C0007457;C0043157;C2603360
time from symptoms to randomization h,C0040223;C3541383;C0033727;C0369286;C0441932;C0564385;C4528284
median age yr,C0001779;C0439234
azathioprine n $nmbr$,C0004482
median body weight kg,C0022718;C0439209;C4054209
infliximab n $nmbr$,C0666743
median disease duration yr,C0872146;C0439234
combination therapy n $nmbr$,C0009429;C0556895
median c reactive protein mg dl^,C0006560;C0439269;C1413716;C4048285
p valued,C0369773;C2603361
white race no t,C0007457;C0043157;C2603360
crohn s disease activity index score],C0010346;C4706353;C0600653;C0918012;C1552854;C1637833;C2986546
median age yr,C0001779;C0439234
gastrointestinal area involved no total no,C0017446;C0205146;C1314939;C0439175;C0439810
ileum or colon,C0020885;C0009368;C3888384
median body weight kg,C0022718;C0439209;C4054209
ileum only,C0020885
median disease duration yr,C0872146;C0439234
colon only,C0009368;C3888384
median c reactive protein mg dl^,C0006560;C0439269;C1413716;C4048285
ileum and colon,C0020885;C0009368;C3888384
crohn s disease activity index score],C0010346;C4706353;C0600653;C0918012;C1552854;C1637833;C2986546
proximal gastrointestinal tract,C0017189;C0521362
gastrointestinal area involved no total no,C0017446;C0205146;C1314939;C0439175;C0439810
systemic corticosteroids no,C4053960
ileum or colon,C0020885;C0009368;C3888384
any type according to daily dose,C0332307;C1547052
ileum only,C0020885
budesonide no,C0054201
colon only,C0009368;C3888384
$nmbr$ aminosalicylic compounds no,C0205198;C1706082
ileum and colon,C0020885;C0009368;C3888384
proportion of patients in corticosteroid free clinical remission at week $nmbr$,C1709707;C0030705;C0205210;C0544452;C0687702
proximal gastrointestinal tract,C0017189;C0521362
ifx aza n $nmbr$,C0020823;C0004482
systemic corticosteroids no,C4053960
aza n $nmbr$,C0004482
any type according to daily dose,C0332307;C1547052
odds ratio,C0028873
budesonide no,C0054201
d value,C1522609
$nmbr$ aminosalicylic compounds no,C0205198;C1706082
crohn s disease related surgery,C0010346;C0038894;C0038895;C0543467;C1274039
proportion of patients in corticosteroid free clinical remission at week $nmbr$,C1709707;C0030705;C0205210;C0544452;C0687702
with previous surgery,C0038894;C0038895;C0543467;C1274039
ifx aza n $nmbr$,C0020823;C0004482
without previous surgery,C0038894;C0038895;C0543467;C1274039
aza n $nmbr$,C0004482
baseline corticosteroid use mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
odds ratio,C0028873
with corticosteroid treatment $nmbr$,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
d value,C1522609
duration of crohn s disease yrs,C0449238;C2926735;C0012634
crohn s disease related surgery,C0010346;C0038894;C0038895;C0543467;C1274039
baseline crp mg dl,C0168634;C0439269;C1442488
with previous surgery,C0038894;C0038895;C0543467;C1274039
europe lsrael,C0015176
without previous surgery,C0038894;C0038895;C0543467;C1274039
baseline $nmbr$ asa,C0004057;C3853627
baseline corticosteroid use mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
use $nmbr$ asa compounds,C0205198;C1706082
with corticosteroid treatment $nmbr$,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
no use of $nmbr$ asa compounds,C1524063;C0004057;C3853627
duration of crohn s disease yrs,C0449238;C2926735;C0012634
total group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
baseline crp mg dl,C0168634;C0439269;C1442488
ifx n $nmbr$,C0020823
europe lsrael,C0015176
enox,C3147679
baseline $nmbr$ asa,C0004057;C3853627
ufh,
use $nmbr$ asa compounds,C0205198;C1706082
location,C0450429;C1515974;C4284930;C4284931
no use of $nmbr$ asa compounds,C1524063;C0004057;C3853627
no dm,C0011816;C3250443
total group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
dm,C0011816;C3250443
ifx n $nmbr$,C0020823
prior ml,C0439526;C1705224;C3887665
enox,C3147679
no prior ml,C0439526;C1705224;C3887665
ufh,
fibrinolytic,C0040044
location,C0450429;C1515974;C4284930;C4284931
fibrin specilic,C0015982
no dm,C0011816;C3250443
time to rx,C0040223;C3541383
dm,C0011816;C3250443
amlodipine valsartan $nmbr$ to $nmbr$ $nmbr$ mg n $nmbr$,C1962523;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
prior ml,C0439526;C1705224;C3887665
amlodipine $nmbr$ to $nmbr$ mg n $nmbr$,C0051696;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
no prior ml,C0439526;C1705224;C3887665
age sd yrs,C0001779;C2699239
fibrinolytic,C0040044
age category n,C0001779;C0683312;C3889287
fibrin specilic,C0015982
mssbp mm hg,C0439475
time to rx,C0040223;C3541383
msdbp mm hg,C0439475
amlodipine valsartan $nmbr$ to $nmbr$ $nmbr$ mg n $nmbr$,C1962523;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
