CUI,matchedText,preferred,hasMSH
C0630906,vte,vinyltriethoxysilane,true
C1552607,previous,Act Relationship Subset - previous,false
C0060179,FENOFIBRIC ACID,fenofibric acid,true
C0360714,Statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,true
C0070939,PE,phosphoethanolamine,true
C1880476,PE,Etoposide-Platinol Regimen,false
C4284304,PE,PENK wt Allele,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0545082,Visit,Visit,false
C1512346,visit,Patient Visit,false
C2826704,VISIT,Visit Name,false
C0006826,CANCER,Malignant Neoplasms,true
C0998265,Cancer,Cancer Genus,false
C1306459,Cancer,Primary malignant neoplasm,false
C0205088,Final,End-stage,false
C1546485,Final,Diagnosis Type - Final,false
C3853528,Final,Final,false
C0242485,Measure,Measurement,false
C0079809,Measure,Measures,true
C0337445,TG,Thyroglobulin measurement,false
C0060179,FENOFIBRIC ACID,fenofibric acid,true
C0360714,Statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,true
C0445550,Low dose,Low dose,false
C1708745,Low-Dose,Low-Dose Treatment,false
C0439828,Variable,Variable (uniformity),false
C4553760,Variable,Study Variable,false
C0060179,FENOFIBRIC ACID,fenofibric acid,true
C0360714,Statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,true
C0060179,FENOFIBRIC ACID,fenofibric acid,true
C0360714,Statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,true
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0545082,Visit,Visit,false
C1512346,visit,Patient Visit,false
C2826704,VISIT,Visit Name,false
C1518422,Non,Negation,false
C3715113,HDL,HSD11B1 wt Allele,false
C0205088,Final,End-stage,false
C3853528,Final,Final,false
C1546485,Final,Diagnosis Type - Final,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0337445,TG,Thyroglobulin measurement,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0392747,Change,Changing,false
C0036919,SE,Seychelles,true
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0439828,Variable,Variable (uniformity),false
C4553760,Variable,Study Variable,false
C0360714,Statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,true
C0060179,FENOFIBRIC ACID,fenofibric acid,true
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C1518422,Non,Negation,false
C3715113,HDL,HSD11B1 wt Allele,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0549183,Median,Midline (qualifier value),false
C0876920,Median,Median Statistical Measurement,false
C2347635,Median,Population Median,false
C2348144,Median,Sample Median,false
C2939193,Median,Median (qualifier value),false
C0444504,Mean,Statistical mean,false
C2348143,Mean,Sample Mean,false
C2347634,Mean,Population Mean,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C0036919,SE,Seychelles,true
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0523560,VLDL,VLDL cholesterol measurement,false
C0439175,% total,% of total,false
C0439810,Total,Total,false
C0443172,change,Changed status,false
C0392747,Change,Changing,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C1709056,Moderate-Dose,Moderate-Dose Treatment,false
C0360714,Statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,true
C0060179,FENOFIBRIC ACID,fenofibric acid,true
C0360714,Statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,true
C0549183,Median,Midline (qualifier value),false
C0876920,Median,Median Statistical Measurement,false
C2348144,Median,Sample Median,false
C2347635,Median,Population Median,false
C2939193,Median,Median (qualifier value),false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0439828,Variable,Variable (uniformity),false
C4553760,Variable,Study Variable,false
C0523560,VLDL,VLDL cholesterol measurement,false
C0060179,FENOFIBRIC ACID,fenofibric acid,true
C0360714,Statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,true
C0439175,% total,% of total,false
C0439810,Total,Total,false
C0060179,FENOFIBRIC ACID,fenofibric acid,true
C0360714,Statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,true
C1709056,Moderate-Dose,Moderate-Dose Treatment,false
C0360714,Statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,true
C1412268,AES,AES gene,false
C2699274,AES,Scanning Auger Spectrometer (device),false
C0360714,Statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,true
C0060179,FENOFIBRIC ACID,fenofibric acid,true
C0039798,treatment,therapeutic aspects,true
C3887670,AE,AE synonym fragment,false
C0087111,Treatment,Therapeutic procedure,true
C1522326,Treatment,Treating,false
C1533734,Treatment,Administration procedure,false
C1705169,Treatment,Biomaterial Treatment,false
C3538994,TREATMENT,Treatment Epoch,false
C3887704,treatment,treatment - ActInformationManagementReason,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0231528,MYALGIA,Myalgia,true
C4552646,Myalgia,"Myalgia, CTCAE 5",false
C0439828,Variable,Variable (uniformity),false
C4553760,Variable,Study Variable,false
C0035410,RHABDOMYOLYSIS,Rhabdomyolysis,true
C4552660,Rhabdomyolysis,"Rhabdomyolysis, CTCAE",false
C0060179,FENOFIBRIC ACID,fenofibric acid,true
C0360714,Statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,true
C0022877,LABORATORY,Laboratory,true
C0220825,evaluations,Evaluation,false
C3244292,laboratory,Laboratory domain,false
C4283904,Laboratory,Laboratory observation,false
C0060179,FENOFIBRIC ACID,fenofibric acid,true
C0360714,Statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,true
C1519815,ULN,Upper Limit of Normal,false
C0205448,Two,Two,false
C1412268,AES,AES gene,false
C2699274,AES,Scanning Auger Spectrometer (device),false
C1519815,ULN,Upper Limit of Normal,false
C0205448,Two,Two,false
C0039798,treatment,therapeutic aspects,true
C0087111,Treatment,Therapeutic procedure,true
C3887670,AE,AE synonym fragment,false
C1522326,Treatment,Treating,false
C1533734,Treatment,Administration procedure,false
C1705169,Treatment,Biomaterial Treatment,false
C3887704,treatment,treatment - ActInformationManagementReason,false
C3538994,TREATMENT,Treatment Epoch,false
C0009212,CK,Cocos (Keeling) Islands,true
C0010287,CK,Creatine Kinase,true
C1872855,CK,"CHKA protein, human",true
C0231528,MYALGIA,Myalgia,true
C4552646,Myalgia,"Myalgia, CTCAE 5",false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C1519815,ULN,Upper Limit of Normal,false
C0035410,RHABDOMYOLYSIS,Rhabdomyolysis,true
C4552660,Rhabdomyolysis,"Rhabdomyolysis, CTCAE",false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0022877,LABORATORY,Laboratory,true
C0220825,evaluations,Evaluation,false
C3244292,laboratory,Laboratory domain,false
C4283904,Laboratory,Laboratory observation,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C4319952,Change,Change -- procedure,false
C1705241,Change,Delta (difference),false
C0428568,Fasting blood glucose,Fasting blood glucose measurement,false
C1261430,fasting blood glucose,Fasting blood sugar result,false
C0439268,mg/L,Microgram per Milliliter,false
C1519815,ULN,Upper Limit of Normal,false
C0205448,Two,Two,false
C0021966,I-,Iodides,true
C0221138,I NOS,Blood group antibody I,false
C1519815,ULN,Upper Limit of Normal,false
C0205448,Two,Two,false
C0001779,AGE,Age,false
C2699239,SD,"SD, Rat Strain",false
C0009212,CK,Cocos (Keeling) Islands,true
C0010287,CK,Creatine Kinase,true
C1872855,CK,"CHKA protein, human",true
C0025266,Men,Male population group,true
C3538926,ED,Endocrine System Findings Domain,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C1519815,ULN,Upper Limit of Normal,false
C0025266,Men,Male population group,true
C3538926,ED,Endocrine System Findings Domain,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0001779,AGE,Age,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0428568,Fasting blood glucose,Fasting blood glucose measurement,false
C1261430,fasting blood glucose,Fasting blood sugar result,false
C0439268,mg/L,Microgram per Milliliter,false
C0205156,Previous,Previous,false
C1552607,previous,Act Relationship Subset - previous,false
C0021966,I-,Iodides,true
C0221138,I NOS,Blood group antibody I,false
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C2699239,SD,"SD, Rat Strain",false
C0001779,AGE,Age,false
C0241028,SEXUALLY ACTIVE,Sexually active,false
C0025266,Men,Male population group,true
C3538926,ED,Endocrine System Findings Domain,false
C0009488,comorbidities,Comorbidity,true
C0025266,Men,Male population group,true
C3538926,ED,Endocrine System Findings Domain,false
C0205042,"Artery, Coronary",Coronary artery,true
C0001779,AGE,Age,false
C0006685,Calcium Channel,Calcium Channel,true
C0205156,Previous,Previous,false
C1552607,previous,Act Relationship Subset - previous,false
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C4521302,Angiotensin,"Angiotensin-1, human",false
C0003018,Angiotensin,Angiotensins,true
C0241028,SEXUALLY ACTIVE,Sexually active,false
C0014432,Enzyme inhibitor,Enzyme Inhibitors,true
C4521603,Enzyme inhibitor,Enzyme inhibitor (disposition),false
C0919438,Enzyme Inhibitor,Enzyme Inhibitor Drugs,false
C0009488,comorbidities,Comorbidity,true
C0034787,Angiotensin Receptor,Angiotensin Receptor,true
C1622222,Angiotensin Receptor,"MAS1 protein, human",true
C0205042,"Artery, Coronary",Coronary artery,true
C0450442,Agent,Agent,false
C1254351,Agent,Pharmacologic Substance,false
C1521826,Agent,Protocol Agent,false
C0006685,Calcium Channel,Calcium Channel,true
C2699239,SD,"SD, Rat Strain",false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0444504,Mean,Statistical mean,false
C1019118,Ips,Ips <Invertebrate>,false
C0518214,QOL,Perceived quality of life,false
C1998280,IPSS,International Prostate Symptom Score,false
C2827405,IPSS,International Prognostic Scoring System (IPSS) for Myelodysplastic Syndromes,false
C3811063,IPS,SLC27A4 wt Allele,false
C0003018,Angiotensin,Angiotensins,true
C4521302,Angiotensin,"Angiotensin-1, human",false
C0444504,Mean,Statistical mean,false
C2699239,SD,"SD, Rat Strain",false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0014432,Enzyme inhibitor,Enzyme Inhibitors,true
C0919438,Enzyme Inhibitor,Enzyme Inhibitor Drugs,false
C4521603,Enzyme inhibitor,Enzyme inhibitor (disposition),false
C0024671,MG,Mammography,true
C0026410,MG,Mongolia,true
C1960952,mg %,Milligram percent,false
C0439269,mg%,mg/dL,false
C2346927,Mg++,Magnesium Cation,false
C4321396,MG,MG,false
C4521761,MG,United States Military Commissioned Officer O8,false
C0034787,Angiotensin Receptor,Angiotensin Receptor,true
C1622222,Angiotensin Receptor,"MAS1 protein, human",true
C0205081,Moderate,Moderate (severity modifier),false
C1881878,Moderate,Moderation,false
C4049705,Moderate,Moderate Extremity Pain,false
C4049706,Moderate,Borg Category-Ratio 10 Perceived Exertion Score 3,false
C4085643,Moderate,Moderate Response,false
C4321335,Moderate,Moderate Level,false
C0450442,Agent,Agent,false
C1254351,Agent,Pharmacologic Substance,false
C1521826,Agent,Protocol Agent,false
C2945599,Mild,Mild (qualifier value),false
C3538926,ED,Endocrine System Findings Domain,false
C0444504,Mean,Statistical mean,false
C2699239,SD,"SD, Rat Strain",false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0205082,Severe,Severe (severity modifier),false
C4050465,Severe,Severe Extremity Pain,false
C3538926,ED,Endocrine System Findings Domain,false
C4050466,Severe,Borg Category-Ratio 10 Perceived Exertion Score 5,false
C1019118,Ips,Ips <Invertebrate>,false
C0518214,QOL,Perceived quality of life,false
C1998280,IPSS,International Prostate Symptom Score,false
C2827405,IPSS,International Prognostic Scoring System (IPSS) for Myelodysplastic Syndromes,false
C3811063,IPS,SLC27A4 wt Allele,false
C2945599,Mild,Mild (qualifier value),false
C0205082,Severe,Severe (severity modifier),false
C4050465,Severe,Severe Extremity Pain,false
C4050466,Severe,Borg Category-Ratio 10 Perceived Exertion Score 5,false
C0444504,Mean,Statistical mean,false
C2699239,SD,"SD, Rat Strain",false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0369773,P NOS,P Blood group antibodies,false
C1704675,Interaction,Interaction,false
C2603361,P',P prime,false
C0026410,MG,Mongolia,true
C0024671,MG,Mammography,true
C1960952,mg %,Milligram percent,false
C0439269,mg%,mg/dL,false
C2346927,Mg++,Magnesium Cation,false
C4321396,MG,MG,false
C4521761,MG,United States Military Commissioned Officer O8,false
C0441922,N+,N+ (tumor staging),false
C0369718,N NOS,N not otherwise specified Antibody,false
C0205081,Moderate,Moderate (severity modifier),false
C4049705,Moderate,Moderate Extremity Pain,false
C1881878,Moderate,Moderation,false
C4049706,Moderate,Borg Category-Ratio 10 Perceived Exertion Score 3,false
C4085643,Moderate,Moderate Response,false
C4321335,Moderate,Moderate Level,false
C0369718,N NOS,N not otherwise specified Antibody,false
C0441922,N+,N+ (tumor staging),false
C2945599,Mild,Mild (qualifier value),false
C3538926,ED,Endocrine System Findings Domain,false
C0023668,LS,Liechtenstein,true
C0036919,SE,Seychelles,true
C0205082,Severe,Severe (severity modifier),false
C3538926,ED,Endocrine System Findings Domain,false
C4050465,Severe,Severe Extremity Pain,false
C4050466,Severe,Borg Category-Ratio 10 Perceived Exertion Score 5,false
C0518214,QOL,Perceived quality of life,false
C0023668,LS,Liechtenstein,true
C2945599,Mild,Mild (qualifier value),false
C0205082,Severe,Severe (severity modifier),false
C4050465,Severe,Severe Extremity Pain,false
C4050466,Severe,Borg Category-Ratio 10 Perceived Exertion Score 5,false
C0036919,SE,Seychelles,true
C0023668,LS,Liechtenstein,true
C0369773,P NOS,P Blood group antibodies,false
C1704675,Interaction,Interaction,false
C2603361,P',P prime,false
C1272460,a n,Not Applicable,false
C0369718,N NOS,N not otherwise specified Antibody,false
C0441922,N+,N+ (tumor staging),false
C0441922,N+,N+ (tumor staging),false
C0369718,N NOS,N not otherwise specified Antibody,false
C0369718,N NOS,N not otherwise specified Antibody,false
C0441922,N+,N+ (tumor staging),false
C0034510,RACE,Racial group,true
C1706779,RACE,AMACR wt Allele,false
C3853635,Race,Race,false
C0023668,LS,Liechtenstein,true
C0036919,SE,Seychelles,true
C0022718,KG,Kyrgyzstan,true
C0439209,kg,Kilogram,false
C4054209,/kg,Per Kilogram,false
C0023668,LS,Liechtenstein,true
C0518214,QOL,Perceived quality of life,false
C0013227,Medication,Pharmaceutical Preparations,true
C3244316,medication,medication - HL7 publishing domain,false
C4284232,Medication,Medications,false
C0036919,SE,Seychelles,true
C0023668,LS,Liechtenstein,true
C0348078,forms,Qualitative form,false
C0376315,Forms,Manufactured form,true
C1272460,a n,Not Applicable,false
C1320657,Diabetes Mellitus type,Diabetes type,false
C0369718,N NOS,N not otherwise specified Antibody,false
C0441922,N+,N+ (tumor staging),false
C0524620,METABOLIC SYNDROME,Metabolic Syndrome X,true
C0023824,Low Density Lipoprotein Cholesterol,LDL Cholesterol Lipoproteins,true
C0034510,RACE,Racial group,true
C1706779,RACE,AMACR wt Allele,false
C3853635,Race,Race,false
C0022718,KG,Kyrgyzstan,true
C0439209,kg,Kilogram,false
C4054209,/kg,Per Kilogram,false
C0439269,mg dl,mg/dL,false
C0013227,Medication,Pharmaceutical Preparations,true
C3244316,medication,medication - HL7 publishing domain,false
C4284232,Medication,Medications,false
C1272460,{NA},Not Applicable,false
C0597484,Na+,Sodium Cation,false
C1546968,NA,No Application Type,false
C1879645,NA,Adverse Event by CTCAE Category,false
C4049872,NA,Package Type Not Applicable,false
C4552882,NA,XK wt Allele,false
C0032659,Population,geographic population,true
C1257890,Population,Population Group,true
C0348078,forms,Qualitative form,false
C0376315,Forms,Manufactured form,true
C0032659,Population,geographic population,true
C1257890,Population,Population Group,true
C1320657,Diabetes Mellitus type,Diabetes type,false
C0597484,Na+,Sodium Cation,false
C1272460,{NA},Not Applicable,false
C1546968,NA,No Application Type,false
C1879645,NA,Adverse Event by CTCAE Category,false
C4049872,NA,Package Type Not Applicable,false
C4552882,NA,XK wt Allele,false
C0030705,Patients,Patients,true
C0524620,METABOLIC SYNDROME,Metabolic Syndrome X,true
C0023824,Low Density Lipoprotein Cholesterol,LDL Cholesterol Lipoproteins,true
C0026327,MN,MNSs Blood-Group System,true
C0026405,MN,Monaco,true
C4285072,mN,Millinewton,false
C0009253,Sex,Coitus,true
C0036864,Sex,Sex Behavior,true
C0079399,sex,Gender,true
C0804628,Sex,Gender:Type:Point in time:^Patient:Nominal,false
C1314687,Sex,Sexual intercourse - finding,false
C1522384,SEX,sex,true
C0016327,F-,Fluorides,true
C0439269,mg dl,mg/dL,false
C0205177,Active,Active,false
C0337664,Smokers,Smoker,true
C3888249,Active,Active License,false
C3853793,active,active (HL7 RoleLink),false
C0597484,Na+,Sodium Cation,false
C1546968,NA,No Application Type,false
C1272460,{NA},Not Applicable,false
C1879645,NA,Adverse Event by CTCAE Category,false
C4049872,NA,Package Type Not Applicable,false
C4552882,NA,XK wt Allele,false
C0032659,Population,geographic population,true
C1257890,Population,Population Group,true
C0019664,History,History,true
C0019665,history,Historical aspects qualifier,true
C0262512,"History, NOS",History of present illness,false
C1705255,History,Concept History,false
C2004062,History,History of previous events,false
C0262926,History,Medical History,false
C0032659,Population,geographic population,true
C1257890,Population,Population Group,true
C0032952,PRED,Prednisone,true
C0044955,Pred,prednylidene,true
C0597484,Na+,Sodium Cation,false
C1272460,{NA},Not Applicable,false
C1879645,NA,Adverse Event by CTCAE Category,false
C1546968,NA,No Application Type,false
C4049872,NA,Package Type Not Applicable,false
C4552882,NA,XK wt Allele,false
C0030705,Patients,Patients,true
C0032952,PRED,Prednisone,true
C0044955,Pred,prednylidene,true
C0026327,MN,MNSs Blood-Group System,true
C0026405,MN,Monaco,true
C4285072,mN,Millinewton,false
C0032952,PRED,Prednisone,true
C0044955,Pred,prednylidene,true
C0009253,Sex,Coitus,true
C0036864,Sex,Sex Behavior,true
C0079399,sex,Gender,true
C0804628,Sex,Gender:Type:Point in time:^Patient:Nominal,false
C1314687,Sex,Sexual intercourse - finding,false
C1522384,SEX,sex,true
C0016327,F-,Fluorides,true
C0032952,PRED,Prednisone,true
C0044955,Pred,prednylidene,true
C0205177,Active,Active,false
C0337664,Smokers,Smoker,true
C3853793,active,active (HL7 RoleLink),false
C3888249,Active,Active License,false
C0205390,Stage,Phase,false
C1300072,Stage,Tumor stage,false
C1306673,Stage,Stage,false
C0019664,History,History,true
C0019665,history,Historical aspects qualifier,true
C0262512,"History, NOS",History of present illness,false
C0262926,History,Medical History,false
C1705255,History,Concept History,false
C2004062,History,History of previous events,false
C0041703,USA,United States,true
C0032952,PRED,Prednisone,true
C0044955,Pred,prednylidene,true
C0332173,/day,Daily,false
C0439505,/day,per day,false
C0439228,Day,day,false
C0032952,PRED,Prednisone,true
C0044955,Pred,prednylidene,true
C0332177,/month,Monthly (qualifier value),false
C0439231,Month,month,false
C0032952,PRED,Prednisone,true
C0044955,Pred,prednylidene,true
C0032952,PRED,Prednisone,true
C0044955,Pred,prednylidene,true
C0439526,/mL,/mL,false
C0439234,yr,year,false
C1705224,ML,THPO wt Allele,false
C3887665,ML,"Thrombopoietin, human",false
C0205390,Stage,Phase,false
C1300072,Stage,Tumor stage,false
C1306673,Stage,Stage,false
C0332152,Pre,Before,false
C3714541,FEV,Forced Vital Capacity,true
C0740175,Pre,Before values,false
C2257086,PRE,photoreactivating enzyme activity,false
C3669034,PRE,Pure Spanish horse breed (organism),false
C0041703,USA,United States,true
C0687676,Post,Post,false
C1704687,Post,Post Device,false
C3714541,FEV,Forced Vital Capacity,true
C3469826,POST,SLC35G1 gene,false
C0332173,/day,Daily,false
C0439505,/day,per day,false
C0439228,Day,day,false
C0332152,Pre,Before,false
C0740175,Pre,Before values,false
C2257086,PRE,photoreactivating enzyme activity,false
C3714541,FVC,Forced Vital Capacity,true
C3669034,PRE,Pure Spanish horse breed (organism),false
C0332177,/month,Monthly (qualifier value),false
C0439231,Month,month,false
C0687676,Post,Post,false
C3714541,FVC,Forced Vital Capacity,true
C1704687,Post,Post Device,false
C3469826,POST,SLC35G1 gene,false
C0332152,Pre,Before,false
C0231957,SVC,Slow vital capacity,false
C2257086,PRE,photoreactivating enzyme activity,false
C0740175,Pre,Before values,false
C3669034,PRE,Pure Spanish horse breed (organism),false
C0439526,/mL,/mL,false
C0439234,yr,year,false
C3887665,ML,"Thrombopoietin, human",false
C1705224,ML,THPO wt Allele,false
C0687676,Post,Post,false
C0231957,SVC,Slow vital capacity,false
C1704687,Post,Post Device,false
C3469826,POST,SLC35G1 gene,false
C0332152,Pre,Before,false
C3714541,FEV,Forced Vital Capacity,true
C0740175,Pre,Before values,false
C2257086,PRE,photoreactivating enzyme activity,false
C3669034,PRE,Pure Spanish horse breed (organism),false
C0017642,GLIPIZIDE,Glipizide,true
C0687676,Post,Post,false
C3714541,FEV,Forced Vital Capacity,true
C1704687,Post,Post Device,false
C3469826,POST,SLC35G1 gene,false
C0289313,ROSIGLITAZONE,rosiglitazone,true
C0332152,Pre,Before,false
C3714541,FVC,Forced Vital Capacity,true
C0740175,Pre,Before values,false
C2257086,PRE,photoreactivating enzyme activity,false
C3669034,PRE,Pure Spanish horse breed (organism),false
C0449238,Duration,Duration (temporal concept),false
C2926735,Duration,Duration,false
C0687676,Post,Post,false
C3714541,FVC,Forced Vital Capacity,true
C1704687,Post,Post Device,false
C3469826,POST,SLC35G1 gene,false
C0242339,Dyslipidemia,Dyslipidemias,true
C0332152,Pre,Before,false
C0231957,SVC,Slow vital capacity,false
C0740175,Pre,Before values,false
C2257086,PRE,photoreactivating enzyme activity,false
C3669034,PRE,Pure Spanish horse breed (organism),false
C0027051,"Infarction, Myocardial",Myocardial Infarction,true
C0428953,MYOCARDIAL INFARCTION,Electrocardiogram: myocardial infarction (finding),false
C3810814,Myocardial Infarction,Myocardial Infarction ECG Assessment,false
C2926063,Myocardial infarction,Myocardial infarction:Finding:Point in time:^Patient:Ordinal,false
C4552959,Myocardial infarction,"Myocardial Infarction, CTCAE",false
C0687676,Post,Post,false
C0231957,SVC,Slow vital capacity,false
C1704687,Post,Post Device,false
C3469826,POST,SLC35G1 gene,false
C0449450,Presenting,Presentation,false
C0012634,condition,Disease,true
C0348080,Condition,Condition,false
C1705253,Condition,Logical Condition,false
C3864998,Condition,Condition:Find:Pt:^Patient:Nom,false
C0017642,GLIPIZIDE,Glipizide,true
C0948089,Acute Coronary Syndrome,Acute Coronary Syndrome,true
C0289313,ROSIGLITAZONE,rosiglitazone,true
C0747973,Elective procedure,Elective procedure,false
C0449238,Duration,Duration (temporal concept),false
C2926735,Duration,Duration,false
C0168634,baseline,BaseLine dental cement,true
C0184661,Procedure,Interventional procedure,true
C2700391,Procedure,Procedure (set of actions),false
C3274430,PROCEDURE,Physical Medical Procedure,false
C3539779,Procedure,CDISC SDTM Procedure Terminology,false
C1442488,Baseline,Baseline,false
C0242339,Dyslipidemia,Dyslipidemias,true
C0240320,MEDICATION USE,medication use,false
C0428953,MYOCARDIAL INFARCTION,Electrocardiogram: myocardial infarction (finding),false
C0027051,"Infarction, Myocardial",Myocardial Infarction,true
C2926063,Myocardial infarction,Myocardial infarction:Finding:Point in time:^Patient:Ordinal,false
C3810814,Myocardial Infarction,Myocardial Infarction ECG Assessment,false
C4552959,Myocardial infarction,"Myocardial Infarction, CTCAE",false
C0449450,Presenting,Presentation,false
C0012634,condition,Disease,true
C0348080,Condition,Condition,false
C1705253,Condition,Logical Condition,false
C3864998,Condition,Condition:Find:Pt:^Patient:Nom,false
C0086440,Lipid lowering agent,Hypolipidemic Agents,true
C0948089,Acute Coronary Syndrome,Acute Coronary Syndrome,true
C0201976,Serum Creatinine,"Creatinine measurement, serum (procedure)",false
C0439269,mg dl,mg/dL,false
C0600061,serum creatinine,Serum creatinine level,false
C0747973,Elective procedure,Elective procedure,false
C0019020,Hemoglobin C,Hemoglobin C,true
C2699239,SD,"SD, Rat Strain",false
C3889898,HEMOGLOBIN C,HEMOGLOBIN C PHENOTYPE,false
C0168634,baseline,BaseLine dental cement,true
C0184661,Procedure,Interventional procedure,true
C2700391,Procedure,Procedure (set of actions),false
C3274430,PROCEDURE,Physical Medical Procedure,false
C3539779,Procedure,CDISC SDTM Procedure Terminology,false
C1442488,Baseline,Baseline,false
C0439297,pg/mL,Nanogram per Liter,false
C0054015,BNP,Nesiritide,true
C1095989,BNP,Brain natriuretic peptide measurement,false
C1417808,BNP,NPPB gene,false
C2982014,BNP,NPPB wt Allele,false
C0240320,MEDICATION USE,medication use,false
C0015663,FASTING,Fasting,true
C0439526,/mL,/mL,false
C1705224,ML,THPO wt Allele,false
C3887665,ML,"Thrombopoietin, human",false
C0023824,LDL Cholesterol,LDL Cholesterol Lipoproteins,true
C0202117,LDL Cholesterol,Low density lipoprotein cholesterol measurement,false
C0439269,mg dl,mg/dL,false
C0086440,Lipid lowering agent,Hypolipidemic Agents,true
C0023822,HDL Cholesterol,High Density Lipoprotein Cholesterol,true
C0439269,mg dl,mg/dL,false
C0392885,HDL Cholesterol,High density lipoprotein measurement,false
C0201976,Serum Creatinine,"Creatinine measurement, serum (procedure)",false
C0439269,mg dl,mg/dL,false
C0600061,serum creatinine,Serum creatinine level,false
C0041004,TRIGLYCERIDES,Triglycerides,true
C0439269,mg dl,mg/dL,false
C0019020,Hemoglobin C,Hemoglobin C,true
C2699239,SD,"SD, Rat Strain",false
C3889898,HEMOGLOBIN C,HEMOGLOBIN C PHENOTYPE,false
C0549183,Median,Midline (qualifier value),false
C0439268,mg/L,Microgram per Milliliter,false
C2347635,Median,Population Median,false
C0876920,Median,Median Statistical Measurement,false
C2348144,Median,Sample Median,false
C2939193,Median,Median (qualifier value),false
C0054015,BNP,Nesiritide,true
C0439297,pg/mL,Nanogram per Liter,false
C1095989,BNP,Brain natriuretic peptide measurement,false
C1417808,BNP,NPPB gene,false
C2982014,BNP,NPPB wt Allele,false
C0017454,GG,"Georgia, Western Asia",true
C0018370,GG,Guernsey (geographic location),true
C0015663,FASTING,Fasting,true
C0439526,/mL,/mL,false
C1705224,ML,THPO wt Allele,false
C3887665,ML,"Thrombopoietin, human",false
C1079230,subgroups,Subgroup A Nepoviruses,false
C0023824,LDL Cholesterol,LDL Cholesterol Lipoproteins,true
C0439269,mg dl,mg/dL,false
C0202117,LDL Cholesterol,Low density lipoprotein cholesterol measurement,false
C0039798,treatment,therapeutic aspects,true
C0596019,Cl -,Chloride Ion,false
C0087111,Treatment,Therapeutic procedure,true
C1522326,Treatment,Treating,false
C1533734,Treatment,Administration procedure,false
C1705169,Treatment,Biomaterial Treatment,false
C3538994,TREATMENT,Treatment Epoch,false
C3887704,treatment,treatment - ActInformationManagementReason,false
