,descriptor,terms
73,characteristic_name,"age , mean ( sd )-age , mean ( sd )-age , mean ( sd )-age , mean ( sd )-age , mean ( sd )-age , mean ( sd )-age , mean ( sd )-age , mean ( sd )-sex-sex-arthritis type *-arthritis type *-arthritis type *-arthritis type *-weight kg , mean ( sd )-weight kg , mean ( sd )-bmi kg / mnmbr , mean ( sd )-bmi kg / mnmbr , mean ( sd )-ethnic group-ethnic group-ethnic group-ethnic group-ethnic group-ethnic group-ethnic group-ethnic group-ethnic group-ethnic group-ethnic group-ethnic group-diabetes-diabetes-hypertension 本-hypertension 本-dyslipidaemia 本-dyslipidaemia 本-current cigarette smoker-current cigarette smoker-established atherosclerotic cv disease §-established atherosclerotic cv disease §-> nmbr cv risk factors 咐 established atherosclerotic cv disease-> nmbr cv risk factors 咐 established atherosclerotic cv disease-low - dose aspirin use-low - dose aspirin use-cardiac mediations-cardiac mediations-cardiac mediations-cardiac mediations-cardiac mediations-cardiac mediations-cardiac mediations-cardiac mediations-cardiac mediations-cardiac mediations-anti - arthritic medications-anti - arthritic medications-anti - arthritic medications-anti - arthritic medications-anti - arthritic medications-anti - arthritic medications-anti - arthritic medications-anti - arthritic medications-anti - arthritic medications-anti - arthritic medications-anti - arthritic medications-anti - arthritic medications"
74,characteristic_level,< nmbr years-< nmbr years-> nmbr < nmbr years-> nmbr < nmbr years-> nmbr years-> nmbr years-women-women-osteoarthritis-osteoarthritis-rheumatoid arthritis-rheumatoid arthritis-rheumatoid arthritis-rheumatoid arthritis-rheumatoid arthritis-rheumatoid arthritis-asian-asian-black-black-hispanic american-hispanic american-multiracial-multiracial-white-white-other !-other !-other !-other !-other !-other !-other !-other !-other !-other !-other !-other !-other !-other !-other !-other !-p blocker-p blocker-ace inhibitor arb-ace inhibitor arb-calcium channel blocker-calcium channel blocker-statin-statin-diuretic-diuretic-cox - nmbr selective nsaid-cox - nmbr selective nsaid-traditional nsaid-traditional nsaid-paracetamol-paracetamol-high - dose aspirin-high - dose aspirin-glucocorticoid-glucocorticoid-dmard | |-dmard | |
75,arms,etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )-etoricoxib ( n = nmbr nmbr )-diclofenac ( n = nmbr nmbr )
76,characteristic_level,age < nmbr-age < nmbr-age < nmbr-age < nmbr-> nmbr < nmbr-> nmbr < nmbr-> nmbr < nmbr-> nmbr < nmbr-> nmbr-> nmbr-> nmbr-> nmbr-male-male-male-male-female-female-female-female-yes-yes-yes-yes-no-no-no-no-yes-yes-yes-yes-no-no-no-no-yes-yes-yes-yes-no-no-no-no-low - dose aspirin use baseline yes-low - dose aspirin use baseline yes-low - dose aspirin use baseline yes-low - dose aspirin use baseline yes-no-no-no-no-oa-oa-oa-oa-ra-ra-ra-ra-nmbr mg-nmbr mg-nmbr mg-nmbr mg-nmbr mg-nmbr mg-nmbr mg-nmbr mg
77,measures,n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *-n / pyr-rate *
79,characteristic_name,age > nmbr years-age > nmbr years-age > nmbr years-age > nmbr years-age > nmbr years-age > nmbr years-age > nmbr years-age > nmbr years-sex ( female )-sex ( female )-sex ( female )-sex ( female )-sex ( female )-sex ( female )-sex ( female )-sex ( female )-history upper gastrointestinal event-history upper gastrointestinal event-history upper gastrointestinal event-history upper gastrointestinal event-history upper gastrointestinal event-history upper gastrointestinal event-history upper gastrointestinal event-history upper gastrointestinal event-corticosteroid use-corticosteroid use-corticosteroid use-corticosteroid use-corticosteroid use-corticosteroid use-corticosteroid use-corticosteroid use-aspirin use-aspirin use-aspirin use-aspirin use-aspirin use-aspirin use-aspirin use-aspirin use-established atherosclerotic cardiovascular disease-established atherosclerotic cardiovascular disease-established atherosclerotic cardiovascular disease-established atherosclerotic cardiovascular disease-established atherosclerotic cardiovascular disease-established atherosclerotic cardiovascular disease-established atherosclerotic cardiovascular disease-established atherosclerotic cardiovascular disease-diabetes-diabetes-diabetes-diabetes-diabetes-diabetes-diabetes-diabetes-cigarette smoker-cigarette smoker-cigarette smoker-cigarette smoker-cigarette smoker-cigarette smoker-cigarette smoker-cigarette smoker-hypertension-hypertension-hypertension-hypertension-hypertension-hypertension-hypertension-hypertension
80,arms,regular ppi use-regular ppi use-no regular ppi use-no regular ppi use-regular aspirin use-regular aspirin use-no regular aspirin use-no regular aspirin use-regular ppi use-regular ppi use-no regular ppi use-no regular ppi use-regular aspirin use-regular aspirin use-no regular aspirin use-no regular aspirin use-regular ppi use-regular ppi use-no regular ppi use-no regular ppi use-regular aspirin use-regular aspirin use-no regular aspirin use-no regular aspirin use-regular ppi use-regular ppi use-no regular ppi use-no regular ppi use-regular aspirin use-regular aspirin use-no regular aspirin use-no regular aspirin use-regular ppi use-regular ppi use-no regular ppi use-no regular ppi use-regular aspirin use-regular aspirin use-no regular aspirin use-no regular aspirin use-regular ppi use-regular ppi use-no regular ppi use-no regular ppi use-regular aspirin use-regular aspirin use-no regular aspirin use-no regular aspirin use-regular ppi use-regular ppi use-no regular ppi use-no regular ppi use-regular aspirin use-regular aspirin use-no regular aspirin use-no regular aspirin use-regular ppi use-regular ppi use-no regular ppi use-no regular ppi use-regular aspirin use-regular aspirin use-no regular aspirin use-no regular aspirin use-regular ppi use-regular ppi use-no regular ppi use-no regular ppi use-regular aspirin use-regular aspirin use-no regular aspirin use-no regular aspirin use-regular ppi use-regular ppi use-no regular ppi use-no regular ppi use-regular aspirin use-regular aspirin use-no regular aspirin use-no regular aspirin use
82,characteristic_name,aspirin use ( p = nmbr - nmbr 十 )-aspirin use ( p = nmbr - nmbr 十 )-aspirin use ( p = nmbr - nmbr 十 )-aspirin use ( p = nmbr - nmbr 十 )-aspirin use ( p = nmbr - nmbr 十 )-aspirin use ( p = nmbr - nmbr 十 )-aspirin use ( p = nmbr - nmbr 十 )-aspirin use ( p = nmbr - nmbr 十 )-aspirin use ( p = nmbr - nmbr 十 )-aspirin use ( p = nmbr - nmbr 十 )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-aspirin use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )-ppi use ( p = nmbr - nmbrt )
83,characteristic_level,yes-yes-yes-yes-yes-no-no-no-no-no-yes-yes-yes-yes-yes-no-no-no-no-no-yes-yes-yes-yes-yes-no-no-no-no-no-yes-yes-yes-yes-yes-no-no-no-no-no-yes-yes-yes-yes-yes-no-no-no-no-no-yes-yes-yes-yes-yes-no-no-no-no-no
84,measures,n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *
85,outcomes,patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients clinical event-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients complicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events-patients uncomplicated events
87,characteristic_level,aspirin ppi-no aspirin ppi-no aspirin ppi-no aspirin ppi-no aspirin ppi-ppi aspirin-ppi aspirin-ppi aspirin-ppi aspirin-ppi aspirin-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-no aspirin ppi-no aspirin ppi-no aspirin ppi-no aspirin ppi-no aspirin ppi-ppi aspirin-ppi aspirin-ppi aspirin-ppi aspirin-ppi aspirin-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-no aspirin ppi-no aspirin ppi-no aspirin ppi-no aspirin ppi-no aspirin ppi-ppi aspirin-ppi aspirin-ppi aspirin-ppi aspirin-ppi aspirin-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi-aspirin ppi
88,measures,n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )-rate *-n / n ( % )-rate *-rate *-n / n ( % )
89,outcomes,patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients clinical-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients complicated events ( p = nmbr - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients uncomplicated events ( p = - nmbr 十 )-patients clinical
90,characteristic_name,"cardiac medications indexhospitalization / discharge-cardiac medications indexhospitalization / discharge-cardiac medications indexhospitalization / discharge-cardiac medications indexhospitalization / discharge-cardiac medications indexhospitalization / discharge-cardiac medications indexhospitalization / discharge-cardiac medications indexhospitalization / discharge-cardiac medications indexhospitalization / discharge-cardiac medications indexhospitalization / discharge-cardiac medications indexhospitalization / discharge-cardiac medications indexhospitalization / discharge-cardiac medications indexhospitalization / discharge-cardiac medications indexhospitalization / discharge-cardiac medications indexhospitalization / discharge-age , median ( iqr ) , y-age , median ( iqr ) , y-age > nmbr y-age > nmbr y-female sex-female sex-white race-white race-weight , median ( iqr ) , kg-weight , median ( iqr ) , kg-body mass index , median ( iqr )-body mass index , median ( iqr )-diabetes mellitus-diabetes mellitus-hypertension-hypertension-hyperlipidemia-hyperlipidemia-current smoker-current smoker-prior mi-prior mi-prior coronary revascularization-prior coronary revascularization-prior heart failure-prior heart failure-estimated creatinine clearance < nmbr rmb ' mint-estimated creatinine clearance < nmbr rmb ' mint-unstable angina-unstable angina-non - st - elevation mi-non - st - elevation mi-other-other-st - segment depression > nmbr . nmbr mv-st - segment depression > nmbr . nmbr mv-nmbr - nmbr-nmbr - nmbr-nmbr - nmbr-nmbr - nmbr-nmbr - nmbr-nmbr - nmbr-time onset pain randomization , median ( iqr ) , h-coronary angiography index hospitalization-coronary angiography index hospitalization"
91,characteristic_level,aspirin-aspirin-heparin-heparin-glycoprotein iib / iiiareceptorinhibitor-glycoprotein iib / iiiareceptorinhibitor-thienopyridine-thienopyridine-p - blocker-p - blocker-ace inhibitor angiotensin ii receptor blocker-ace inhibitor angiotensin ii receptor blocker-statin-statin
92,arms,ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )-ranolazine ( n = nmbr )-ranolazine ( n = nmbr )-placebo ( n = nmbr )
93,arms,placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept-placebo-etanercept
94,outcomes,medically important infectionsa-medically important infectionsa-serious adverse events-serious adverse events-medically important infectionsa-medically important infectionsa-serious adverse events-serious adverse events-medically important infectionsa-medically important infectionsa-serious adverse events-serious adverse events-medically important infectionsa-medically important infectionsa-serious adverse events-serious adverse events-medically important infectionsa-medically important infectionsa-serious adverse events-serious adverse events-medically important infectionsa-medically important infectionsa-serious adverse events-serious adverse events-medically important infectionsa-medically important infectionsa-serious adverse events-serious adverse events-medically important infectionsa-medically important infectionsa-serious adverse events-serious adverse events-medically important infectionsa-medically important infectionsa-serious adverse events-serious adverse events-medically important infectionsa-medically important infectionsa-serious adverse events-serious adverse events
96,arms,"placebo croup , n / n ( % )-adalimumab croup , n / n ( % )-placebo croup , n / n ( % )-adalimumab croup , n / n ( % )-placebo croup , n / n ( % )-adalimumab croup , n / n ( % )-placebo croup , n / n ( % )-adalimumab croup , n / n ( % )-placebo croup , n / n ( % )-adalimumab croup , n / n ( % )-placebo croup , n / n ( % )-adalimumab croup , n / n ( % )-placebo croup , n / n ( % )-adalimumab croup , n / n ( % )-placebo croup , n / n ( % )-adalimumab croup , n / n ( % )-placebo croup , n / n ( % )-adalimumab croup , n / n ( % )-placebo croup , n / n ( % )-adalimumab croup , n / n ( % )-placebo croup , n / n ( % )-adalimumab croup , n / n ( % )-placebo croup , n / n ( % )-adalimumab croup , n / n ( % )-placebo croup , n / n ( % )-adalimumab croup , n / n ( % )"
97,characteristic_level,patients previous loss response infliximab-patients previous loss response infliximab-patients previous intolerance infliximab-patients previous intolerance infliximab-patients baseline crp concentration < nmbr mg / l-patients baseline crp concentration < nmbr mg / l-patients baseline crp concentration £ nmbr mg / l-patients baseline crp concentration £ nmbr mg / l-patients receiving immunosuppressive agents baseline-patients receiving immunosuppressive agents baseline-patients receiving immunosuppressive agents baseline-patients receiving immunosuppressive agents baseline-patients receiving corticosteroids baseline-patients receiving corticosteroids baseline-patients receiving corticosteroids baseline-patients receiving corticosteroids baseline-patients previous loss response intolerance infliximab *-patients previous loss response intolerance infliximab *-patients received negative results test antibodies infliximabt-patients received negative results test antibodies infliximabt-patients received indeterminate results test antibodies infliximabt-patients received indeterminate results test antibodies infliximabt-patients received positive results test antibodies infliximabt-patients received positive results test antibodies infliximabt
98,outcomes,remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission-remission overall population-remission overall population
