cluster,concept,cuis
667,azathioprine / nmbr - mercaptopurine,C0000618;C0004482
666,rest of world,C0035253;C1622890;C2700280
666,paonmbr at rest,C0035253;C0232555;C1423784;C1427155;C1622890;C4318615
666,rest - of - world ( n = nmbr ),C0035253;C1622890;C2700280
666,aaponmbr at rest,C0035253;C1622890
666,intensity of rest pain ( mmvas ),C0035253;C0234253;C0522510;C1320357;C1622890;C4085211
666,rest ofthe world,C0035253;C1622890;C2700280
666,rest of the world,C0035253;C1622890;C2700280
666,rest ofworld,C0035253;C1622890
666,rest of world n z nmbr,C0035253;C1622890;C2700280
665,ls mean difference ( nmbr % ci ),C0008107;C0023668;C0444504;C1705241;C1705242;C2347634;C2348143;C3259781
665,ls mean ( nmbr % ci ),C0008107;C0023668;C0444504;C2347634;C2348143;C3259781
665,difference in ls means ( nmbr % ci ) a,C0008107;C0023668;C1704970;C1705241;C1705242;C3259781
665,ls means difference ( nmbr % ci ) a,C0008107;C0023668;C1704970;C1705241;C1705242;C3259781
665,difference in ls means ( nmbr % ci ) versus placebo,C0008107;C0023668;C1704970;C1705241;C1705242;C3259781
665,difference in ls means ( nmbr % ci ),C0008107;C0023668;C1704970;C1705241;C1705242;C3259781
665,ls means difference ( nmbr % ci ) nmbr,C0008107;C0023668;C1704970;C1705241;C1705242;C3259781
665,difference in ls means ( nmbr % ci ) nmbr,C0008107;C0023668;C1704970;C1705241;C1705242;C3259781
665,ls mean ( nmbr % ci ) a,C0008107;C0023668;C0444504;C2347634;C2348143;C3259781
665,ls - mean between - group difference ( nmbr % ci ),C0008107;C0023668;C1705241;C1705242;C2347634;C3259781
664,multiple diagnoses,C0011900;C0439064
664,history of diagnosed hypertension prior to randomization,C0011900;C0455527
664,history of diagnosed hypertension n ( % ),C0011900;C0455527
664,diagnosed,C0011900
663,pre ' rtous eptscde ( s } d dvt / pe,C0070939;C0149871;C0332152;C0740175;C1880476;C2257086;C2926618;C3669034;C3899446;C4284304
663,pe ± dvt,C0070939;C0149871;C1880476;C2926618;C3899446;C4284304
662,non - cv mortality,C0026565;C0026566;C1518422;C3538987;C4048877;C4318503
662,non cv mortality,C0026565;C0026566;C1518422;C3538987;C4048877;C4318503
662,cv mortality,C0026565;C0026566;C3538987;C4048877;C4318503
661,anti - tnf - naive patientsnmbr,C0030705;C1448177
661,anti - tnf - experienced patients,C0030705;C1448177
661,anti - tnf - naive patients,C0030705;C1448177
660,ambulance ( % ),C0002422;C3846685
660,first medical contact in ambulance,C0002422;C0199168;C0205435;C0205476;C0332158;C0337611;C1279901;C1705415;C3812666;C3846685
660,ambulance,C0002422;C3846685
660,in ambulance,C0002422;C3846685
660,symptom onset to first medical contact : ambulance or emergency department,C0002422;C0199168;C0205435;C0205476;C0332158;C0337611;C1279901;C1705415;C3812666;C3846685;C4086878
659,high - dose statin use,C0042153;C0360714;C0444956;C0457083;C1947944
659,high - intensity statin use,C0042153;C0360714;C0457083;C1947944;C4081854
659,prior statin use,C0042153;C0332152;C0360714;C0457083;C1947944;C2826257
659,no prior statin use,C0042153;C0332152;C0360714;C0457083;C1947944;C2826257
659,statin use,C0042153;C0360714;C0457083;C1947944
659,moderate - intensity statin use,C0042153;C0360714;C0457083;C1947944;C4081855
659,concomitant statin use,C0042153;C0360714;C0457083;C0521115;C1947944
659,statin use ( % ),C0042153;C0360714;C0457083;C1947944
659,no statin use,C0042153;C0360714;C0457083;C1947944
659,previous statin use,C0042153;C0205156;C0360714;C0457083;C1552607;C1947944
659,prior statin use ( n = nmbr ),C0042153;C0332152;C0360714;C0457083;C1947944;C2826257
658,vedolizumab,C2742797
658,vedolizumab n = nmbr,C2742797
657,c - reactive protein — mg / literj,C0006560;C0024671;C0026410;C0439269;C1413716;C1960952;C2346927;C4048285;C4321396;C4521761
657,c - reactive protein — mg / liter * *,C0006560;C0024671;C0026410;C0439269;C0475211;C1413716;C1960952;C2346927;C4048285;C4321396;C4521761
657,median c - reactive protein — mg / liter,C0006560;C0024671;C0026410;C0439269;C0475211;C0549183;C0876920;C1413716;C1960952;C2346927;C2347635;C2348144;C2939193;C4048285;C4321396;C4521761
657,high - sensitivity c - reactive protein — mg / liter |,C0006560;C0024671;C0026410;C0439269;C0475211;C1413716;C1441604;C1960952;C2346927;C4048285;C4321396;C4521761
656,carbamazepine,C0006949;C0006950;C0682993
656,prior exposure to carbamazepine,C0006949;C0006950;C0274281;C0332152;C0332157;C0682993;C2826257
656,cbz - naive,C0006949
656,cbz - exposed,C0006949
655,thiazide at last follow - up,C0541746;C0589120;C1522577;C1704685;C3274571
655,thiazides,C0541746
655,thiazide users,C0541746;C1706077
655,thiazide,C0541746
655,thiazide at enrollment,C0541746;C1516879;C1696073;C3888021
654,biochemical measures,C0079809;C0205474;C1879489
654,ipeated - measures state examinatioi,C0079809;C1879489
654,measure,C0079809;C0242485
654,measures,C0079809;C1879489
654,measures ( % ),C0079809;C1879489
654,physiological measures,C0079809;C0205463;C1879489
654,measures ( mmol / l ),C0079809;C0242485;C1879489
653,pre - hospital ticagrelor ( n = nmbr ),C0019994;C0332152;C0740175;C1510665;C1999375;C2257086;C3669034
653,pre hospital ticagrelor,C0019994;C0332152;C0740175;C1510665;C1999375;C2257086;C3669034
653,in - hospital ticagrelor ( n = nmbr ),C0019994;C1510665;C1999375
653,in hospital ticagrelor,C0019994;C1510665;C1999375
652,no previous ischemic stroke / tia ( n = nmbr nmbr  nmbr . nmbr % ),C0007787;C0205156;C0917805;C0948008;C1054154;C1552607
652,prior tia,C0007787;C0332152;C0917805;C1054154;C2826257
652,previous ischemic stroke / tia ( n = nmbr  nmbr . nmbr % ),C0007787;C0205156;C0917805;C0948008;C1054154;C1552607
652,previous tia or stroke,C0007787;C0205156;C0917805;C1054154;C1552607
652,transient ischaemic attack — no . ( % ),C0007787;C0917805
652,previous transient ischemic attack,C0007787;C0205156;C0917805;C1552607
652,hemispheric tia n = nmbr,C0007787;C0205139;C0917805;C1054154
652,previous tia,C0007787;C0205156;C0917805;C1054154;C1552607
652,transient ischaemic attack,C0007787;C0917805
652,transient ischemic attack,C0007787;C0917805
652,tia,C0007787;C0917805;C1054154
652,prior transient ischemic attack,C0007787;C0332152;C0917805;C2826257
651,cfb at week nmbr,C0009002;C0332174;C0439230;C1824728
651,mtss cfb mean ± sd,C0009002;C0444504;C1824728;C2347634;C2348143;C2699239
651,mtss cfb,C0009002;C1824728
650,pci during index hospitalization,C0019993;C0600653;C0918012;C1552854;C1637833;C2986546;C4049621
650,revascularization during index hospitalization,C0019993;C0581603;C0600653;C0918012;C1552854;C1637833;C2986546
650,medical therapy during index hospitalization — %,C0019993;C0418981;C0600653;C0918012;C1552854;C1637833;C2986546
649,asthma symptoms in the past nmbr weeks,C0004096;C0683368;C1457887;C2984299;C2987125
649,days with asthma symptoms / week,C0004096;C0677547;C0683368;C1457887;C2984299
648,blood transfusion,C0005841;C0281867
648,transfusions,C0005841;C0199960;C1879316
648,transfusion,C0005841;C0199960;C1879316
648,any blood product transfusion,C0005841;C0199960;C0281867;C0456388;C1514468;C1547007;C1704444;C1879316
648,any blood transfusion,C0005841;C0281867
647,mean ( sd ) periostin,C0219433;C0444504;C1424662;C2347634;C2348143;C2699239;C3812270
647,periostin high,C0219433;C1424662;C3812270
647,low periostin subgroup (,C0205251;C0219433;C1079230;C1424662;C1515021;C1550472;C3812270;C3890211;C4048187;C4321351;C4522223
647,periostin ( ng / ml ),C0219433;C0439275;C1424662;C3812270
647,periostin,C0219433;C1424662;C3812270
647,high periostin subgroup ( > nmbr ng / ml ) ( n = nmbr ),C0205250;C0219433;C0439275;C1079230;C1299351;C1424662;C1515021;C2700149;C3812270;C3887512;C3889660;C4321237;C4522209
647,periostin low,C0219433;C1424662;C3812270
646,lv diastolic dysfunction,C0023128;C0520863;C0731033;C1881413
646,lv ejection fraction ( % ),C0023128;C0489482;C0731033;C1881413;C2700378
646,lv systolic dysfunction,C0023128;C0731033;C0749225;C1881413
646,lv ejection fractionb,C0023128;C0302131;C0336969;C0731033;C0812388;C1881413
646,lv ejection fraction > nmbr % and < nmbr %,C0023128;C0489482;C0731033;C1881413;C2700378
646,lv ejection fraction,C0023128;C0489482;C0731033;C1881413;C2700378
645,factor v leiden ( % ),C0380964;C0584960;C1414509;C3542419
645,factor v leiden or prothrombin mutation,C0380964;C0584960;C1414509;C3542419
644,pravastatin ( n = nmbr >,C0085542
644,pravastatin vs usual care,C0085542
644,pravastatin ( n = nmbr ),C0085542
644,pravastatin,C0085542
644,pravastatin n = nmbr,C0085542
643,a . overall and subgroups bv statin potency - -,C0282416;C1561607
643,overall hr ( nmbr % cl ),C0282416;C0596019;C1561607
643,overall nmbr,C0282416;C1561607
643,overall ( n = nmbr ),C0282416;C1561607
643,overall ( n = unmbr ),C0282416;C0439148;C1561607
643,overall n = nmbr,C0282416;C1561607
643,overall,C0282416;C1561607
643,overall a phase population,C0282416;C1561607
643,overall study population,C0282416;C1561607;C2348561
643,overall n ( n / loopy ),C0282416;C1561607
643,overall efficacy,C0282416;C1280519;C1561607;C1707887
643,overall pad,C0282416;C1561607
643,overall dlqi scorenmbr,C0282416;C1561607;C3899393
643,overall dlqi score,C0282416;C1561607;C3899393
643,overall event rate,C0282416;C0441471;C0871208;C1521828;C1561607;C4019010
643,overall ctd,C0282416;C1335071;C1442905;C1561607
643,event during overall,C0282416;C0441471;C1561607;C4019010
643,overall ( w = nmbr ),C0282416;C1561607
643,overall ( per protocol ) ( n = nmbr ),C0282416;C1561607;C1698058
643,overall ( itt ) ( n = nmbr ),C0282416;C1561607
643,overall ( nmbr,C0282416;C1561607
643,overall effect,C0282416;C1280500;C1518681;C1561607;C2348382
643,subgroup overall,C0282416;C1079230;C1515021;C1561607
643,overall ( n = nmbr vs nmbr ),C0282416;C1561607
643,overall study period,C0282416;C1561607
643,overall ( n = nmbr,C0282416;C1561607
643,during overall study period,C0282416;C0439531;C0557651;C1561607;C1948053;C2603343
643,p - value ( overall ),C0282416;C1561607;C1709380
643,overall  qvainmbr - sfc,C0282416;C1561607;C4521536
643,overall ® nmbr . nmbr,C0282416;C1561607
643,overall treatment effect,C0282416;C1518681;C1561607
643,calima overall ( n = nmbr ),C0282416;C1561607
642,not at goal,C0018017;C1518422;C1571704
642,distance to ldl - c goal,C0012751;C0018017;C1571704
642,at goal,C0018017;C1571704
642,goal,C0018017;C1571704
642,% to goal,C0018017;C1571704
641,ex - smoker / current,C0337671;C0521116;C1705970;C4555205
641,ex - smokers nmbr,C0337671;C4555205
641,ex - smoker,C0337671;C4555205
641,ex - / current smoker,C0337671;C0521116;C1704625;C1705970;C3173209;C3241966;C4555205
641,ex - smokers : qvainmbr - sfc,C0337671;C4521536;C4555205
641,ex - smokers ( n = nmbr ),C0337671;C4555205
641,ex - smokers ( itt ) ( n = nmbr ),C0337671;C4555205
641,ex - smokers,C0337671;C4555205
641,ex - smoker ( n z nmbr ),C0337671;C4555205
641,exsmoker,C0337671;C4555205
641,ex - smoker / smoker,C0337671;C4555205
640,likelihood test,C0022885;C0033204;C0039593;C0392366;C0456984;C1515976;C3831328;C4318744
640,probable stent thrombosis,C0033204;C0332148;C3897493
640,"probability "" of event %",C0033204;C0441471;C4019010
640,definite / probable stent thrombosis,C0033204;C0332148;C0439544;C1704787;C3897493
640,stent thrombosis arc definite / probable,C0033204;C0332148;C0439544;C1704787;C3897493
640,probable,C0033204;C0332148
639,patient ' s preference not to take vka,C0376409
639,patient ' s preference not to take,C0376409
638,randomization to angiography,C0002978;C0034656
638,randomization - to - angiography distribution time,C0002978;C0034656;C0681683
638,randomization - to - angiography,C0002978;C0034656
637,rosuvastatin nmbr mg,C0024671;C0026410;C0439269;C0965129;C1960952;C2346927;C4321396;C4521761
637,rosuvastatin nmbr - nmbr mg ( n = nmbr ),C0024671;C0026410;C0439269;C0965129;C1960952;C2346927;C4321396;C4521761
636,events / control group,C0009932;C0441471;C3541888
636,control group,C0009932
635,nocturnal symptoms in past week,C0240526;C0683368;C1457887;C2987125
635,iduration of symptoms > nmbr min,C0683368;C0702093;C1457887;C1524029;C3813700
635,time from symptoms onset to nmbrst balloon inflation ( h ),C0449244;C0683368;C1457887
635,who fc ii symptoms at baselinef,C0683368;C1457887;C1710602;C2983605;C4082587
635,symptoms mean ( sd ),C0444504;C0683368;C1457887;C2347634;C2348143;C2699239
635,symptoms,C0683368;C1457887
635,no symptoms,C0683368;C1457887
635,pad symptoms ( % ),C0182158;C0332568;C0683368;C1457887;C3540603;C3669270;C3814046;C4319657
635,systemic symptoms,C0205373;C0683368;C1457887
635,daytime symptoms more than twice per week,C0332169;C0683368;C1457887;C1720725;C1948050
635,symptoms and feelings,C0683368;C1457887
635,nmbr = no symptoms,C0683368;C1457887
634,abciximab vs . primary,C0288672
634,nmbr abciximab ( n = nmbr ),C0288672
634,abciximab,C0288672
634,abciximab - facilitated pci ( n = nmbr ),C0288672;C4049621
634,abciximab ( n = nmbr ),C0288672
634,abciximab no . / total ( % ),C0288672
634,abciximab - facilitated pci,C0288672;C4049621
633,fluticasone - salmeterol ( n = nmbr ),C0939232
633,fluticasone - fluticasone / salmeterol,C0939232
633,salmeterol - fluticasone group ( n = nmbr ),C0441848;C0939232
632,saxagliptin ( n = nmbr,C1611934
632,saxagliptin ( n = nmbr ),C1611934
632,saxagliptin ( % ),C1611934
632,saxagliptin,C1611934
631,c - reactive protein ( mg / dl ),C0006560;C0439269;C1413716;C4048285
631,high - sensitivity c - reactive protein,C0006560;C1413716;C1441604;C4048285
631,c - reactive protein ( mg / dl_ ),C0006560;C0439269;C1413716;C4048285
631,c - reactive protein,C0006560;C1413716;C4048285
631,high - sensitivity c - reactive protein ( mg / l ),C0006560;C0439268;C1413716;C1441604;C4048285
631,c - reactive protein ( mg / l ),C0006560;C0439268;C1413716;C4048285
631,high - sensitivity c - reactive protein stratification,C0006560;C1413716;C1441604;C1514983;C4048285
631,high sensitivity c - reactive protein ( mg / l ),C0006560;C0439268;C1413716;C1441604;C4048285
631,median c - reactive protein — mg / dl^,C0006560;C0439269;C0549183;C0876920;C1413716;C2347635;C2348144;C2939193;C4048285
630,placebo + nmbr mg / d of simvastatin ( n = nmbr ),C0032042;C0074554;C0439422;C1696465;C1706408
630,placebo + nmbr mg / d of simvastatin,C0032042;C0074554;C0439422;C1696465;C1706408
630,placebo / simvastatin,C0032042;C0074554;C1696465;C1706408
629,cox bsl onlyc,C1549954;C1565830
629,cox bsl + yr nmbr hbd,C0439234;C1549954;C1565830
628,chronic renal disease — no . ( % ),C0022661;C1561643
628,chronic renal disease,C0022661;C1561643
628,chronic renal failure,C0022661;C1561643;C2316810
627,gastroesophageal reflux disease,C0017168;C4553201
627,gastrooesophageal reflux disease,C0017168;C4553201
626,stable angina ( n = nmbr,C0340288
626,stable angina — no . ( % ),C0340288
626,histor y of stable angina,C0340288
626,stable angina ( n - nmbr,C0340288
626,chronic stable angina,C0340288
626,stable angina,C0340288
625,serum,C0229671;C1546774;C1550100
625,serum c - terminal telopeptide of,C0229671;C1546774;C1550100;C1707271
625,serum mg > nmbr . nmbr mmol / l ( normal mg / hvpermagnesemia ),C0205307;C0229671;C0231683;C0439166;C0439190;C1546774;C1550100;C2347086;C2827881;C4553972
625,serum gastrint,C0229671;C1546774;C1550100
625,serum values^,C0042295;C0229671;C1546774;C1550100
625,mean total serum ige ( sd ),C0229671;C0439175;C0439810;C0444504;C1546774;C1550100;C2347634;C2348143;C2699239
625,mean total serum psa,C0229671;C0444504;C1546774;C1550100;C2347634;C2348143;C2986589
625,serum values,C0042295;C0229671;C1546774;C1550100
624,low risk ( ri = nmbr - nmbr ),C0035487;C1826843;C3272281;C3538919
624,( ri = nmbr ),C0035487;C1826843
624,intermediate risk ( ri = nmbr ),C0035487;C1826843;C3640764
624,high risk ( ri ≥ nmbr ),C0035487;C0332167;C1826843;C3272283;C4050568;C4319571
623,urinary acr ( mg / mmol ),C0042027;C0567349;C1412134;C1515941;C1524119;C2348885
623,urinary acr,C0042027;C1412134;C1515941;C1524119
623,categories of urinary acr,C0042027;C0683312;C1412134;C1515941;C1524119
623,urinary protein : creatinine ratioa ( mg / mg ),C0042027;C0369901;C0428627;C1319635;C1524119
622,prior transient ischaemic,C0040704;C0205374;C0332152;C0475224;C2826257
622,associated with transient or reversible risk factor,C0040704;C0205374;C0332281
622,transient,C0040704;C0205374
622,transient st elevation,C0040704;C0205374;C0520886
621,rnmbr ( n = nmbr ),C0687673
621,rnmbr + ezio ( n = nmbr ),C0687673
620,ind / gly nmbr / nmbr mg once daily ( n = nmbr,C0017890;C0024671;C0026410;C0332173;C0439269;C0523677;C1960952;C2346927;C4049864;C4321396;C4521761
620,ind / gly nmbr / nmbr mg once daily ( n = nmbr ),C0017890;C0024671;C0026410;C0332173;C0439269;C0523677;C1960952;C2346927;C4049864;C4321396;C4521761
619,baseline corticosteroid use ( mg ),C0024671;C0026410;C0168634;C0239126;C0439269;C1442488;C1960952;C2346927;C4321396;C4521761
619,with baseline crp level of > nmbr mg / liter,C0024671;C0026410;C0168634;C0439269;C0441889;C0456079;C0475211;C1442488;C1547707;C1960952;C2346927;C2946261;C3890735;C4048285;C4321396;C4521761
619,baseline ldl ( mg % ),C0024671;C0026410;C0168634;C0439269;C1442488;C1960952;C2346927;C4321396;C4521761
619,baseline aspirin dose < nmbr mg,C0024671;C0026410;C0168634;C0439269;C1442488;C1960952;C2346927;C4321396;C4521761;C4696290
618,af first diagnosis > nmbr years,C0011900;C0205435;C0344434;C0439234;C1279901;C1704338;C1704656;C4049859
618,diagnosis at presentation,C0011900;C0449450;C1704338;C1704656
618,diagnosis ( y ),C0011900;C1704338;C1704656
618,qualifying diagnosis,C0011900;C1514624;C1704338;C1704656
618,missing data initial diagnosis — no .,C0011900;C0205265;C1279901;C1555582;C1704338;C1704656;C1705685;C4684714
618,presenting diagnosis,C0011900;C0449450;C1704338;C1704656
618,diagnosis of hefh,C0011900;C1704338;C1704656
618,initial diagnosis — no . ( % ),C0011900;C0205265;C1279901;C1555582;C1704338;C1704656;C1705685
618,diagnosis at presentation — no . ( % ),C0011900;C0449450;C1704338;C1704656
618,diagnosis — yr,C0011900;C0439234;C1704338;C1704656
618,diagnosis ( years ),C0011900;C0439234;C1704338;C1704656
617,proteinuria ( > nmbr g / nmbr h ),C0033687;C0560020;C1962972;C4554346
617,proteinurianmbr ( g / day ),C0033687;C0439417;C1962972;C4554346
617,protein in urine,C0033687
616,platelets xlooo / mm^,C0005821;C0443116;C1963076;C4330985;C4554674
616,platelet,C0005821
615,perianal gi tract,C0017189;C0442158
615,proximal gi tract,C0017189;C0205107;C4489236
615,proximal gastrointestinal tract,C0017189;C0205107;C0521362;C4489236
614,baseline antihyperglycemic medications,C0013227;C0020616;C0168634;C0802604;C1442488;C2598133;C4284232
614,antihyperglycaemic medication at baseline,C0013227;C0020616;C0168634;C1442488;C3244316;C4284232
613,cortical only,C0001613;C0007776;C0022655;C0205171;C1720467
613,non - cortical,C0001613;C0007776;C0022655;C1518422
612,graft occlusionsa,C0181074;C0332835;C1961139
612,graft,C0181074;C0332835;C1961139
611,meglitinide,C0065880
611,meglitinides ( glinides ),C0065880;C1579432;C3537178
610,white - cell count — xnmbr_nmbr / liter,C0023508;C0427512;C0475211
610,white blood cell count,C0023508;C0427512
609,previous cabg ( before index acs ) *,C0010055;C0205156;C0600653;C0742343;C0918012;C1552607;C1552854;C1637833;C2986546;C4318612
609,prior cabg ( before index acs ),C0010055;C0332152;C0600653;C0742343;C0918012;C1552854;C1637833;C2826257;C2986546;C4318612
608,aliskiren ( dm - vs . dm + ),C0011816;C1120110;C3250443
608,dm - ( aliskiren vs . placebo ),C0011816;C1120110;C3250443
608,dm + ( aliskiren vs . placebo ),C0011816;C1120110;C3250443
608,aliskiren dm = nmbr non - dm = nmbr,C0011816;C1120110;C3250443
607,both adalimumab groups ( n = nmbr ) baseline cd - related antibiotic use,C1122087
607,both adalimumab groups ( n = nmbr ) baseline immunosuppressant use,C1122087
607,both adalimumab groups ( n = nmbr ) no baseline cd - related antibiotic use,C1122087
607,both adalimumab groups ( n = nmbr ),C1122087
607,adalimumab ( n = nmbr ),C1122087
607,adalimumab,C1122087
606,haemoglobin ( mmol / l ),C0019046;C0439190;C0635222;C1532563
606,haemoglobin ( g / l ),C0019046;C0439267;C0439294;C0456615;C0635222
606,hemoglobin ( g / l ),C0019046;C0439267;C0439294;C0456615;C0635222
605,bw at nmbr weeks,C0005910;C0006041;C0439230;C2986891
605,bw,C0005910;C0006041;C2986891
604,ileum,C0020885
604,ileum and colon,C0020885
604,ileum or colon,C0020885
604,ileum only,C0020885;C0205171;C1720467
603,alcohol consumption,C0001948
603,regular alcohol consumption per week,C0001948;C0205272;C0332174;C0439230
603,alcohol use,C0001948
603,current weekly alcohol use ( % ),C0001948;C0332174;C0521116;C1705970
603,alcohol use ( % ),C0001948
603,alcohol consumption ( % ),C0001948
603,alcohol intake ( + ) ( % ),C0001948
603,current alcohol use,C0001948;C0521116;C1705970
603,alcohol intake ( a ),C0001948
603,no alcohol consumption,C0001948
603,alcohol consumption !,C0001948
603,alcohol consumption > once weekly,C0001948
603,alcohol consumption *,C0001948
603,current alcohol drinking,C0001948;C0521116;C0556297;C1705970
603,alcohol intake,C0001948
603,alcohol use ( %,C0001948
603,alcohol intake never / rarely,C0001948;C0522498;C2003901
603,alcohol consumption ( yes ) ( n ),C0001948;C1549445;C1705108;C1710701
602,digoxin at last follow - up,C0012265;C0589120;C1522577;C1704685;C3274571
602,digoxin scd,C0012265
602,digoxin,C0012265
602,digoxin at enrollment,C0012265;C1516879;C1696073;C3888021
602,digoxin or digitalis preparations,C0012265
602,digoxin or digitalis preparation,C0012265
602,previous use of digoxin,C0012265;C0205156;C1524063;C1552607
602,no digoxin n = nmbr nmbr ( nmbr % ),C0012265
602,digoxin n ( % ),C0012265
602,digoxin n = nmbr ( nmbr % ),C0012265
602,digoxin or digitalis glycoside,C0012265
602,no digoxin scd,C0012265
601,apolipoprotein a - i,C0085201;C1677784
601,apo a - i,C0085201;C1677784
601,apolipoprotein a - i *,C0085201;C1677784
601,apo a - i ( mg / dl ) *,C0085201;C0439269;C1677784
601,apoa - i,C0085201;C1677784
600,fluticasone furoate,C1948374
600,fluticasone furoate and vilanterol ( n = nmbr ),C1948374
599,vasodilator,C0042402;C3537240
599,other vasodilators §,C0042402
599,other vasodilator,C0042402;C3537240
598,ethnicity - - hispanic or latino,C0015031;C0086409;C0243103
598,hispanic ethnicity,C0015031;C0086409;C0243103
597,pulse pressure,C0949236
597,pulse pressure ( mm hg ),C0439475;C0949236
597,pulse pressure ( median nmbr . nmbr],C0549183;C0876920;C0949236;C2347635;C2348144;C2939193
597,- median pulse pressure ( mm hg ) ( iqr ),C0439475;C0549183;C0876920;C0949236;C2347635;C2348144;C2939193
597,pulse pressure ( mmhg ),C0439475;C0949236
596,aerobic activity,C0001701
596,aerobic exercise,C0001701
595,pacemaker,C0030163;C0810633;C1546728;C3275122;C3853703
595,pacemaker or icd,C0030163;C0810633;C1546728;C3275122;C3853703
595,prior pacemaker,C0030163;C0332152;C0810633;C1546728;C2826257;C3275122;C3853703
595,pacemaker — no . ( % ),C0030163;C0810633;C1546728;C3275122;C3853703
594,calcium channel,C0006685
594,calcium - channel inhibitor,C0006685;C1999216
594,calcium - channel blockerf,C0006685
594,calcium - channel blockersubgroup,C0006685
593,metreo modified intention - to - treat population §,C0032659;C0087111;C0162425;C0392747;C1257890;C1283828;C1292734;C1522326;C3889737
593,intent - to - treat population,C0032659;C0087111;C0162425;C1257890;C1283828;C1292734;C1522326;C1550453
592,bivalirudin used,C0168273
592,bivalirudin ( n = nmbr ),C0168273
592,bivalirudin used during pci,C0168273
592,bivalirudin ( n = nmbr,C0168273
592,bivalirudin alone ( n = nmbr ),C0168273;C0205171;C0439044;C0679994
592,bivalirudin only,C0168273;C0205171;C1720467
592,bivalirudin,C0168273
591,ls mean ± se,C0023668;C0036919;C0444504;C2347634;C2348143
591,ls mean change ( se ),C0023668;C0036919;C0392747;C0443172;C0444504;C1705241;C2347634;C2348143;C4319952
591,ls mean difference ( se ),C0023668;C0036919;C0444504;C1705241;C1705242;C2347634;C2348143
591,ipss ( ls mean ± se ),C0023668;C0036919;C0444504;C1019118;C1998280;C2347634;C2348143;C2827405;C3811063
591,ls mean ( se ),C0023668;C0036919;C0444504;C2347634;C2348143
591,mean ± se ) bii ( ls mean ± se ),C0023668;C0036919;C0444504;C1413059;C2347634;C2348143
591,ls mean difference ( se ) vs placebo,C0023668;C0036919;C0444504;C1705241;C1705242;C2347634;C2348143
590,prior lipid - lowering agent use,C0042153;C0086440;C0332152;C0457083;C1947944;C2826257
590,any lipid - lowering agent use,C0042153;C0086440;C0457083;C1947944
589,cardiac rhythm disorder at baseline yes,C0168634;C0264886;C1442488;C1549445;C1705108;C1710701
589,cardiac rhythm disorder at baseline no,C0168634;C0264886;C1442488
588,anti platelet therapy,C0005821;C0039798;C0087111;C1363945
588,high on - treatment platelet reactivity *,C0005821;C0039798;C0087111;C0205250;C0443286;C1299351;C1522326;C1533734;C1705169;C2700149;C3538994;C3887512;C3887704;C3889660;C4321237;C4522209
588,anti - platelet therapy,C0005821;C0039798;C0087111;C1363945
587,bdi focal score,C0006448;C0205234;C0449820;C0451022;C3714938;C3889415;C4050231
587,mean bdi focal score ( sd ),C0006448;C0205234;C0451022;C2699239;C3533236;C3714938;C3889415
587,bdi focal scorenmbr,C0006448;C0205234;C0449820;C0451022;C3714938;C3889415;C4050231
586,conventional synthetic dmard use at baseline,C0042153;C0168634;C0242708;C0439858;C0457083;C1442488;C1883254;C1947944
586,baseline dmard use,C0042153;C0168634;C0242708;C0457083;C1442488;C1947944
585,age — yr age group — no . ( % ),C0027362;C0439234;C2348001
585,age group 一 ％,C0027362;C2348001
585,age group ( ≥ nmbr ) — no . ( % ),C0027362;C2348001
585,mean — yr age group — no . ( % ),C0027362;C0439234;C0444504;C2347634;C2348001;C2348143
585,age group nmbr,C0027362;C2348001
585,age groups,C0027362
585,p between age groups,C0001779;C0027362;C0369773;C0441849;C1959644;C2603361
585,severe ( ipss > nmbr ) age group,C0027362;C0205082;C1019118;C1998280;C2348001;C2827405;C3811063;C4050465;C4050466
585,age group,C0027362;C2348001
585,age group — no . ( % ),C0027362;C2348001
585,p value for interaction ( age groups ) *,C0027362;C1704675;C1709380
584,drug - eluting stent implanted ( at least one ),C1322815
584,drug - eluting stent — no . ( % ),C1322815
584,received drug - eluting stent,C1322815;C1514756
584,non - drug - eluting stent,C1322815;C1518422
584,drug - eluting stent implanted,C1322815
584,drug - eluting stent implanted — no . ( % ),C1322815
584,drug - eluting stent,C1322815
584,drug eluting stent,C1322815
584,at least one drug - eluting stent,C0205447;C1322815
583,north america ( plus australia and new zealand ),C0004340;C0028405;C0332287
583,north america plus australia and new zealand,C0004340;C0028405;C0332287
582,rerapamil - sr strategy ( n = nmbr ),C0679199;C0753208;C1709991;C3813610;C3890900;C3891546
582,sr ii b nmbr - cjl nmbr,C0753208;C1709991;C1710602;C3813610;C3890900;C3891546;C4082587
581,tiotropium + olodaterol nmbr . nmbr / nmbr mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4032878;C4321396;C4521761
581,tiotropium / olodaterol nmbr / nmbr mg ( n = nmbr ),C0024671;C0026410;C0439269;C1960952;C2346927;C4032878;C4321396;C4521761
581,tiotropium / olodaterol nmbr / nmbr mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4032878;C4321396;C4521761
581,tiotropium + olodaterol nmbr / nmbr mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4032878;C4321396;C4521761
