cluster,concept,cuis
142,alcohol use ( > nmbr drink / wk ),C0001948;C0042153;C0053917;C0332174;C0439230;C0452428;C0457083;C0556297;C1334884;C1947944
142,> nmbr servings / wk ( n = nmbr ),C0053917;C0332174;C0439230;C1334884;C1519269
141,rf positive  n ( % ),C0035448;C0201660;C0439178;C0748398;C1446409;C1514241;C1547111;C2825490;C3812269
141,rf positive  %,C0035448;C0201660;C0439178;C0748398;C1446409;C1514241;C1547111;C2825490;C3812269
140,medical history — no . / total no . ( % ),C0262926;C1704706
140,medical history and risk factors — no . ( % ),C0262926;C1704706
140,medical history,C0262926;C1704706
139,therapy ( asa nmbr / placebo nmbr ),C0004057;C0032042;C0039798;C0053917;C0087111;C1334884;C1363945;C1696465;C1706408;C3853627
139,therapy ( asa nmbr  nmbr / placebo nmbr ),C0004057;C0032042;C0039798;C0053917;C0087111;C1334884;C1363945;C1696465;C1706408;C3853627
138,primary pci ( n = nmbr ),C0053917;C0205225;C0439612;C0439631;C1334884;C4049621
138,primary ep ( cvd / mi / ri ),C0007222;C0035487;C0205225;C0439612;C0439631;C1826843;C1880476;C3810814;C4321526
138,primary + gusto severe bleeding,C0019080;C0205082;C0205225;C0439612;C0439631;C4050465;C4050466
138,primary + gusto moderate or severe bleeding,C0205225;C0439612;C0439631
138,fibrinolysis primary pci ( n = nmbr ) ( n = nmbr ) no . of patients / total no . ( % ),C0016017;C0053917;C0205225;C0439612;C0439631;C1305868;C1334884;C4049621
137,type nmbr diabetes duration  mean ( sd )  years,C0053917;C0439234;C0444504;C0449238;C1320657;C1334884;C2347634;C2348143;C2699239;C2926735
137,psoriasis duration  mean ± sd  years,C0033860;C0439234;C0444504;C0449238;C2347634;C2348143;C2699239;C2926735
137,mean ± s . d . duration of diabetes  years,C0011847;C0011849;C0439234;C0444504;C0449238;C2347634;C2348143;C2926735
137,mean ( sd ) duration of smoking  pack years,C0037369;C0444504;C0449238;C0453996;C1277691;C1881674;C2347634;C2348143;C2699239;C2926735
137,duration  mean ( sd )  years,C0439234;C0444504;C0449238;C2347634;C2348143;C2699239;C2926735
136,metformin dose  mg,C0024671;C0025598;C0026410;C0178602;C0439269;C0869039;C1114758;C1960952;C2346927;C4321396;C4521761
136,concomitant atorvastatin dose  mg,C0024671;C0026410;C0178602;C0286651;C0439269;C0521115;C0869039;C1114758;C1960952;C2346927;C4321396;C4521761
135,selected medications — no . ( % ),C0013227;C0802604;C1707391;C2598133;C4284232
135,selected baseline medications,C0013227;C0168634;C0802604;C1442488;C1707391;C2598133;C4284232
135,prior medications,C0013227;C0332152;C0802604;C2598133;C2826257;C4284232
135,previous medications  n ( % ),C0013227;C0205156;C0802604;C1552607;C2598133;C4284232
135,periprocedural medications — no . / total no . ( % ),C0013227;C0802604;C2598133;C4284232
135,periprocedural medications — no . / total no .,C0013227;C0802604;C2598133;C4284232
135,medications at randomization,C0013227;C0034656;C0802604;C2598133;C4284232
135,diastolic blood pressure ( mm hg ) medications,C0013227;C0428883;C0439475;C0802604;C1305849;C2598133;C4284232
135,concomitant medications for ulcerative colitis — no . ( % ),C0009324;C0013227;C0521115;C0802604;C2598133;C4284232
134,standard control ( n = nmbr ) no . of patients ( percent ),C0053917;C0243148;C1334884;C1442989;C1550141;C1882979;C2587213;C2828392;C3274648;C4553389
134,intensive control,C0162425;C0243148;C0522510;C1283828;C1550141;C1550453;C1882979;C2587213;C3274648;C4553389
134,control group ( n = nmbr ),C0053917;C0243148;C0441848;C1334884;C1550141;C1882979;C2587213;C3274648;C4553389
134,control baseline ( n - nmbr ),C0053917;C0168634;C0243148;C1334884;C1442488;C1550141;C1882979;C2587213;C3274648;C4553389
134,( % ) control ( nmbr ),C0053917;C0243148;C1334884;C1550141;C1882979;C2587213;C3274648;C4553389
133,established ascvd or > nmbr cv risk factors,C0443211;C1272684;C3665365
133,established ascvd,C0443211;C1272684;C3665365
133,established,C0443211;C1272684
132,vents / patients,C0030705
132,total comparators  patients with events / total patients,C0030705;C0439175;C0439810;C0441471;C1707454;C3541888;C4553389;C4553390
132,subset of patients on metformin,C0030705;C1515021
132,scr  gmol / l,C1539487;C4050416
132,rosuvastatin of patients ( rate ),C0030705;C0871208;C0965129;C1521828
132,rhabdomyolysis  myopathy  or myalgia with ck elevation > nmbrx uln,C0026848;C0035410;C4552660
132,receiving concomitant nsaids and / or cox - nmbr inhibitors,C1514756
132,received an oral aha within nmbr weeks prior to screening,C1514756
132,preoperative blood pressure ( mm hg ) patients fulfilling eligibility criteria,C0005823;C0030705;C0439475;C0445204;C1271104;C1272641
132,patients without ra  as  or psa ( n = nmbr  nmbr ),C0030705;C3538806;C4048756
132,patients with diabetic nephropathy,C0011881;C0030705;C1442864
132,patients treated with insulin,C0030705
132,patients treated for > nmbr weeks ( % ),C0030705
132,patients receiving corticosteroids at baseline,C0030705
132,patients not receiving corticosteroids at baseline,C0030705
132,orthostatic hypotension,C0020651
132,oral medications,C0304289
132,number of events / patients,C0030705;C0441471;C2360800;C3541888;C4330837
132,no . of patients / total no . ( % ),C0030705
132,mild or moderate copd,C2945599
132,micro - / macro - albuminuria  ckd and / or retinopathy,C0001925;C0085672;C1553035;C1561643;C2984010;C3811161;C4049106
132,measurements,C0242485
132,laboratory measurements,C0681902
132,intravenous vasodilators ( % ),C0443081
132,interval pain onset to admission,C0184666;C0809949;C1272706;C1507009;C1552654;C1552713
132,intense physical activity,C0015259;C0026606;C0522510
132,indian ( indian subcontinent ),C0454693
132,history of congestive heart failure,C0455531;C0742742
132,hbanmbrc in patients with baseline hbanmbrc > nmbr % to < nmbr % ( > nmbr to < nmbr mmol / mol )  % [mmol / mol]  la  n baseline ( sd ) adjusted mean change ( nmbr % ci ) placebo subtracted change ( se ),C0030705
132,gender  % of patients,C0030705;C0079399;C1522384
132,education  high school or higher,C0683862
132,distal anastomosis ( % ),C0448964
132,diltiazem or verapamil,C0012373
132,current smoker : ex - smoker ( % ),C3173209;C3241966
132,coumadin,C0699129
132,clinical criterianmbr,C0205210
132,balloon angioplasty plus abciximab,C0002996;C0002997;C0288672;C0332287
132,atorvastatin  n ( % ),C0286651
132,antihypertensive drug  %,C0003364
132,anti - cholinergics ( short - acting ) a,C0242896
132,anti - cholinergics ( long - acting ),C0242896
132,all randomized patients ( range ),C0030705;C0034656;C1514721;C2348147;C3542016;C3815594
132,after bronchodilation,C1371299;C3537072
131,steroid use at baseline  n ( % ),C0168634;C0281991;C1442488
131,steroid use at baseline,C0168634;C0281991;C1442488
131,statin use at baseline,C0042153;C0168634;C0360714;C0457083;C1442488;C1947944
131,receptor blockers  n ( % ) baseline lipid and apolipoprotein levels,C0023779;C0168634;C0597357;C1442488
131,randomisation visit ( baseline ),C0034656;C0168634;C0545082;C1442488;C1512346;C2826704
131,post - bronchodilator fevnmbr  reversibility percentage of baseline value,C0168634;C0439165;C0449261;C1442488;C1522609;C1549488;C1561533;C2599594
131,planned thienopyridine at baseline,C0168634;C1120149;C1301732;C1442488
131,metabolic syndromenmbr baseline lipids  mg / dl,C0023779;C0168634;C0311400;C0439269;C1442488;C1524026;C2707259
131,medication use at baseline — no . ( % ),C0168634;C0240320;C1442488
131,low - dose aspirin use at baseline yes,C0042153;C0168634;C0457083;C1442488;C1549445;C1705108;C1710701;C1947944;C2608320
131,ldl cholesterol at baseline ( mmol / l ) * ldl cholesterol at screening,C0023824;C0168634;C0202117;C1442488;C1532563
131,hbanmbrc distribution at baseline  n ( % ),C0168634;C0520511;C1442488;C1704711
131,hbanmbrc at baseline  %,C0168634;C1442488
131,geometric mean of baseline,C0168634;C1442488;C2986759
131,fev  at baseline,C0168634;C1442488;C3714541
131,ccv history / condition at baseline,C0168634;C0683519;C1442488
131,bdi total score ( baseline ),C0006448;C0168634;C0451022;C1442488;C2964552;C3714938;C3889415
131,baseline tobacco use,C0040335;C0168634;C0543414;C0841002;C1442488;C3853727
131,baseline systolic bp,C0168634;C0871470;C1442488
131,baseline statin usec,C0168634;C0360714;C0439224;C1442488
131,baseline sitosterol,C0037215;C0168634;C0220914;C1442488
131,baseline sgrq score,C0168634;C1442488
131,baseline scales  median ( range ),C0168634;C1442488
131,baseline post - bronchodilator % predicted fev  < nmbr %,C0168634;C1442488
131,baseline nihss score ( % ) #,C0168634;C1442488;C1697238
131,baseline nihss score  median ( range ),C0168634;C1442488;C1697238
131,baseline medical therapy,C0168634;C0418981;C1442488
131,baseline ldl cholesterol,C0023824;C0168634;C0202117;C1442488
131,baseline killip class,C0168634;C1442488;C1881332
131,baseline ics use  n ( % ),C0168634;C0815320;C1442488;C4551720
131,baseline heart rate,C0018810;C0168634;C1442488
131,baseline hb < nmbr g nmbr nmbr n = nmbr,C0053917;C0062408;C0168634;C0439267;C1334884;C1442488
131,baseline fvc  l,C0168634;C1442488;C3714541
131,baseline fpg ,C0168634;C1442488
131,baseline fev  ( l ),C0168634;C1442488;C3714541
131,baseline ezetimibe usec,C0168634;C0439224;C1142985;C1442488
131,baseline ecrcl,C0168634;C1442488
131,baseline disease and quality - of - life scores,C0012634;C0168634;C1442488
131,baseline diabetes,C0011847;C0011849;C0168634;C1442488
131,baseline corticosteroids *,C0001617;C0168634;C1442488;C3539185;C3540725;C3540726;C3540727
131,baseline cardiovascular medication  c n ( % ),C0007220;C0168634;C1442488
131,baseline cardiac biomarkers elevated,C0168634;C1442488;C2735101;C2735102
131,baseline cardiac biomarkers,C0168634;C1442488;C2735101;C2735102
131,baseline / concomitant therapies,C0168634;C1442488;C1707479
131,available baseline blood specimen n,C0168634;C0178913;C0470187;C1442488
130,non - hdl - c in nmbr classes,C0053917;C0456387;C1334884;C1518422;C1518526;C1705943;C3715113;C4019422
130,claudication ( fontaine class > nmbr ),C0021775;C0053917;C0311395;C0456387;C1334884;C1456822;C1518526;C1705943
130,class l / ll heart failure,C0456387;C1518526;C1705943
130,calculated ldl - c in nmbr classes,C0053917;C0444686;C0456387;C1334884;C1441506;C1518526;C1705943;C4019422
130,angina class at baseline,C0002962;C0168634;C0456387;C1442488;C1518526;C1705943
130,acc / aha lesion class bnmbr or c  n ( % ),C0221198;C0456387;C1518526;C1546698;C1705943;C4072694
129,time from onset of pain to randomization  median ( iqr )  h,C0030193;C0449244;C0518090;C1962977;C2984058;C4085210;C4085211;C4085212;C4553004;C4554132
129,psoriatic arthritis pain],C0003872;C0030193;C0518090;C1962977;C2984058;C4085210;C4085211;C4085212;C4317006;C4553004;C4554132
128,health state index score  uk algorithm,C0002045;C0041700;C0449820;C0600653;C0683314;C0918012;C1552854;C1553907;C1637833;C2986546;C4050231
127,patient history of disease n ( % ),C0030705;C0683519;C0730226;C0850708;C0944983
127,patient history of disease,C0030705;C0683519;C0730226;C0850708;C0944983
127,history of peripheral artery disease,C0489868;C0683519;C0730226;C0850708;C0944983
127,history of peripheral arterial disease ( % ),C0003842;C0205100;C0221464;C0683519;C0730226;C0850708;C0944983
127,history of microvascular disease — no . ( % ),C0443258;C0683519;C0730226;C0850708;C0944983
126,difference ( tiotropium - placebo ) ml ( nmbr % ci ),C0008107;C0032042;C0053917;C0213771;C0439526;C1334884;C1696465;C1705224;C1705241;C1705242;C1706408;C3259781;C3887665
125,potassium - sparing at last follow - up,C0032821;C0202194;C0304475;C0589120;C0597277;C1522577;C1704685;C3274571;C3714637
125,potassium - sparing at enrollment,C0032821;C0202194;C0304475;C0597277;C1516879;C1696073;C3714637;C3888021
125,potassium,C0032821;C0202194;C0304475;C0597277;C3714637
124,other lipid - modifying drug use at study entry  n ( % ),C0013175;C0013227;C0023779;C0042153;C0242510;C0392747;C0457083;C0557651;C0869040;C1254351;C1705654;C1947944;C2603343
123,weight ( range ) ( kg ),C0005910;C0022718;C0043100;C0439209;C1305866;C1514721;C1705104;C2348147;C3542016;C4054209
123,weight  mean ± sd ( kg ),C0005910;C0022718;C0043100;C0439209;C0444504;C1305866;C1705104;C2347634;C2348143;C2699239;C4054209
123,mean weight  kg ( sd ),C0005910;C0022718;C0043100;C0439209;C0444504;C1305866;C1705104;C2347634;C2348143;C2699239;C4054209
122,percent change,C0392747;C0439165;C0443172;C1705241;C4319952
122,change in sbp ( nmbr months ),C0053917;C0085805;C0392747;C0439231;C0443172;C1334884;C1705241;C4319952
122,change in nt - probnp at nmbr months ( log - transformed ),C0392747;C0443172;C0669479;C0754710;C1705241;C4319952
122,change from baseline in hbanmbrc ( % ),C0168634;C0392747;C0443172;C1442488;C1705241;C4319952
122,change from baseline in dasnmbr - esr  meannmbr sd,C0168634;C0392747;C0443172;C1442488;C1705241;C4319952
122,change from baseline  adjusted mean ( nmbr % ci )  %,C0168634;C0392747;C0443172;C1442488;C1705241;C4319952
121,central / eastern europe and russia hr ( nmbr % cl ),C0015177;C0205099;C0682369;C1707877;C1879652
121,central / eastern europe / russia,C0015177;C0035970;C0205099;C0682369;C1707877;C1879652
120,joint damage outcomes ( mitt population ),C0010957;C0022417;C0032659;C0392905;C1257890;C1274040;C1706309;C1883709
119,current ( nmbr + cigs / day ),C0053917;C0332173;C0439228;C0439505;C0521116;C1334884;C1570610;C1705970
119,current (  nmbr cigs / day ),C0053917;C0332173;C0439228;C0439505;C0521116;C1334884;C1570610;C1705970
118,presence of mets,C0150312;C0392148;C0812270;C1705694;C2939420;C3854307
118,presence of dactylitis  n ( % ),C0150312;C0239161;C0392148;C3854307
118,mets w / o tnmbrdm,C0812270;C1705694;C2939420
117,race or ethnic group ( % ),C0034510;C1706779;C3853635
117,race or ethnic group,C0034510;C1706779;C3853635
117,race and ss at baseline,C0034510;C1706779;C3853635
117,race / ethnicity  %,C0015031;C0034510;C0243103;C1706779;C3853635
117,race - non - white ( n = nmbr  nmbr ),C0034510;C1706779;C3853635
117,race  white  n ( % ),C0034510;C1706779;C3853635
117,female race / ethnicity,C0015031;C0034510;C0043210;C0086287;C0243103;C1705497;C1705498;C1706779;C3853635
116,mean ± sd bmi  kg / mnmbr,C0022718;C0439209;C0444504;C0578022;C2347634;C2348143;C2699239;C4054209
116,mean ( sd ) body mass index  kg / mnmbr,C0005893;C0022718;C0439209;C0444504;C0578022;C1305855;C2347634;C2348143;C2699239;C4054209
116,body mass index ( kg / mnmbr ) - mean ± sd,C0005893;C0022718;C0439209;C0444504;C0578022;C1305855;C2347634;C2348143;C2699239;C4054209
115,biomarker low ( periostin < nmbr ng / ml or blood eosinophils < nmbr cells per pl )  na,C0005516;C0053917;C0205251;C0219433;C0439275;C1334884;C1424662;C1550472;C3812270;C3890211;C4048187;C4321351;C4522223
114,copd severity : severe / very severe,C0024117;C0439793;C0442824;C0522510;C1412502;C2984081;C3714496
114,copd severity ( gold stage ),C0018026;C0024117;C0205390;C0439793;C0522510;C1300072;C1304897;C1306673;C1412502;C3714496
114,copd or asthma,C0024117;C1412502;C3714496
114,copd - rosuvastatin ( n = nmbr ),C0024117;C0053917;C0965129;C1334884;C1412502;C3714496
113,severity of the disease ( gold nmbr )  n ( % ),C0018026;C0053917;C0521117;C1304897;C1334884
113,severity of copd  ( gold nmbr )  %,C0018026;C0024117;C0053917;C0439793;C0522510;C1304897;C1334884;C1412502;C3714496
113,severity of airflow limitation ( gold nmbr - nmbr )  n ( % ),C0018026;C0053917;C0231999;C0439793;C0443288;C0449295;C0522510;C1304897;C1334884
113,gold nmbr groups  n ( % ),C0018026;C0053917;C1304897;C1334884
113,gold nmbr groups,C0018026;C0053917;C1304897;C1334884
113,gold group d — no . ( % ) | |,C0018026;C0441838;C1304897
112,procedures for index event,C0025664;C0184661;C0441471;C0600653;C0918012;C1552854;C1637833;C2700391;C2986546;C3538935;C4019010
112,lv mass index ( g / mnmbr - nmbr ),C0053917;C0439267;C0455825;C0600653;C0918012;C1334884;C1552854;C1637833;C2986546
112,index event — no . ( % ),C0441471;C0600653;C0918012;C1552854;C1637833;C2986546;C4019010
112,index event asymptomatic or unconfirmed,C0441471;C0600653;C0918012;C1552854;C1637833;C2986546;C4019010
112,index event  %,C0441471;C0600653;C0918012;C1552854;C1637833;C2986546;C4019010
112,coronary angiography during the index hospital stay,C0002978;C0085532;C0428776;C0600653;C0918012;C1548829;C1552854;C1637833;C2986546;C3489408
112,angiography during index hospitalization,C0002978;C0019993;C0600653;C0918012;C1552854;C1637833;C2986546
111,years since pah diagnosis,C0439234
111,years since menopause,C0439234
111,years [range],C0439234;C1514721;C2348147;C3542016
111,worsening angina,C0002965
111,venous graft,C0042449;C0181074;C0332835;C0348013;C1961139
111,tobacco use ( % ),C0040335;C0543414;C0841002;C3853727
111,renin - angiotensin inhibitors,C0003018;C2917241;C3653375;C4521302
111,pre - bronchodilator fevnmbr ( % predicted normal ),C2599602
111,pain in extremity,C0030196;C4553007
111,outcome,C1274040
111,other antiarrhythmics^,C0003195
111,oral hypoglycemic drug,C0359086
111,non – small - cell lung cancer,C0007131;C2984258;C3539721
111,neoplasia,C0027651;C1882062
111,muscle spasms,C0037763
111,modmy al randcnxzaton,C0202311
111,menopausal status and use of hrt ( % ) y,C1513126
111,managed medically — no . / total no . ( % ),C1273870
111,low risk and fewer symptoms ( group a ),C3272281;C3538919
111,heart disease risk factors,C0741920
111,full analysis set,C0002778;C0036849;C0443225;C0936012;C1442518;C1524024;C1705195
111,formal education  years,C0439234;C0681344
111,exacerbations in the previous year,C0205156;C0439234;C0439508;C1552607;C4086268
111,efficacy,C1280519;C1707887
111,duration of disease  years,C0439234;C0872146
111,crohn ’ s disease related surgery,C0010346
111,congestive heart failure — no . ( % ) | |,C0018802
111,combined estimated gfr and albuminuria status,C0205195
111,carotid revascularization,C0581603;C0741968
111,cardiovascular history,C1880008
111,blood eosinophils count,C0014467
111,bdmard - ir,C0022065;C0022071;C1448132
111,apixaban vs . placebo,C1831808
110,indacaterol nmbr ug versus placebo,C0041573;C0053917;C0439211;C1334884;C1722260
110,indacaterol nmbr ug versus indacaterol nmbr ug,C0041573;C0053917;C0439211;C1334884;C1722260
110,indacaterol nmbr ug ( n = nmbr ),C0041573;C0053917;C0439211;C1334884;C1722260
109,sex  male / female  %,C0043210;C0086287;C0086582;C1705497;C1705498;C1706180;C1706428;C1706429
109,gender ( % ) male / female,C0043210;C0079399;C0086287;C0086582;C1522384;C1705497;C1705498;C1706180;C1706428;C1706429
108,ratio of women to men — %,C0043210;C0456603;C1547037
108,ratio of ldl to hdl,C0456603;C1547037
108,pre - bronchodilator fevnmbr / fvc ratio *,C0456603;C1547037;C2599602;C3714541
108,post - bronchodilator ratio of fevnmbr to fvc — %,C0456603;C1547037;C2599594
108,epa / aa ratio,C0282379;C0456603;C1235746;C1547037;C1882141;C4554792
107,blood pressure - lowering treatment,C0005823;C0033095;C0039798;C0087111;C0441994;C0460139;C0596197;C1271104;C1272641;C1306345;C1522326;C1533734;C1705169;C2003888;C3538994;C3887704;C4284008
106,normal troponin,C0041199;C0205307;C0231683;C0439166;C2347086;C4553972
106,normal fasting glucose level ( n = nmbr ),C0015663;C0053917;C0202045;C0205307;C0231683;C0439166;C0522082;C1334884;C2347086;C4553972
106,normal / mild ckd,C0205307;C0231683;C0439166;C1561643;C2347086;C2945599;C4553972
105,median fasting insulin ( iqr ) — pu per milliliter,C0015663;C0018387;C0021641;C0439242;C0549183;C0876920;C1533581;C1579433;C2347635;C2348144;C2939193;C3714501
105,median ( qnmbr : qnmbr ) total daily insulin dosenmbr,C0021641;C0332173;C0439175;C0439810;C0549183;C0876920;C1533581;C1579433;C2347635;C2348144;C2939193;C3714501
105,median ( qnmbr : qnmbr ) duration of insulin use  years,C0021641;C0439234;C0549183;C0876920;C1533581;C1579433;C1881378;C2347635;C2348144;C2826775;C2939193;C3714501
104,total score on the sgrq - c  i ,C0021966;C0221138;C2964552;C3826872
104,ace - i or arb use,C0021966;C0221138;C1452534;C4284014
104,ace - i / arb  ( % ),C0021966;C0221138;C1452534;C3888198;C4284014
103,subjects randomized,C0681850;C1550501;C1706203;C2349001;C2697811
103,number of subjects,C0237753;C0449788;C0681850;C1550501;C1706203;C2349001;C2697811
102,risk factors  %,C0035648;C1553898
102,psychosocial risk factors,C0033963;C0035647;C0035648;C0542298;C1458132;C1553898;C4552904
102,no . of risk factors ( % ) | |,C0035648;C1553898
101,psoriasis duration  yrs *,C0033860;C0449238;C2926735
101,extended - duration enoxaparin  n / n ( % ),C0206460;C0231448;C0231449;C0439792;C0449238;C2926735
101,duration of tnmbrdm ( % ),C0449238;C2926735
101,duration of tnmbrdm  y,C0449238;C2926735
101,duration of tnmbrdm,C0449238;C2926735
101,duration of study - drug infusion,C0392877;C0449238;C0557651;C2603343;C2926735
101,duration of ra ( time from symptom onset )  years,C0040223;C0449238;C2926735;C3538806;C3541383;C4048756
101,duration of morning,C0332170;C0449238;C2926735
101,duration of infusion — hr,C0449238;C0574032;C1827465;C2926735
101,duration of diabetes mellitus  y,C0011849;C0449238;C2926735
101,duration of crohn ' s disease ( yrs ),C0010346;C0449238;C2926735
101,diabetes duration ( known )  % of patients,C0011847;C0011849;C0449238;C2926735
100,tofacitinib nmbr mg two times a day,C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C2346927;C2930696;C4321396;C4521761
100,tofacitinib nmbr mg twice daily n = nmbr,C0024671;C0026410;C0053917;C0439269;C0585361;C1334884;C1960952;C2346927;C2930696;C4321396;C4521761
100,tofacitinib nmbr mg bid [n = nmbr |,C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C2346927;C2930696;C4321396;C4521761
100,tofacitinib  nmbr mg ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C2346927;C2930696;C4321396;C4521761
100,ticagrelor nmbr mg vs . placebo hr ( nmbr % ci ),C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C1999375;C2346927;C4321396;C4521761
100,ticagrelor nmbr mg nmbr yr km %,C0024671;C0026410;C0053917;C0439234;C0439269;C1334884;C1960952;C1999375;C2346927;C3887676;C4321396;C4521761
100,ticagrelor  nmbr mg ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C1999375;C2346927;C4321396;C4521761
100,sfc nmbr / nmbr mg twice daily ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C0585361;C1334884;C1960952;C2346927;C4321396;C4521536;C4521761
100,saxagliptin nmbr . nmbr mg ( n = nmbr  nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1611934;C1960952;C2346927;C4321396;C4521761
100,rivaroxaban nmbr mg,C0024671;C0026410;C0053917;C0439269;C1334884;C1739768;C1960952;C2346927;C4321396;C4521761
100,placebo secukinumab nmbr mg,C0024671;C0026410;C0032042;C0053917;C0439269;C1334884;C1696465;C1706408;C1960952;C2346927;C3179547;C4321396;C4521761
100,nmbr mg cohort,C0009247;C0024671;C0026410;C0053917;C0439269;C0599755;C1334884;C1960952;C2346927;C4321396;C4521761
100,nmbr mg clopidogrel load,C0024671;C0026410;C0053917;C0070166;C0439269;C1334884;C1550025;C1704782;C1708715;C1960952;C2346927;C4321396;C4521761
100,mtx exposure ( mg / week ),C0024671;C0025677;C0026410;C0274281;C0332157;C0332174;C0439230;C0439269;C1417487;C1960952;C2346927;C4321396;C4521761
100,mepolizumab  nmbr mg ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C0969324;C1334884;C1960952;C2346927;C4321396;C4521761
100,liraglutide nmbr . nmbr mg ls means ( n ),C0023668;C0024671;C0026410;C0053917;C0439269;C1334884;C1456408;C1704970;C1960952;C2346927;C4321396;C4521761
100,intended clopidogrel dose nmbr mg,C0024671;C0026410;C0053917;C0070166;C0178602;C0439269;C0869039;C1114758;C1283828;C1334884;C1551357;C1960952;C2346927;C4321396;C4521761
100,indacaterol nmbr mg[n z nmbr],C0024671;C0026410;C0053917;C0439269;C1334884;C1722260;C1960952;C2346927;C4321396;C4521761
100,high - sensitivity crp — mg / liter | |,C0024671;C0026410;C0439269;C0475211;C1441604;C1960952;C2346927;C3890735;C4048285;C4321396;C4521761
100,glycopyrronium nmbr mg ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C2346927;C3814772;C4321396;C4521761
100,ezetimibe nmbr mg + statin ( n = nmbr  nmbr ),C0024671;C0026410;C0053917;C0360714;C0439269;C1142985;C1334884;C1960952;C2346927;C4321396;C4521761
100,ezetimibe / simvastatin nmbr / nmbr mg ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1532737;C1960952;C2346927;C4321396;C4521761
100,eze / simva nmbr / nmbr mg ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C2346927;C4321396;C4521761
100,etoricoxib nmbr mg n = nmbr n ( % ),C0024671;C0026410;C0053917;C0439269;C0972314;C1334884;C1960952;C2346927;C4321396;C4521761
100,czp nmbr mg ( n nmbr nmbr ),C0024671;C0026410;C0053917;C0054841;C0439269;C1334884;C1861828;C1872109;C1960952;C2346927;C4321396;C4521761
100,czp nmbr mg  % ( n / n ),C0024671;C0026410;C0053917;C0054841;C0439269;C1334884;C1861828;C1872109;C1960952;C2346927;C4321396;C4521761
100,benralizumab nmbr mg qnmbrw ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C2346927;C2982078;C4321396;C4521761
100,baricitinib  nmbr mg daily ( n = nmbr ),C0024671;C0026410;C0053917;C0332173;C0439269;C1334884;C1960952;C2346927;C4044947;C4321396;C4521761
100,atv nmbr mg study protocol,C0024671;C0026410;C0053917;C0210243;C0439269;C0674679;C1145759;C1334862;C1334884;C1507394;C1960952;C2346927;C2348563;C2599718;C4321396;C4521761
100,atorvastatin ls means difference nmbr mg ( nmbr % ci ) a ( n = nmbr ),C0008107;C0023668;C0024671;C0026410;C0053917;C0286651;C0439269;C1334884;C1704970;C1705241;C1705242;C1960952;C2346927;C3259781;C4321396;C4521761
100,aspirin use ( > nmbr mg ),C0004057;C0024671;C0026410;C0042153;C0053917;C0439269;C0457083;C1334884;C1947944;C1960952;C2346927;C4321396;C4521761
100,apremilast nmbr mg bid n = nmbr,C0024671;C0026410;C0053917;C0439269;C1334884;C1678805;C1960952;C2346927;C4321396;C4521761
100,apixaban  nmbr . nmbr mg,C0024671;C0026410;C0053917;C0439269;C1334884;C1831808;C1960952;C2346927;C4321396;C4521761
100,amlodipine / valsartan nmbr / nmbr mg / v = nmbr,C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C1962523;C2346927;C4321396;C4521761
100,aml / val nmbr / nmbr mg,C0023465;C0023467;C0024671;C0026410;C0042285;C0053917;C0439269;C0523975;C1334884;C1960952;C2346927;C4321396;C4521761
99,uric acid ( mg / dl ),C0041980;C0439269
99,serum uric acid ( mg / dl ),C0439269;C0455272;C0700634
99,low density lipoprotein cholesterol  mg / dl * *,C0023824;C0439269
99,low - density lipoprotein cholesterol  mg / dl,C0023824;C0439269
99,low - density lipoprotein cholesterol  %,C0023824
99,lipoprotein ( a ) ( mg / dl ),C0065058;C0125953;C0439269;C1096202;C1439335
99,lipid levels — mg / dl,C0428460;C0439269
99,ldl cholesterol — mg / dl | |,C0023824;C0202117;C0439269
99,high density lipoprotein cholesterol  mg / dl^,C0023822;C0439269
99,fc - ldl - c  mg / dl,C0439269;C2983605
99,fasting blood glucose ( mg / dl ),C0428568;C0439269;C1261430
99,blood urea nitrogen ( mg / dl ),C0005845;C0439269;C0600137
98,medical conditions  no . ( % ),C0012634;C0199168;C0205476;C0348080;C1705253;C3864998
98,currentother ( notpredefined ) medical conditions,C0012634;C0199168;C0205476;C0348080;C1705253;C3864998
97,previous myocardial infarction — no . ( % ),C0027051;C0205156;C0428953;C1552607;C2926063;C3810814;C4552959
97,previous myocardial infarction ( % ),C0027051;C0205156;C0428953;C1552607;C2926063;C3810814;C4552959
97,non - fatal myocardial infarction,C0027051;C0428953;C1302234;C1518422;C1705232;C2926063;C3810814;C4552959
