nct_id;mesh_broad_label;pmid
NCT00000542;Diabetes Mellitus;23194494
NCT00000542;Diabetes Mellitus;22490878
NCT00000542;Diabetes Mellitus;22470539
NCT00000542;Diabetes Mellitus;22431578
NCT00000542;Diabetes Mellitus;22396585
NCT00000542;Diabetes Mellitus;22235820
NCT00000542;Diabetes Mellitus;21969009
NCT00000542;Diabetes Mellitus;19926008
NCT00000542;Diabetes Mellitus;19001024
NCT00000542;Diabetes Mellitus;18676075
NCT00000542;Diabetes Mellitus;18227370
NCT00000542;Diabetes Mellitus;18000186
NCT00000542;Diabetes Mellitus;17846352
NCT00000542;Diabetes Mellitus;16651474
NCT00035451;Arrhythmias, Cardiac;NA
NCT00039026;Diabetes Mellitus, Type 2;15504997
NCT00039026;Diabetes Mellitus, Type 2;22913891
NCT00039026;Diabetes Mellitus, Type 2;22236356
NCT00064415;Lung Diseases, Obstructive;NA
NCT00064415;Lung Diseases, Obstructive;NA
NCT00092066;Osteoporosis;NA
NCT00092144;Lung Diseases, Obstructive;16440534
NCT00092365;Arthritis;16393445
NCT00094757;Diabetes Mellitus, Type 2;17001471
NCT00095394;Hypertension;NA
NCT00120900;Arthritis;NA
NCT00121966;Diabetes Mellitus, Type 2;24135389
NCT00129805;Stroke;NA
NCT00132418;Arthritis;17470434
NCT00136799;Hyperlipidemias;NA
NCT00141141;Hyperlipidemias;NA
NCT00145236;Hypertension;NA
NCT00154271;Hypertension;18498915
NCT00168831;Lung Diseases, Obstructive;25496316
NCT00168831;Lung Diseases, Obstructive;21814460
NCT00174330;Hypertension;NA
NCT00184600;Diabetes Mellitus, Type 2;NA
NCT00195663;Arthritis;27338778
NCT00195663;Arthritis;25994819
NCT00195663;Arthritis;25073879
NCT00195663;Arthritis;24293583
NCT00195663;Arthritis;24241487
NCT00195663;Arthritis;22915617
NCT00195663;Arthritis;22045836
NCT00195663;Arthritis;30076156
NCT00195663;Arthritis;29955381
NCT00219037;Hypertension;22035463
NCT00240448;Hypertension;NA
NCT00251745;Esophageal Diseases;19735233
NCT00252863;Lung Diseases, Obstructive;NA
NCT00255151;Esophageal Diseases;19681809
NCT00264550;Arthritis;27803138
NCT00264550;Arthritis;30412238
NCT00264550;Arthritis;27696724
NCT00264550;Arthritis;28606966
NCT00264550;Arthritis;24757132
NCT00264550;Arthritis;23678153
NCT00264550;Arthritis;22505702
NCT00264550;Arthritis;21083889
NCT00268632;Osteoporosis;17244788
NCT00274274;Diabetes Mellitus, Type 2;NA
NCT00274599;Hypertension;NA
NCT00299130;Arthritis;20488885
NCT00299130;Arthritis;22127691
NCT00361894;Embolism and Thrombosis;NA
NCT00366938;Arthritis;17266764
NCT00367211;Arthritis;NA
NCT00367211;Arthritis;NA
NCT00367211;Arthritis;NA
NCT00381472;Parkinson Disease;99999999
NCT00381472;Parkinson Disease;21687750
NCT00381472;Parkinson Disease;21699627
NCT00381472;Parkinson Disease;17404192
NCT00383929;Hypertension;NA
NCT00386139;Hypertension;19203020
NCT00393705;Diabetes Mellitus, Type 2;NA
NCT00393952;Lung Diseases, Obstructive;NA
NCT00395343;Diabetes Mellitus, Type 2;20092585
NCT00403767;Embolism and Thrombosis;NA
NCT00403767;Stroke;NA
NCT00403767;Arrhythmias, Cardiac;NA
NCT00408187;Psoriasis;15371668
NCT00408187;Psoriasis;14672749
NCT00408187;Psoriasis;11250240
NCT00408187;Psoriasis;16488299
NCT00439855;Myocardial Ischemia;NA
NCT00452530;Embolism and Thrombosis;NA
NCT00452530;Embolism and Thrombosis;NA
NCT00466167;Parkinson Disease;NA
NCT00479362;Embolism and Thrombosis;NA
NCT00479362;Embolism and Thrombosis;NA
NCT00497237;Lung Diseases, Obstructive;NA
NCT00510952;Diabetes Mellitus, Type 2;NA
NCT00518882;Diabetes Mellitus, Type 2;NA
NCT00541489;Arthritis;20722026
NCT00549549;Arthritis;NA
NCT00558259;Embolism and Thrombosis;24081972
NCT00558259;Embolism and Thrombosis;23425163
NCT00591773;Hypertension;30175930
NCT00634400;Heart Failure;29431256
NCT00634400;Heart Failure;25326006
NCT00634400;Heart Failure;24874200
NCT00634400;Heart Failure;22093207
NCT00634400;Heart Failure;19196892
NCT00635505;Lung Diseases, Obstructive;NA
NCT00640991;Myocardial Ischemia, acute;NA
NCT00651651;Lung Diseases, Obstructive;22329608
NCT00654225;Hyperlipidemias;NA
NCT00654407;Hyperlipidemias;NA
NCT00657150;Embolism and Thrombosis;NA
NCT00658528;Esophageal Diseases;NA
NCT00670501;Osteoporosis;19250060
NCT00679484;Heart Failure;NA
NCT00683111;Myocardial Ischemia, acute;NA
NCT00683111;Myocardial Ischemia, acute;NA
NCT00697099;Embolism and Thrombosis;NA
NCT00699192;Hypertension;NA
NCT00705575;Hypertension;NA
NCT00747110;Inflammatory Bowel Diseases;NA
NCT00764725;Arthritis;27992691
NCT00764725;Arthritis;26958364
NCT00764725;Arthritis;26420684
NCT00764725;Arthritis;26213309
NCT00764725;Arthritis;25550338
NCT00764725;Arthritis;24812287
NCT00764725;Arthritis;24737786
NCT00764725;Arthritis;24706006
NCT00764725;Arthritis;23817631
NCT00764725;Arthritis;22464340
NCT00764725;Arthritis;21149498
NCT00764725;Arthritis;30709958
NCT00764725;Arthritis;28879052
NCT00764725;Arthritis;28879043
NCT00764725;Arthritis;27015295
NCT00782210;Lung Diseases, Obstructive;30077810
NCT00782210;Lung Diseases, Obstructive;24966672
NCT00783237;Rhinitis;16278257
NCT00792818;Arthritis;24672232
NCT00827411;Myocardial Ischemia, acute;23121439
NCT00827411;Myocardial Ischemia, acute;21167334
NCT00827411;Myocardial Ischemia, acute;26265231
NCT00827411;Myocardial Ischemia, acute;25037988
NCT00827411;Myocardial Ischemia, acute;24718568
NCT00827411;Myocardial Ischemia;23121439
NCT00827411;Myocardial Ischemia;21167334
NCT00827411;Myocardial Ischemia;26265231
NCT00827411;Myocardial Ischemia;25037988
NCT00827411;Myocardial Ischemia;24718568
NCT00838903;Diabetes Mellitus, Type 2;28683300
NCT00862641;Lung Diseases, Obstructive;22484721
NCT00862641;Myocardial Ischemia;22484721
NCT00862641;Lung Diseases, Obstructive;22484721
NCT00894387;Heart Failure;29143416
NCT00894387;Heart Failure;29044915
NCT00894387;Heart Failure;28960673
NCT00894387;Heart Failure;23478743
NCT00894387;Heart Failure;21123186
NCT01018186;Lung Diseases, Obstructive;23440247
NCT01030081;Hypertension;NA
NCT01043666;Urinary Bladder, Overactive;NA
NCT01057251;Hypertension;23332366
NCT01077362;Arthritis;30739254
NCT01077362;Arthritis;27483458
NCT01077362;Arthritis;27098404
NCT01081834;Diabetes Mellitus, Type 2;28327140
NCT01081834;Diabetes Mellitus, Type 2;28241822
NCT01081834;Diabetes Mellitus, Type 2;27977934
NCT01081834;Diabetes Mellitus, Type 2;28197834
NCT01081834;Diabetes Mellitus, Type 2;27600862
NCT01081834;Diabetes Mellitus, Type 2;26579834
NCT01081834;Diabetes Mellitus, Type 2;26373629
NCT01081834;Diabetes Mellitus, Type 2;25813214
NCT01081834;Diabetes Mellitus, Type 2;25329038
NCT01081834;Diabetes Mellitus, Type 2;24918789
NCT01081834;Diabetes Mellitus, Type 2;24742013
NCT01081834;Diabetes Mellitus, Type 2;24585202
NCT01081834;Diabetes Mellitus, Type 2;24073995
NCT01081834;Diabetes Mellitus, Type 2;26580237
NCT01081834;Diabetes Mellitus, Type 2;24517339
NCT01120691;Lung Diseases, Obstructive;24429126
NCT01121224;Atherosclerosis;29759512
NCT01137812;Diabetes Mellitus, Type 2;NA
NCT01142726;Arthritis;26865601
NCT01142726;Arthritis;25367713
NCT01142726;Arthritis;30341453
NCT01175824;Diabetes Mellitus, Type 2;27660663
NCT01175824;Diabetes Mellitus, Type 2;26934128
NCT01175824;Diabetes Mellitus, Type 2;24725616
NCT01183013;Diabetes Mellitus, Type 2;NA
NCT01204294;Diabetes Mellitus, Type 2;NA
NCT01235130;Arrhythmias, Cardiac;25277614
NCT01277822;Hypertension;NA
NCT01313676;Lung Diseases, Obstructive;29406772
NCT01313676;Lung Diseases, Obstructive;28737971
NCT01313676;Lung Diseases, Obstructive;28416587
NCT01313676;Lung Diseases, Obstructive;27203508
NCT01313676;Lung Diseases, Obstructive;23018908
NCT01313676;Lung Diseases, Obstructive;30815468
NCT01313676;Lung Diseases, Obstructive;30165984
NCT01313676;Lung Diseases, Obstructive;29348179
NCT01313676;Lung Diseases, Obstructive;28947039
NCT01313676;Lung Diseases, Obstructive;27767328
NCT01318083;Diabetes Mellitus, Type 2;24843617
NCT01340768;Diabetes Mellitus, Type 2;NA
NCT01392326;Psoriasis;27169431
NCT01392326;Psoriasis;26422723
NCT01392326;Psoriasis;27696786
NCT01456611;Arthritis;NA
NCT01474369;Esophageal Diseases;28119763
NCT01507831;Hyperlipidemias;25773378
NCT01507831;Hyperlipidemias;28964736
NCT01507831;Hyperlipidemias;27777279
NCT01507831;Hyperlipidemias;30183102
NCT01507831;Hyperlipidemias;28391886
NCT01512446;Osteoporosis;NA
NCT01520818;Diabetes Mellitus, Type 2;NA
NCT01520818;Diabetes Mellitus, Type 1;NA
NCT01646073;Psoriasis;NA
NCT01708629;Psoriasis;NA
NCT01733758;Diabetes Mellitus, Type 2;NA
NCT01749930;Ocular Hypertension;NA
NCT01777269;Prostatic Hyperplasia;29044968
NCT01855789;Arthritis;NA
NCT01899742;Lung Diseases, Obstructive;NA
NCT02017171;Myocardial Ischemia;20332356
NCT02017171;Myocardial Ischemia;19411615
NCT02017171;Myocardial Ischemia;20064950
NCT02017171;Myocardial Ischemia;23649945
NCT02017171;Diabetic Nephropathies;20332356
NCT02017171;Diabetic Nephropathies;19411615
NCT02017171;Diabetic Nephropathies;20064950
NCT02017171;Diabetic Nephropathies;23649945
NCT02024646;Psoriasis;NA
NCT02029495;Psoriasis;NA
NCT02033889;Diabetes Mellitus, Type 2;28857451
NCT02033889;Diabetes Mellitus, Type 2;30614616
NCT02036515;Diabetes Mellitus, Type 2;28921862
NCT02072434;Arrhythmias, Cardiac;NA
NCT02139046;Arthritis;NA
NCT02159053;Arthritis;30121827
NCT02177253;Lung Diseases, Obstructive;NA
NCT02257385;Lung Diseases, Obstructive;NA
NCT02269176;Hypertension;NA
NCT02347774;Lung Diseases, Obstructive;30587959
NCT02347774;Lung Diseases, Obstructive;30584583
NCT02347774;Lung Diseases, Obstructive;28838685
NCT02357459;Arthritis;NA
NCT02388724;Esophageal Diseases;NA
NCT02460978;Diabetes Mellitus, Type 1;30756462
NCT02460978;Diabetes Mellitus, Type 1;30026335
NCT02694523;Psoriasis;NA
NCT00000620;Diabetes Mellitus, Type 2;17599425
NCT00000620;Diabetes Mellitus, Type 2;17599421
NCT00000620;Diabetes Mellitus, Type 2;17599429
NCT00000620;Diabetes Mellitus, Type 2;17599428
NCT00000620;Diabetes Mellitus, Type 2;17599427
NCT00000620;Diabetes Mellitus, Type 2;17599426
NCT00000620;Diabetes Mellitus, Type 2;17599424
NCT00000620;Diabetes Mellitus, Type 2;17599423
NCT00000620;Diabetes Mellitus, Type 2;17599422
NCT00000620;Diabetes Mellitus, Type 2;17599420
NCT00000620;Diabetes Mellitus, Type 2;18539917
NCT00000620;Diabetes Mellitus, Type 2;28939617
NCT00000620;Diabetes Mellitus, Type 2;28832365
NCT00000620;Diabetes Mellitus, Type 2;28030716
NCT00000620;Diabetes Mellitus, Type 2;27289122
NCT00000620;Diabetes Mellitus, Type 2;26822326
NCT00000620;Diabetes Mellitus, Type 2;26476086
NCT00000620;Diabetes Mellitus, Type 2;26464212
NCT00000620;Diabetes Mellitus, Type 2;26459421
NCT00000620;Diabetes Mellitus, Type 2;26261902
NCT00000620;Diabetes Mellitus, Type 2;25887355
NCT00000620;Diabetes Mellitus, Type 2;25666468
NCT00000620;Diabetes Mellitus, Type 2;25652389
NCT00000620;Diabetes Mellitus, Type 2;25229335
NCT00000620;Diabetes Mellitus, Type 2;25193529
NCT00000620;Diabetes Mellitus, Type 2;25172198
NCT00000620;Diabetes Mellitus, Type 2;25159234
NCT00000620;Diabetes Mellitus, Type 2;25127725
NCT00000620;Diabetes Mellitus, Type 2;25088437
NCT00000620;Diabetes Mellitus, Type 2;24595629
NCT00000620;Diabetes Mellitus, Type 2;24493100
NCT00000620;Diabetes Mellitus, Type 2;24296848
NCT00000620;Diabetes Mellitus, Type 2;24170759
NCT00000620;Diabetes Mellitus, Type 2;23412077
NCT00000620;Diabetes Mellitus, Type 2;23238658
NCT00000620;Diabetes Mellitus, Type 2;23033246
NCT00000620;Diabetes Mellitus, Type 2;22723577
NCT00000620;Diabetes Mellitus, Type 2;22646230
NCT00000620;Diabetes Mellitus, Type 2;22619083
NCT00000620;Diabetes Mellitus, Type 2;22515638
NCT00000620;Diabetes Mellitus, Type 2;22450889
NCT00000620;Diabetes Mellitus, Type 2;22432114
NCT00000620;Diabetes Mellitus, Type 2;22374637
NCT00000620;Diabetes Mellitus, Type 2;22179956
NCT00000620;Diabetes Mellitus, Type 2;22049171
NCT00000620;Diabetes Mellitus, Type 2;22019270
NCT00000620;Diabetes Mellitus, Type 2;21663644
NCT00000620;Diabetes Mellitus, Type 2;21366473
NCT00000620;Diabetes Mellitus, Type 2;20594588
NCT00000620;Diabetes Mellitus, Type 2;20587587
NCT00000620;Diabetes Mellitus, Type 2;20571135
NCT00000620;Diabetes Mellitus, Type 2;20427682
NCT00000620;Diabetes Mellitus, Type 2;20228404
NCT00000620;Diabetes Mellitus, Type 2;20228401
NCT00000620;Diabetes Mellitus, Type 2;20215456
NCT00000620;Diabetes Mellitus, Type 2;20061360
NCT00000620;Diabetes Mellitus, Type 2;20061358
NCT00000620;Diabetes Mellitus, Type 2;19898642
NCT00000620;Diabetes Mellitus, Type 2;30857410
NCT00000620;Diabetes Mellitus, Type 2;30571235
NCT00000620;Diabetes Mellitus, Type 2;30262460
NCT00000620;Diabetes Mellitus, Type 2;29685860
NCT00000620;Diabetes Mellitus, Type 2;29212825
NCT00000620;Diabetes Mellitus, Type 2;29183908
NCT00000620;Diabetes Mellitus, Type 2;27161620
NCT00000620;Hypertension;17599425
NCT00000620;Hypertension;17599421
NCT00000620;Hypertension;17599429
NCT00000620;Hypertension;17599428
NCT00000620;Hypertension;17599427
NCT00000620;Hypertension;17599426
NCT00000620;Hypertension;17599424
NCT00000620;Hypertension;17599423
NCT00000620;Hypertension;17599422
NCT00000620;Hypertension;17599420
NCT00000620;Hypertension;18539917
NCT00000620;Hypertension;28939617
NCT00000620;Hypertension;28832365
NCT00000620;Hypertension;28030716
NCT00000620;Hypertension;27289122
NCT00000620;Hypertension;26822326
NCT00000620;Hypertension;26476086
NCT00000620;Hypertension;26464212
NCT00000620;Hypertension;26459421
NCT00000620;Hypertension;26261902
NCT00000620;Hypertension;25887355
NCT00000620;Hypertension;25666468
NCT00000620;Hypertension;25652389
NCT00000620;Hypertension;25229335
NCT00000620;Hypertension;25193529
NCT00000620;Hypertension;25172198
NCT00000620;Hypertension;25159234
NCT00000620;Hypertension;25127725
NCT00000620;Hypertension;25088437
NCT00000620;Hypertension;24595629
NCT00000620;Hypertension;24493100
NCT00000620;Hypertension;24296848
NCT00000620;Hypertension;24170759
NCT00000620;Hypertension;23412077
NCT00000620;Hypertension;23238658
NCT00000620;Hypertension;23033246
NCT00000620;Hypertension;22723577
NCT00000620;Hypertension;22646230
NCT00000620;Hypertension;22619083
NCT00000620;Hypertension;22515638
NCT00000620;Hypertension;22450889
NCT00000620;Hypertension;22432114
NCT00000620;Hypertension;22374637
NCT00000620;Hypertension;22179956
NCT00000620;Hypertension;22049171
NCT00000620;Hypertension;22019270
NCT00000620;Hypertension;21663644
NCT00000620;Hypertension;21366473
NCT00000620;Hypertension;20594588
NCT00000620;Hypertension;20587587
NCT00000620;Hypertension;20571135
NCT00000620;Hypertension;20427682
NCT00000620;Hypertension;20228404
NCT00000620;Hypertension;20228401
NCT00000620;Hypertension;20215456
NCT00000620;Hypertension;20061360
NCT00000620;Hypertension;20061358
NCT00000620;Hypertension;19898642
NCT00000620;Hypertension;30857410
NCT00000620;Hypertension;30571235
NCT00000620;Hypertension;30262460
NCT00000620;Hypertension;29685860
NCT00000620;Hypertension;29212825
NCT00000620;Hypertension;29183908
NCT00000620;Hypertension;27161620
NCT00000620;Hyperlipidemias;17599425
NCT00000620;Hyperlipidemias;17599421
NCT00000620;Hyperlipidemias;17599429
NCT00000620;Hyperlipidemias;17599428
NCT00000620;Hyperlipidemias;17599427
NCT00000620;Hyperlipidemias;17599426
NCT00000620;Hyperlipidemias;17599424
NCT00000620;Hyperlipidemias;17599423
NCT00000620;Hyperlipidemias;17599422
NCT00000620;Hyperlipidemias;17599420
NCT00000620;Hyperlipidemias;18539917
NCT00000620;Hyperlipidemias;28939617
NCT00000620;Hyperlipidemias;28832365
NCT00000620;Hyperlipidemias;28030716
NCT00000620;Hyperlipidemias;27289122
NCT00000620;Hyperlipidemias;26822326
NCT00000620;Hyperlipidemias;26476086
NCT00000620;Hyperlipidemias;26464212
NCT00000620;Hyperlipidemias;26459421
NCT00000620;Hyperlipidemias;26261902
NCT00000620;Hyperlipidemias;25887355
NCT00000620;Hyperlipidemias;25666468
NCT00000620;Hyperlipidemias;25652389
NCT00000620;Hyperlipidemias;25229335
NCT00000620;Hyperlipidemias;25193529
NCT00000620;Hyperlipidemias;25172198
NCT00000620;Hyperlipidemias;25159234
NCT00000620;Hyperlipidemias;25127725
NCT00000620;Hyperlipidemias;25088437
NCT00000620;Hyperlipidemias;24595629
NCT00000620;Hyperlipidemias;24493100
NCT00000620;Hyperlipidemias;24296848
NCT00000620;Hyperlipidemias;24170759
NCT00000620;Hyperlipidemias;23412077
NCT00000620;Hyperlipidemias;23238658
NCT00000620;Hyperlipidemias;23033246
NCT00000620;Hyperlipidemias;22723577
NCT00000620;Hyperlipidemias;22646230
NCT00000620;Hyperlipidemias;22619083
NCT00000620;Hyperlipidemias;22515638
NCT00000620;Hyperlipidemias;22450889
NCT00000620;Hyperlipidemias;22432114
NCT00000620;Hyperlipidemias;22374637
NCT00000620;Hyperlipidemias;22179956
NCT00000620;Hyperlipidemias;22049171
NCT00000620;Hyperlipidemias;22019270
NCT00000620;Hyperlipidemias;21663644
NCT00000620;Hyperlipidemias;21366473
NCT00000620;Hyperlipidemias;20594588
NCT00000620;Hyperlipidemias;20587587
NCT00000620;Hyperlipidemias;20571135
NCT00000620;Hyperlipidemias;20427682
NCT00000620;Hyperlipidemias;20228404
NCT00000620;Hyperlipidemias;20228401
NCT00000620;Hyperlipidemias;20215456
NCT00000620;Hyperlipidemias;20061360
NCT00000620;Hyperlipidemias;20061358
NCT00000620;Hyperlipidemias;19898642
NCT00000620;Hyperlipidemias;30857410
NCT00000620;Hyperlipidemias;30571235
NCT00000620;Hyperlipidemias;30262460
NCT00000620;Hyperlipidemias;29685860
NCT00000620;Hyperlipidemias;29212825
NCT00000620;Hyperlipidemias;29183908
NCT00000620;Hyperlipidemias;27161620
NCT00000620;Atherosclerosis;17599425
NCT00000620;Atherosclerosis;17599421
NCT00000620;Atherosclerosis;17599429
NCT00000620;Atherosclerosis;17599428
NCT00000620;Atherosclerosis;17599427
NCT00000620;Atherosclerosis;17599426
NCT00000620;Atherosclerosis;17599424
NCT00000620;Atherosclerosis;17599423
NCT00000620;Atherosclerosis;17599422
NCT00000620;Atherosclerosis;17599420
NCT00000620;Atherosclerosis;18539917
NCT00000620;Atherosclerosis;28939617
NCT00000620;Atherosclerosis;28832365
NCT00000620;Atherosclerosis;28030716
NCT00000620;Atherosclerosis;27289122
NCT00000620;Atherosclerosis;26822326
NCT00000620;Atherosclerosis;26476086
NCT00000620;Atherosclerosis;26464212
NCT00000620;Atherosclerosis;26459421
NCT00000620;Atherosclerosis;26261902
NCT00000620;Atherosclerosis;25887355
NCT00000620;Atherosclerosis;25666468
NCT00000620;Atherosclerosis;25652389
NCT00000620;Atherosclerosis;25229335
NCT00000620;Atherosclerosis;25193529
NCT00000620;Atherosclerosis;25172198
NCT00000620;Atherosclerosis;25159234
NCT00000620;Atherosclerosis;25127725
NCT00000620;Atherosclerosis;25088437
NCT00000620;Atherosclerosis;24595629
NCT00000620;Atherosclerosis;24493100
NCT00000620;Atherosclerosis;24296848
NCT00000620;Atherosclerosis;24170759
NCT00000620;Atherosclerosis;23412077
NCT00000620;Atherosclerosis;23238658
NCT00000620;Atherosclerosis;23033246
NCT00000620;Atherosclerosis;22723577
NCT00000620;Atherosclerosis;22646230
NCT00000620;Atherosclerosis;22619083
NCT00000620;Atherosclerosis;22515638
NCT00000620;Atherosclerosis;22450889
NCT00000620;Atherosclerosis;22432114
NCT00000620;Atherosclerosis;22374637
NCT00000620;Atherosclerosis;22179956
NCT00000620;Atherosclerosis;22049171
NCT00000620;Atherosclerosis;22019270
NCT00000620;Atherosclerosis;21663644
NCT00000620;Atherosclerosis;21366473
NCT00000620;Atherosclerosis;20594588
NCT00000620;Atherosclerosis;20587587
NCT00000620;Atherosclerosis;20571135
NCT00000620;Atherosclerosis;20427682
NCT00000620;Atherosclerosis;20228404
NCT00000620;Atherosclerosis;20228401
NCT00000620;Atherosclerosis;20215456
NCT00000620;Atherosclerosis;20061360
NCT00000620;Atherosclerosis;20061358
NCT00000620;Atherosclerosis;19898642
NCT00000620;Atherosclerosis;30857410
NCT00000620;Atherosclerosis;30571235
NCT00000620;Atherosclerosis;30262460
NCT00000620;Atherosclerosis;29685860
NCT00000620;Atherosclerosis;29212825
NCT00000620;Atherosclerosis;29183908
NCT00000620;Atherosclerosis;27161620
NCT00032890;Arthritis;16495392
NCT00032890;Arthritis;18821708
NCT00039013;Diabetes Mellitus, Type 2;15855572
NCT00039013;Diabetes Mellitus, Type 2;16776749
NCT00039013;Diabetes Mellitus, Type 2;22913891
NCT00039013;Diabetes Mellitus, Type 2;22236356
NCT00042068;Arthritis;NA
NCT00053599;Dementia;11881745
NCT00053599;Dementia;11089820
NCT00053599;Dementia;12205648
NCT00063687;Heart Failure;18549913
NCT00064402;Lung Diseases, Obstructive;NA
NCT00064402;Lung Diseases, Obstructive;NA
NCT00069823;Lung Diseases, Obstructive;23026499
NCT00069823;Lung Diseases, Obstructive;22885561
NCT00069823;Lung Diseases, Obstructive;19661245
NCT00069823;Lung Diseases, Obstructive;19357404
NCT00073177;Lung Diseases, Obstructive;26612545
NCT00073177;Lung Diseases, Obstructive;26498386
NCT00077792;Myocardial Ischemia, acute;16537665
NCT00077792;Myocardial Ischemia, acute;20400762
NCT00092118;Rhinitis;16400895
NCT00092599;Hyperlipidemias;15899106
NCT00092612;Hyperlipidemias;15982505
NCT00092703;Arthritis;17304660
NCT00092703;Arthritis;17113426
NCT00092703;Arthritis;17292766
NCT00092703;Arthritis;19380329
NCT00092703;Arthritis;18823986
NCT00092703;Arthritis;19174782
NCT00095550;Hypertension;NA
NCT00105027;Embolism and Thrombosis;17765429
NCT00105027;Embolism and Thrombosis;19167078
NCT00105027;Embolism and Thrombosis;19344824
NCT00105027;Embolism and Thrombosis;19619896
NCT00105027;Embolism and Thrombosis;19901211
NCT00105027;Embolism and Thrombosis;19674727
NCT00105027;Embolism and Thrombosis;21660119
NCT00105027;Embolism and Thrombosis;20837797
NCT00105027;Embolism and Thrombosis;20926135
NCT00105027;Embolism and Thrombosis;21440942
NCT00105027;Embolism and Thrombosis;22538214
NCT00105027;Embolism and Thrombosis;19752419
NCT00105027;Embolism and Thrombosis;19752420
NCT00105027;Embolism and Thrombosis;26086920
NCT00105027;Embolism and Thrombosis;23229691
NCT00115622;Rhinitis;99999999
NCT00115622;Rhinitis;19419338
NCT00121667;Diabetes Mellitus, Type 2;19478198
NCT00121667;Diabetes Mellitus, Type 2;27402391
NCT00121667;Diabetes Mellitus, Type 2;27033025
NCT00121667;Diabetes Mellitus, Type 2;23802840
NCT00121667;Diabetes Mellitus, Type 2;23795975
NCT00121667;Diabetes Mellitus, Type 2;21680990
NCT00127647;Rhinitis;NA
NCT00144911;Lung Diseases, Obstructive;18614347
NCT00144911;Lung Diseases, Obstructive;23613569
NCT00152386;Arthritis;18975346
NCT00152386;Arthritis;20799264
NCT00152386;Arthritis;20547658
NCT00152386;Arthritis;21485024
NCT00152386;Arthritis;21484766
NCT00152386;Arthritis;21362764
NCT00152386;Arthritis;22231904
NCT00152386;Arthritis;29246162
NCT00152386;Arthritis;26238672
NCT00152386;Arthritis;22589265
NCT00152386;Arthritis;19909548
NCT00152386;Arthritis;19877104
NCT00171093;Hyperlipidemias;NA
NCT00171093;Hypertension;NA
NCT00174824;Diabetes Mellitus, Type 2;19526210
NCT00191464;Diabetes Mellitus, Type 2;18158076
NCT00191464;Diabetes Mellitus, Type 2;19454394
NCT00191464;Diabetes Mellitus, Type 2;19156705
NCT00191464;Diabetes Mellitus, Type 2;20923490
NCT00191464;Diabetes Mellitus, Type 2;20536957
NCT00191464;Diabetes Mellitus, Type 2;21517955
NCT00195507;Psoriasis;25913550
NCT00195507;Psoriasis;25087839
NCT00219193;Hypertension;19527323
NCT00221156;Myocardial Ischemia;NA
NCT00239369;Hypertension;NA
NCT00240474;Hypertension;NA
NCT00241605;Diabetes Mellitus, Type 2;NA
NCT00251901;Esophageal Diseases;23147520
NCT00269191;Arthritis;15819283
NCT00269191;Arthritis;17292766
NCT00272805;Heart Failure;19477398
NCT00281593;Hypertension;NA
NCT00283751;Diabetes Mellitus, Type 2;18204830
NCT00289198;Rhinitis;NA
NCT00297102;Lung Diseases, Obstructive;19716960
NCT00297102;Lung Diseases, Obstructive;28419462
NCT00297102;Lung Diseases, Obstructive;24120253
NCT00297102;Lung Diseases, Obstructive;23117188
NCT00297102;Lung Diseases, Obstructive;20102307
NCT00299104;Arthritis;22012969
NCT00299104;Arthritis;21557525
NCT00299104;Arthritis;20937671
NCT00314574;Lung Diseases, Obstructive;23471469
NCT00321984;Esophageal Diseases;19392864
NCT00321984;Esophageal Diseases;19735233
NCT00321984;Esophageal Diseases;21129076
NCT00321984;Esophageal Diseases;24118079
NCT00321984;Esophageal Diseases;23451835
NCT00343252;Osteoporosis;NA
NCT00355849;Diabetes Mellitus, Type 2;19772451
NCT00358436;Lung Diseases, Obstructive;21518460
NCT00359788;Lung Diseases, Obstructive;NA
NCT00385931;Hyperlipidemias;NA
NCT00385931;Hypertension;NA
NCT00399711;Diabetes Mellitus, Type 2;19531054
NCT00399711;Diabetes Mellitus, Type 2;19476470
NCT00411554;Diabetes Mellitus, Type 2;NA
NCT00413972;Hyperlipidemias;NA
NCT00418834;Hyperlipidemias;20185012
NCT00418834;Hyperlipidemias;24411003
NCT00445770;Arthritis;NA
NCT00476034;Arthritis;NA
NCT00479739;Lung Diseases, Obstructive;99999999
NCT00479739;Lung Diseases, Obstructive;15922813
NCT00479739;Lung Diseases, Obstructive;17610727
NCT00484926;Myocardial Ischemia;20231231
NCT00502775;Rhinitis;NA
NCT00503113;Osteoporosis;NA
NCT00521599;Lung Diseases, Obstructive;NA
NCT00521820;Diabetes Mellitus;NA
NCT00525512;Lung Diseases, Obstructive;23558890
NCT00529451;Hypertension;NA
NCT00538486;Hypertension;22525206
NCT00552370;Diabetes Mellitus, Type 2;NA
NCT00568295;Arthritis;NA
NCT00573508;Urinary Bladder, Overactive;19930331
NCT00573508;Urinary Bladder, Overactive;21235700
NCT00591253;Hypertension;NA
NCT00605020;Diabetes Mellitus, Type 2;NA
NCT00631917;Hypertension;NA
NCT00643799;Arthritis;NA
NCT00653965;Hyperlipidemias;NA
NCT00654381;Diabetes Mellitus, Type 2;22234149
NCT00654381;Diabetes Mellitus, Type 2;19732457
NCT00659750;Rhinitis;NA
NCT00664560;Arthritis;26313454
NCT00664560;Arthritis;21524238
NCT00692913;Osteoporosis;NA
NCT00701090;Diabetes Mellitus, Type 2;NA
