cluster,concept,cuis
488,anemia — no . ( % ) | |,C0002871;C1000483;C4554633
487,relative risk reduction ( nmbr % cl ),C0053917;C0080103;C0205345;C0242492;C0301630;C0392756;C0596019;C1137094;C1293152;C1334884;C1547039;C4551656
486,exenatide n = nmbr,C0053917;C0167117;C1334884
485,cross - damp time : < l : llhrs : min ( n = nmbr ),C0040223;C0053917;C0205381;C0702093;C1334884;C1524029;C2828360;C3541383;C3813700;C3891560
484,exercise,C0015259;C1522704
484,exercise times per week  ( minimum,C0015259;C0456698;C1522704;C1524031;C1552614;C2826545
483,troponin t,C0077404;C1420827
482,proctosigmoiditis,C0033252
481,physician ' s global assessment of dis -,C0451119;C1444662;C1970187;C4050369
480,gliclazide ( modified release ) 一 no . ( % ) ^,C0017631
479,digitalis,C0012252;C0304520
478,haemodynamics and lv function,C0019010;C4281788
477,europe ( non - eu ),C0015176;C0015179;C1518422;C3665627
476,congenital shunts,C0009678;C0232180;C0542331;C1442858;C1744681
475,c - peptide  median ( ql  qnmbr )  nmol / l,C0006558;C0439282;C0549183;C0876920;C2347635;C2348144;C2939193
474,mesothelin ( ng / ml ),C0380162;C0439275;C1334533
473,immunomodulatory agents,C0005525
472,endothelin - receptor antagonists,C1134681;C2266875
471,enalapril + aliskiren dm = nmbr non - dm = nmbr,C0011816;C0014025;C0053917;C1120110;C1334884;C1518422;C3250443
470,neither glucocorticoids nor immunosuppressive agents,C0017710;C3540777;C3540778
470,glucocorticoids and immunosuppressants,C0017710;C3540777;C3540778
469,ezetimibe / simvastatin nmbr / nmbr mg ( n = nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1532737;C1960952;C2346927;C4321396;C4521761
468,ezetimibe,C1142985
467,thrombolytic treatment before randomization,C0016018;C0034656;C0039798;C0087111;C0520997;C1522326;C1533734;C1705169;C3538994;C3887704
466,glucose  mmol / l,C0017725;C1532563
465,azathioprine ( n = nmbr ),C0004482;C0053917;C1334884
464,varespladib ( n = nmbr ),C0053917;C1334884;C2713485
463,rasagiline  nmbr mg / day,C0053917;C0439422;C0525678;C1334884
462,cholesterol  ( . nmbr . nmbr mmol / l )  n ( % ),C0008377;C0053917;C1334884;C1532563
461,hscrp < nmbr . nmbr mga . nmbr ( nmbr . nmbrxnmbr ( nmbr . nmbr ),C0053917;C0065879;C1334884
460,endothelin nmbr ( pg / ml ),C0053917;C0079284;C0439297;C1334884
459,geographic region - europe,C0015176;C0017446
458,total haq  nmbr - nmbr,C0053917;C0102923;C0439175;C0439810;C0451208;C1334884
457,aggressive ( n = nmbr ),C0001807;C0053917;C0580822;C1334884
456,chondroitin sulfate ( n = nmbr ),C0008466;C0053917;C1334884
455,number of stent = nmbr,C0038257;C0053917;C0237753;C0449788;C1334884
454,galectin - nmbr ( ng / ml ),C0053917;C0439275;C0607430;C1334884
453,telmisartan ( n = nmbr  nmbr ),C0053917;C0248719;C1334884
452,bosentan ( n = nmbr ),C0053917;C0252643;C1334884
451,left ventricular ejection fraction within previous nmbr mo |,C0026544;C0053917;C0205156;C0332177;C0428772;C0488728;C1334884;C1552607
450,p - val . ( nmbr ),C0042285;C0053917;C0369773;C0523975;C1334884;C2603361
449,tirofiban ( n = nmbr ),C0053917;C0247025;C1334884
448,upper respiratory tract infection nmbr ( nmbr . nmbr ),C0041912;C0053917;C1334884
447,atv nmbr mg study protocol,C0024671;C0026410;C0053917;C0210243;C0439269;C0674679;C1145759;C1334862;C1334884;C1507394;C1960952;C2346927;C2348563;C2599718;C4321396;C4521761
446,systolic blood pressure [mmhg] ( interaction : p = nmbr . nmbr ),C0053917;C0439475;C0488055;C0871470;C1306620;C1334884;C1704675
445,ezetimibe + simvastatin ( n = nmbr * ),C0053917;C1334884;C1532737
444,comorbid diseasesa diabetesb,C0009488
443,interleukin - nmbr ( ng / l ),C0021764;C0053917;C0439297;C1334884;C1527200
442,montelukast ( n = nmbr ),C0053917;C0298130;C1334884
441,llv wlalil nmbr statin,C0053917;C0360714;C1334884
440,elderly ( > nmbr years ),C0001792;C0053917;C0439234;C1334884;C1999167
439,prior use of biologics  n ( % ),C0005515;C0005522;C0332152;C1524063;C2826257;C4553887
438,losartan n = nmbr,C0053917;C0126174;C1334884
437,serum albumin  g / dl,C0036773;C0439267;C0728877
436,candesartan nmbr / nmbr,C0053917;C0717550;C1334884
435,score distribution : < nmbr,C0053917;C0449820;C0520511;C1334884;C1704711;C4050231
434,hyperkalemia ( > nmbr . nmbr meq / l ),C0020461;C0053917;C0439375;C1334884;C4552983
433,leflunomide ( mean dose : nmbr . nmbr mg / day ),C0053917;C0063041;C0178602;C0439422;C0444504;C0869039;C1114758;C1334884;C2347634;C2348143
432,europe nmbr ( n = nmbr ),C0015176;C0053917;C1334884
431,ankle - brachial index < nmbr . nmbr — no . ( % ),C0053917;C1328319;C1334884;C3888326
430,fibrinolysis primary pci ( n = nmbr ) ( n = nmbr ) no . of patients / total no . ( % ),C0016017;C0053917;C0205225;C0439612;C0439631;C1305868;C1334884;C4049621
430,fibrinolysis ( n = nmbr ),C0016017;C0053917;C1305868;C1334884
429,continued thienopyridine n ( % ),C0549178;C1120149
429,thienopyridine drug at start of open - label period,C0439531;C1120149;C1709323;C1948053;C2348346
428,rosuvastain + fenofibric acid nmbr = nmbr,C0053917;C0060179;C1334884
427,acute coronary syndrome nmbr,C0053917;C0948089;C1334884
426,celecoxib ( n = nmbr ),C0053917;C0538927;C1334884
425,postoperative glucocorticoid use,C0017710;C0032790;C0042153;C0457083;C1947944
424,rivastigmine ( n = nmbr ),C0053917;C0649350;C1334884
423,rosuvastatin of patients ( rate ),C0030705;C0871208;C0965129;C1521828
422,normal fasting glucose level ( n = nmbr ),C0015663;C0053917;C0202045;C0205307;C0231683;C0439166;C0522082;C1334884;C2347086;C4553972
421,asia - pacific hr ( nmbr % cl ),C0003980;C0053917;C0596019;C1334884
420,filtration rate nmbr - nmbr,C0016107;C0053917;C0871208;C1334884;C1521828
419,in ibdq total score at week nmbr  mean [se],C0036919;C0053917;C0332174;C0439175;C0439230;C0439810;C0444504;C1334884;C2347634;C2348143;C2964552;C3533236
418,> nmbr ( ml ) additional angiography,C0002978;C0053917;C0439526;C1334884;C1524062;C1705224;C3887665
417,albuterol reversibility  %,C0001927;C0449261
417,fevnmbr  litres ( post - salbutamol )  mean ( sd ),C0001927;C0444504;C0475211;C0687676;C1704687;C2347634;C2348143;C2699239;C3469826
417,mean ( sd ) number of albuterol per day  puff,C0001927;C0237753;C0444504;C0449788;C2347634;C2348143;C2699239
416,nmbr - h plasma glucose during ogtt ( mmol / l ),C0029161;C0053917;C0202042;C0455280;C1334884;C2827804
415,mdi / hfa  n,C0015458;C0993596;C1839839;C4049613
414,spironolactone ( n = nmbr ),C0037982;C0053917;C1334884
413,glucocorticoids plus immunosuppressive agents,C0017710;C0021081;C3540777;C3540778
412,recent cardioversion ( within nmbr days before randomization ) —,C0013778;C0053917;C0332185;C0439228;C1334884
411,denosumab ( n = nmbr ),C0053917;C1334884;C1690432
410,certolizumab group ( n = nmbr ),C0053917;C0441848;C1334884;C1872109
409,ticlopidine ( n = nmbr ),C0040207;C0053917;C1334884
408,frailty status,C0424594;C0449438
407,cardiovascular hospitalization,C0007226;C0019993;C3887460
406,ivabradine ( n = nmbr ),C0053917;C0257190;C1334884
405,low - dose rivaroxaban + aspirin ( n / n ),C1739768;C2608320
404,supine after nmbr minutes change from baseline,C0038846;C0053917;C0439232;C0700321;C0702093;C1282918;C1334884;C2347166
403,angina class at baseline,C0002962;C0168634;C0456387;C1442488;C1518526;C1705943
402,adl subscale ( range  nmbr - nmbr ) *,C0001288;C0053917;C1334884;C1420005;C1514721;C2348147;C3542016
401,saxagliptin nmbrmg ( n z nmbr ),C0053917;C1334884;C1611934
400,hemorrhagic stroke ( n = nmbr ),C0053917;C0553692;C1334884
399,previous transient ischaemic attack / ischaemic stroke previous warfarin use,C0007787;C0038454;C0042153;C0043031;C0205156;C0457083;C0917805;C1552607;C1947944;C4554100
398,cv death  ml  or stroke,C0011065;C0439526;C1306577;C1705224;C3538987;C3887665;C4048877;C4082313;C4318503;C4552775
398,cv death or first hhf,C0011065;C1306577;C3538987;C4048877;C4082313;C4318503;C4552775
397,intent of early invasive strategy  %,C0162425;C0205281;C0679199;C1279919;C1283828;C1334278;C1550453
396,low - dose rivaroxaban plus aspirin ( n = nmbr ),C0053917;C0332287;C1334884;C1739768;C2608320
395,enrollment in lmwh,C0019139;C1516879;C1696073;C3536766;C3888021
394,st change > nmbr mm,C0036056;C0053917;C0392747;C0443172;C1334884;C1705241;C3272372;C4319952;C4330985;C4554674
393,western europe / australia / israel,C0004340;C0015176;C0022271;C0043128;C0043129
392,hospital factor # nmbr,C0019994;C0053917;C1334884;C1510665;C1521761;C2827422
391,intervention group ( n = nmbr ),C0053917;C0184661;C0441848;C0886296;C1273869;C1334884
390,apoa - nmbr  g / l,C0003592;C0053917;C0439294;C0456615;C0523508;C1334884;C4553344;C4553379
389,inhaled anticholinergic §,C0004048;C0242896;C3537004
388,nmbr - nmbr ( n = nmbr  nmbr ),C0053917;C1334884
388,anmbr + ezio anmbr ( n = nmbr ) ( n = nmbr ),C0053917;C1334884
388,nmbr no . of events,C0053917;C1334884
388,( nmbr % cl ) interaction,C0053917;C0596019;C1334884;C1704675
388,ratet ( nmbr % cl ),C0053917;C0596019;C1334884
388,csf nmbrs - hydroxy -,C0053917;C1334884;C3540512;C3889436
388,standard care ( n = nmbr ),C0053917;C1334884;C1442989;C1947933;C2828392
388,type nmbr diabetes mellitus ’,C0053917;C1320657;C1334884
388,tnl ultrapositive > nmbr . nmbr pg / l  nmbr = nmbr,C0053917;C0439278;C1334884;C1540071
388,blood eosinophil count ( nmbr cells per l ),C0053917;C0200638;C1334884
388,elevated at wk nmbr — no . ( % ) nmbr,C0053917;C0205250;C0332174;C0439230;C1334884;C3163633
388,type nmbr diabetes duration  years,C0053917;C0439234;C0449238;C1320657;C1334884;C2926735
388,bmi kg - m - nmbr,C0053917;C0578022;C1334884;C1532718
388,nmbr ( fevnmbr < nmbr % pred ),C0053917;C1334884
388,hbanmbrc nmbr - < = nmbr %,C0053917;C1334884
388,> nmbr : obese class iii,C0053917;C1319441;C1334884
388,moderate impairment ( nmbr to < nmbr ),C0053917;C0205081;C0221099;C0684336;C1334884;C1881878;C4049705;C4049706;C4085643;C4321335
388,crp ( mg / l ) : < nmbr,C0053917;C0439268;C1334884;C3890735;C4048285
388,hoehn and yahr stage ( range  nmbr - nmbr ),C0053917;C0205390;C1300072;C1306673;C1334884;C1514721;C2348147;C3542016
388,evomab ( n = nmbr ),C0053917;C1334884
388,primary pci ( n = nmbr ),C0053917;C0205225;C0439612;C0439631;C1334884;C4049621
388,nmbr bmi  kg / m,C0053917;C0578022;C1334884;C1532718
388,total study population ( n = nmbr  nmbr ),C0053917;C0439175;C0439810;C0557651;C1334884;C2348561;C2603343;C3258257
388,percentage difference ( nmbr % cl ),C0053917;C0439165;C0596019;C1334884;C1549488;C1561533;C1705241;C1705242
388,mean score on dasnmbr - nmbr ( crp ) ^,C0053917;C1334884;C3533236;C3890735;C4048285
388,combined n = nmbr,C0053917;C0205195;C1334884
388,other ( nmbr . nmbr % ) t,C0053917;C1334884
388,level nmbr immobility § | |,C0053917;C0231441;C0441889;C0456079;C1334884;C1547707;C2946261
388,> nmbr . nmbrmmol / l ( n = nmbr ),C0053917;C1334884
388,dactylitis count ( nmbr - nmbr )  mean ( sd ),C0053917;C0239161;C0444504;C0750480;C1334884;C1705566;C2347634;C2348143;C2699239
388,presence of honeycombing  nmbr n ( % ),C0053917;C0150312;C0332468;C0349384;C0392148;C1334884;C3854307
388,score of > nmbr . nmbr — %,C0053917;C0449820;C1334884;C4050231
388,severe impairment ( < nmbr ),C0053917;C0205082;C0221099;C0684336;C1334884;C4050465;C4050466
388,impaired fasting glucose level ( n = nmbr ),C0053917;C0202045;C0221099;C0441889;C0456079;C1272092;C1334884;C1547707;C2946261
388,nmbr = help needed  still independent,C0053917;C1334884
388,egfrmdrd < nmbr ml - min - nmbr - nmbr . nmbr m - nmbr  n ( % ),C0053917;C0369637;C0439445;C0441923;C1334884
388,very severe n z nmbr,C0053917;C1334884;C3641272;C4050419
388,ind / glynmbr / nmbr pg o . d . n = nmbr,C0053917;C1334884;C2827928;C4049864
388,estimated creatinine clearance < nmbr ml / min *,C0053917;C0439445;C0750572;C0812399;C1334884
388,conventional treatment ( n = nmbr ),C0053917;C1334884;C2945704
388,nmbr  nmbr / nmbr  nmbr ( nmbr . nmbr ),C0053917;C1334884
388,sglt - nmbr inhibitors^,C0053917;C1334884;C3665045
388,verapamil sr n = nmbr,C0053917;C1334884;C1527129
388,tertile nmbr,C0053917;C1334884
388,tertile nmbr ( nmbr . nmbr - nmbr . nmbr pg / ml ) n = nmbr,C0053917;C0439297;C1334884
388,> nmbr vessels with > nmbr % stenosis,C0053917;C0679403;C1334884
388,pfo closure group ( n = nmbr ),C0053917;C0185003;C0441848;C1334884;C1521802
388,nmbr - nmbr ( severe ),C0053917;C1334884
388,serum creatinine  limo nmbr nmbr,C0053917;C0201976;C0600061;C1334884
388,> nmbr servings / wk ( n = nmbr ),C0053917;C0332174;C0439230;C1334884;C1519269
388,hemoglobin  g nmbr nmbr,C0053917;C1319312;C1334884
388,estimated * creatinine clearance < nmbr mlvmin  %,C0053917;C0750572;C0812399;C1334884
388,ldl particle size ( week nmbr ),C0053917;C0332174;C0439230;C1334884;C3641256
388,total n = nmbr n ( % ),C0053917;C0439175;C0439810;C1334884
388,nmbr - aminosalicylic compounds — no . ( % ),C0053917;C0205198;C1334884;C1706082
388,< nmbr . nmbr mmol / liter triglyceride level,C0053917;C0428475;C0439190;C0475211;C1334884
388,nmbr yr km % ( n ),C0053917;C0439234;C1334884;C3887676
388,anmbr + eznmbr anmbr ( n = nmbr ) ( n = nmbr ),C0053917;C1334884
388,serum creatinine > nmbr mmol / l  n ( % ),C0053917;C0201976;C0600061;C1334884;C1532563
388,uacr ( mgg - nmbr ),C0053917;C1334884
388,< nmbr ml / min / nmbr . nmbr mnmbr — no . ( % ),C0053917;C0439445;C1334884
388,apolipoproiein anmbr ( tng / nmbr ),C0053917;C1334884
388,type nmbr diabetes,C0053917;C1320657;C1334884
388,nmbr . nmbr - nmbr . nmbr ml / min / nmbr . nmbr mnmbr,C0053917;C0439445;C1334884
388,hbalc > = nmbr % ( n - nmbr ),C0053917;C1334884
388,at least nmbr flare,C0053917;C1334884;C1517205;C3540542
388,no peripheral revascularization ( n = nmbr  nmbr ),C0053917;C0205100;C0581603;C1334884
388,tender joint count  of nmbr,C0053917;C0451530;C1334884
388,week nmbr fpg  mean ( s . e . ),C0053917;C0332174;C0439230;C0444504;C1334884;C2347634;C2348143
388,total group ( n = nmbr ),C0053917;C0439175;C0439810;C0441848;C1334884
388,age [years] ( interaction : p = nmbr . nmbr ),C0053917;C1334884;C1510829;C1704675
388,kim nmbr ( pg / ml ),C0053917;C0439297;C1334884
388,estimated glomerular filtration rate ( mdrd )  ml / min / nmbr . nmbrmnmbr,C0053917;C0439445;C1334884;C3811844;C3839656
388,mild impairment ( nmbr to < nmbr ),C0053917;C0221099;C0684336;C1334884;C2945599
388,week nmbr mean 士 sd,C0053917;C0332174;C0439230;C0444504;C1334884;C2347634;C2348143;C2699239
388,standard ( n = nmbr ),C0053917;C1334884;C1442989;C2828392
388,nmbr mg / kg ( n = nmbr ),C0053917;C0439272;C1334884
388,less than nmbr %,C0053917;C0439092;C1334884
388,( %  nmbr % cl ),C0053917;C0596019;C1334884
388,hbanmbrc nmbr % - < nmbr % ( n - nmbr ),C0053917;C1334884
388,nmbr locf ),C0053917;C1334884;C2825507
388,nyha class nmbr - nmbr : no { n = llll ),C0053917;C1334884;C1882083
388,a / v ( n = nmbr ),C0053917;C1272460;C1334884
388,crp ( mg / dl ) < nmbr . nmbr,C0053917;C0439269;C1334884;C3890735;C4048285
388,reversibility ( bnmbr - agonist )  %  mean ( sd ) nmbr,C0053917;C0444504;C0449261;C1334884;C2347634;C2348143;C2699239;C2987634
388,< nmbr years eze / simva,C0053917;C0439234;C1334884
388,high ( > nmbr ) ( n = nmbr  nmbr  nmbr % ),C0053917;C0205250;C1299351;C1334884;C2700149;C3887512;C3889660;C4321237;C4522209
388,chd eze / simva ( n = nmbr],C0053917;C0280604;C1334884;C3542407
388,at least nmbr severe flare,C0053917;C0205082;C1334884;C1517205;C3540542;C4050465;C4050466
388,total cholesterol ( week nmbr ),C0053917;C0201950;C0332174;C0439230;C0543421;C1334884
388,mases ( nmbr - nmbr )  mean ( sd ),C0053917;C0444504;C1334884;C2347634;C2348143;C2699239
388,> nmbr oral agents,C0053917;C0442027;C0450442;C1254351;C1334884;C1521826;C4521986
388,all completers ( n nmbr nmbr ),C0053917;C1334884
388,nmbr - nmbr / week,C0053917;C0332174;C0439230;C1334884
388,percentage with disease duration < nmbr years,C0053917;C0439165;C0439234;C0872146;C1334884;C1549488;C1561533
388,bsa > nmbr %  n ( % ) t,C0053917;C1334884
388,( $ nmbr mg / dl [nmbr . nmbr mmol / l] ),C0053917;C0439269;C1334884;C1532563
388,no . of nmbr - mg acetaminophen tablets / day,C0053917;C0439422;C1243102;C1334884
388,≥ nmbr . nmbr to < nmbr . nmbr years,C0053917;C0439234;C1334884
388,nmbr prolonged antithrombotic pretreatment ( n = nmbr ),C0053917;C1334884
388,verapamil sr n = nmbr no . ( % ),C0053917;C1334884;C1527129
388,pasi < nmbr *,C0053917;C1334884;C4528685
388,riva roxa ban n / n { % ) nmbr ( nmbr . nmbr ),C0053917;C0683610;C1334884;C4553947
388,age ( years ) : nmbr - < nmbr,C0053917;C1334884;C1510829
388,non - hdl - c in nmbr classes,C0053917;C0456387;C1334884;C1518422;C1518526;C1705943;C3715113;C4019422
388,former smoker ( n = nmbr ),C0053917;C0337671;C1334884
388,( nmbr % ell ' ll  * non - hdl - c,C0053917;C1334884;C1427925;C3273466
388,haq - di score ( nmbr - nmbr ),C0053917;C0449820;C1334884;C3826998;C4050231;C4321476
388,mean ( sd ) dasnmbr - nmbr ( esr ) *,C0053917;C0444504;C1334884;C2347634;C2348143;C2699239;C3811131
388,shs  mean nmbr sd,C0053917;C0444504;C1334884;C2347634;C2348143;C2699239
388,nmbr % < hbanmbrc < = nmbr %,C0053917;C1334884
388,nmbr year or more,C0053917;C0439234;C0439508;C1334884
388,simva n = nmbr n ( % ),C0053917;C1334884
388,< nmbr months  n ( % ),C0053917;C0439231;C1334884
388,nmbr degree of ica stenosis 丰,C0053917;C0201519;C1334884;C4034225
388,hazard ratio ( nmbr % cl ) nmbr . nmbr ( nmbr . nmbr  nmbr . nmbr ),C0053917;C0596019;C1334884;C2985465
388,bmi ( nmbr . nmbr  nmbr . nmbr ),C0053917;C0578022;C1334884
388,creatinine clearance ， : : nmbr ml / min  %,C0053917;C0439445;C0812399;C1334884
388,tg < nmbr  hdl > nmbr ( n = nmbr ),C0053917;C0337445;C1334884;C3715113
388,nmbrmwd decrease > nmbr m,C0053917;C0369637;C0392756;C0441923;C0547047;C1334884
388,type nmbr diabetes 一 no . ( % ),C0053917;C1320657;C1334884
388,elevated creatinine ( > nmbr pmol / l ),C0053917;C0151578;C0439284;C0700225;C1334884
388,intermediate ( nmbr ) ( n = nmbr  nmbr  nmbr % ),C0053917;C0205103;C1334884;C1550465;C2827755;C3889971
388,nmbr - aminosalicylates | | | |,C0053917;C0368663;C1334884
388,calculated ldl - c in nmbr classes,C0053917;C0444686;C0456387;C1334884;C1441506;C1518526;C1705943;C4019422
388,hfpef ( ef n nmbr )  ( % ),C0053917;C1334884
388,( % ) nmbr - nmbr,C0053917;C1334884
388,age < nmbr years — no . ( % ),C0053917;C1334884;C1510829
388,disease duration nmbr to bnmbr years ( n = nmbr ),C0053917;C0439234;C0872146;C1334884
388,jsn score  mean nmbr sd,C0053917;C0444504;C0449820;C1334884;C2347634;C2348143;C2699239;C4050231
388,type nmbr diabetes duration  mean ( sd )  years,C0053917;C0439234;C0444504;C0449238;C1320657;C1334884;C2347634;C2348143;C2699239;C2926735
388,nmbr to < nmbr . nmbr %,C0053917;C1334884
388,medical therapy ( n = nmbr ),C0053917;C0418981;C1334884
388,medical therapy only ( n = nmbr ),C0053917;C0205171;C0418981;C1334884;C1720467
388,nmbrnd > nmbr . nmbr / < nmbr . nmbr,C0053917;C1334884
388,former n z nmbr,C0053917;C0205156;C0750523;C1334884
388,elevated hscrp > nmbr mg / l  n ( % ),C0053917;C0205250;C0439268;C1334884;C3163633
388,serum creatinine > nmbr pmol / l . n ( % ) |,C0053917;C0201976;C0439284;C0600061;C1334884
388,days of study - drug administration ( % ) * * nmbr day,C0053917;C0150270;C1334884;C2826182;C3469597
388,severe n z nmbr,C0053917;C0205082;C1334884;C4050465;C4050466
388,evenls per nmbr  nmbr palienl - years,C0053917;C0439234;C1334884
388,dlqi  nmbr - nmbr *,C0053917;C1334884;C3899393
388,tender joint count ( nmbr - nmbr ),C0053917;C0451530;C1334884
388,ldl - c < nmbr . nmbr mmol / l,C0053917;C1334884;C1532563
388,age ( yrs ) < nmbr,C0001779;C0053917;C1334884
387,lebrikizumab ( n = nmbr ),C0053917;C1334884;C2981360
386,etanercept ( n = nmbr ),C0053917;C0717758;C1334884
385,medications at randomization,C0013227;C0034656;C0802604;C2598133;C4284232
384,concomitant conventional dmard use,C0042153;C0242708;C0439858;C0457083;C0521115;C1947944
383,hctz = hydrochlorothiazide . * based on wilcoxon nmbr - sample rank - sum tests for age and body mass index  t tests for systolic and diastolic blood and ' / nmbr tests for categorical variables . t data were missing for some patients .,C0020261
383,v alsartan / hctz  n ( % ),C0020261
382,fasting glucose  mmol / l  mean ± sd,C0015663;C0017725;C0444504;C1532563;C2347634;C2348143;C2699239
381,leukocytes  nmbr / nl,C0023516;C0027778;C0053917;C0560008;C1334884;C3892223
380,eze / simva gender,C0079399;C1522384
379,high risk with atherosclerotic vascular disease *,C0004153;C0332167;C3272283;C4050568;C4319571
378,concomitant medications for ulcerative colitis — no . ( % ),C0009324;C0013227;C0521115;C0802604;C2598133;C4284232
377,angiographic complications  site - reported — no . / total no . ( % ),C0002978;C0009566;C0205145;C1171258;C1515974;C2825164
376,creatinine ≥ nmbr . nmbr mg / dl,C0010294;C0053917;C0439269;C1334884;C1561535
375,seropositive ( rf + ve and / or acpa + ve ) subgroup,C0035448;C0042469;C0201660;C0521143;C0748398;C1547111;C3714652;C4321495
374,emotional role,C0013987;C0035820;C0849912;C1705810;C3871154
373,ezetimibe nmbr mg + statin ( n = nmbr  nmbr ),C0024671;C0026410;C0053917;C0360714;C0439269;C1142985;C1334884;C1960952;C2346927;C4321396;C4521761
372,baseline corticosteroids *,C0001617;C0168634;C1442488;C3539185;C3540725;C3540726;C3540727
371,angiography during index hospitalization,C0002978;C0019993;C0600653;C0918012;C1552854;C1637833;C2986546
370,triglycerides mean ( mg / dl ± sd ),C0041004;C0439269;C0444504;C2347634;C2348143;C2699239
370,triglycerides  median ( range ),C0041004;C0549183;C0876920;C1514721;C2347635;C2348144;C2348147;C2939193;C3542016
370,triglycerides — mmol / liter,C0041004;C0439190;C0475211
370,mean ± sd triglycerides  mg / dl,C0041004;C0439269;C0444504;C2347634;C2348143;C2699239
369,history of chronic hf,C0018488;C0019664;C0019665;C0205191;C0262512;C0262926;C1313497;C1538440;C1705255;C2004062;C3273279
368,interval clopidogrel to pci,C0070166;C1272706;C1552654;C1552713;C4049621
368,clopidogrel no . of patients % ),C0070166
368,timing of clopidogrel loading dose,C0070166;C0449243;C1704250;C3714444
368,clopidogrel dose on / before pci,C0070166;C0178602;C0869039;C1114758;C4049621
368,clopidogrel  %,C0070166
368,duration of clopidogrel pretreatment 一 hr median,C0070166;C0449238;C0549183;C0876920;C1550147;C2347635;C2348144;C2709094;C2926735;C2939193;C3539075;C3539076
367,ace - inhibitor use,C0003015;C0042153;C0457083;C1947944;C4541021
366,vascular disease indicator no ( n = nmbr ),C0021212;C0042373;C1235732;C1522602
365,salmeterol - fluticasone group,C0441833;C0687744;C0939232;C1257890;C1519504;C1705428;C1705429
364,all randomized patients ( range ),C0030705;C0034656;C1514721;C2348147;C3542016;C3815594
363,no . of predictors of cardiovascular risk,C0007226;C0035647;C2698872;C3887460;C4552904
362,randomisation visit ( baseline ),C0034656;C0168634;C0545082;C1442488;C1512346;C2826704
361,hbanmbrc distribution at baseline  n ( % ),C0168634;C0520511;C1442488;C1704711
360,worsening angina,C0002965
359,drug - related teaesnmbr,C0013227;C0439849;C0445223;C1254351
359,previous medications  n ( % ),C0013227;C0205156;C0802604;C1552607;C2598133;C4284232
359,concomitant drugs,C0013227;C0521115;C3687832
359,other drugs,C0013227;C3687832
359,periprocedural medications — no . / total no . ( % ),C0013227;C0802604;C2598133;C4284232
359,selected medications — no . ( % ),C0013227;C0802604;C1707391;C2598133;C4284232
359,prior medications,C0013227;C0332152;C0802604;C2598133;C2826257;C4284232
359,drugs used in diabetes  n ( % ),C0013227;C3687832
359,medication use — no . ( % ),C0013227;C3244316;C4284232
359,number of antidiabetes drugs at screening  n ( % ),C0013227;C0237753;C0449788;C3687832
359,periprocedural medications — no . / total no .,C0013227;C0802604;C2598133;C4284232
359,study medication — no . ( % ),C0013227;C0557651;C2603343;C3244316;C4284232
359,medication at enrollment — no . ( % ),C0013227;C1516879;C1696073;C3244316;C3888021;C4284232
359,medication taken alone or in combination,C0013227;C3244316;C4284232
358,planned thienopyridine at baseline,C0168634;C1120149;C1301732;C1442488
357,copd - rosuvastatin ( n = nmbr ),C0024117;C0053917;C0965129;C1334884;C1412502;C3714496
356,rerandomization to placebo ( n = nmbr ) f,C0016327;C0032042;C0053917;C1334884;C1696465;C1706408
355,pav  mean ( nmbr % ci ),C0008107;C0053917;C0058890;C0444504;C1334884;C2347634;C2348143;C3259781
354,baseline nmbr - h ppg ,C0033727;C0053917;C0168634;C0369286;C0441932;C0564385;C1334884;C1418888;C1442488;C4528284
353,time from symptoms to treatment,C0040223;C0683368;C1457887;C3541383
352,mtx exposure ( mg / week ),C0024671;C0025677;C0026410;C0274281;C0332157;C0332174;C0439230;C0439269;C1417487;C1960952;C2346927;C4321396;C4521761
351,randomization to arterial sheath insertion,C0003842;C0021107;C0034656;C0221464;C0227952;C0441587;C1512796;C1883719
350,risk reduction ( %  nmbr % ci ),C0008107;C0053917;C1137094;C1334884;C3259781
349,phosphorus  mmol nmbr nmbr,C0031705;C0053917;C0080014;C0439190;C1334884;C3714498
348,n ( indacaterol nmbr ug / indacaterol nmbr ug / placebo ),C0032042;C0053917;C0369718;C0441922;C1319635;C1334884;C1696465;C1706408;C1722260
347,biomarker low ( periostin < nmbr ng / ml or blood eosinophils < nmbr cells per pl )  na,C0005516;C0053917;C0205251;C0219433;C0439275;C1334884;C1424662;C1550472;C3812270;C3890211;C4048187;C4321351;C4522223
346,obesity ( body mass index > nmbr kg / mnmbr ),C0005893;C0022718;C0028754;C0053917;C0439209;C0578022;C1305855;C1334884;C1963185;C4054209
345,tim nmbr nsk score,C0053917;C0449820;C1313407;C1334884;C3541335;C3711667;C3827754;C3890185;C4050231;C4319633
344,normoalbuminuria at baseline ( nmbr % of patients treated ),C0030705;C0053917;C0168634;C1334884;C1442488
343,placebo secukinumab nmbr mg,C0024671;C0026410;C0032042;C0053917;C0439269;C1334884;C1696465;C1706408;C1960952;C2346927;C3179547;C4321396;C4521761
342,des ( % previous stenting ),C0011702;C0038257;C0205156;C1552607;C2348535;C4551552
341,endothelin - receptor antagonists plus phosphodiesterase type nmbr inhibitors,C0031638;C0053917;C0332307;C1134681;C1334884;C1547052;C1656262;C2266875;C3539996
