cluster,concept,cuis
0,total study population ( n = nmbr  nmbr ),C0053917;C0439175;C0439810;C0557651;C1334884;C2348561;C2603343;C3258257
0,total n = nmbr n ( % ),C0053917;C0439175;C0439810;C1334884
0,total invasive cancer,C0439175;C0439810;C0677898
0,total group ( n = nmbr ),C0053917;C0439175;C0439810;C0441848;C1334884
0,total gadolinium - enhancing lesion count  no . ( % ),C0439175;C0439810;C1333400
0,total cholesterol ( week nmbr ),C0053917;C0201950;C0332174;C0439230;C0543421;C1334884
0,total cholesterol ( mg / dl )  mean + sd  available for nmbr patients,C0201950;C0439269;C0444504;C0543421;C2347634;C2348143;C2699239
0,total chol  mg / dl,C0201950;C0439175;C0439269;C0439810
0,tnmbrdm duration ( years ),C0439234;C0449238;C2926735
0,tnl ultrapositive > nmbr . nmbr pg / l  nmbr = nmbr,C0053917;C0439278;C1334884;C1540071
0,timi major / minor,C4441842
0,time to admission  min,C0702093;C1524029;C3813700;C3854258;C3854259
0,time of symptom onset to randomization ( hrs ),C1320528
0,time of symptom onset to balloon inflation ( hrs ),C1320528
0,time from onset to randomization  h  mean ± sd,C0449244
0,three or more drugs,C0205449
0,three - vessel disease,C3272265
0,third heart sound  n ( % ),C0232237;C0232278
0,tg < nmbr  hdl > nmbr ( n = nmbr ),C0053917;C0337445;C1334884;C3715113
0,tg  mmol / l [mg / dl],C0337445;C3642216;C3898312
0,tertile nmbr ( nmbr . nmbr - nmbr . nmbr pg / ml ) n = nmbr,C0053917;C0439297;C1334884
0,tertile nmbr,C0053917;C1334884
0,terminal ileum,C0227327
0,tender joint count ( nmbr - nmbr ),C0053917;C0451530;C1334884
0,tender joint count  of nmbr,C0053917;C0451530;C1334884
0,systemic corticosteroids  n ( % ) a,C4053960
0,symptom onset to start of reperfusion treatment : tenecteplase or arterial sheath insertion !,C4086878
0,symbol digit score,C0449820;C0582802;C0679214;C1698987;C3241971;C4050231
0,subjects randomized,C0681850;C1550501;C1706203;C2349001;C2697811
0,stroke risk score,C0449820;C1277291;C4050231
0,stiffness subscale,C0427008
0,standard care ( n = nmbr ),C0053917;C1334884;C1442989;C1947933;C2828392
0,standard ( n = nmbr ),C0053917;C1334884;C1442989;C2828392
0,st - segment elevation mi,C0520886;C3810814
0,st - elevation mi,C0520886;C3810814
0,south asian,C1519427
0,smoking status ( % ),C1519386
0,smoking history — no . ( % ),C1519384
0,smoking history ( ever ),C1519384;C3887636
0,smoking history  pack - years  mean ( sd ),C0444504;C1277691;C1519384;C2347634;C2348143;C2699239
0,small vessel,C0225988
0,single vessel coronary artery disease *,C0581374
0,simva n = nmbr n ( % ),C0053917;C1334884
0,simplified disease activity index,C3869582
0,shs  mean nmbr sd,C0053917;C0444504;C1334884;C2347634;C2348143;C2699239
0,sglt - nmbr inhibitors^,C0053917;C1334884;C3665045
0,severity of hypertensionb,C0439793;C0522510
0,severity n ( % ),C0439793;C0522510
0,severely impaired,C0205082
0,severe teaes,C0205082;C4050465;C4050466
0,severe n z nmbr,C0053917;C0205082;C1334884;C4050465;C4050466
0,severe impairment ( < nmbr ),C0053917;C0205082;C0221099;C0684336;C1334884;C4050465;C4050466
0,severe hyperkalemiac,C0205082;C4050465;C4050466
0,severe dysfunction,C3274777
0,serum uric acid ( mg / dl ),C0439269;C0455272;C0700634
0,serum total cholesterol  mmol / l ( sd ),C0587184;C1287371;C1532563;C2699239
0,serum sodium — meq / liter,C0439152;C0475211;C0523891
0,serum potassium — mmol / liter,C0302353;C0439190;C0475211;C0543465
0,serum hdl cholesterol ( mmol / l )  mean ( sd ),C0428472;C0444504;C1532563;C2347634;C2348143;C2699239
0,serum creatinine — pmol / liter,C0201976;C0439192;C0475211;C0600061
0,serum creatinine > nmbr pmol / l . n ( % ) |,C0053917;C0201976;C0439284;C0600061;C1334884
0,serum creatinine > nmbr mmol / l  n ( % ),C0053917;C0201976;C0600061;C1334884;C1532563
0,serum creatinine  mean ( sd )  pmol / l,C0201976;C0439284;C0444504;C0600061;C2347634;C2348143;C2699239
0,serum creatinine  limo nmbr nmbr,C0053917;C0201976;C0600061;C1334884
0,serum cholesterol — mmol / liter,C0439190;C0475211;C0587184
0,seropositivity,C0521143
0,serious ae,C0205404;C3887670
0,selected clinical characteristics  n ( % ),C0683325;C1707391
0,second prior mi,C0205436;C0332152;C0457385;C0565930;C1561503;C1705190;C2826257;C3810814
0,scr  gmol / l,C1539487;C4050416
0,score on nih stroke scale — median ( iqr ),C0449820;C0549183;C0876920;C1697238;C2347635;C2348144;C2939193;C3484372;C4050231
0,score on modified rankin scale — no . ( % ) §,C0449820;C2984908;C3854213;C4050231
0,score of > nmbr . nmbr — %,C0053917;C0449820;C1334884;C4050231
0,riva roxa ban n / n { % ) nmbr ( nmbr . nmbr ),C0053917;C0683610;C1334884;C4553947
0,risk of bleeding,C3251812
0,right ventriculardysfunction atinclusion,C0205090;C0444532
0,right coronary,C0225808
0,reversibility of fevnmbr ( % ),C0449261
0,reversibility ( bnmbr - agonist )  %  mean ( sd ) nmbr,C0053917;C0444504;C0449261;C1334884;C2347634;C2348143;C2699239;C2987634
0,revascularization,C0581603
0,responders of three - item end point at nmbr weeks *,C0205449;C1551338;C2349179;C2826544;C4554251
0,respiratory medication ( % ),C0418986
0,resection performed  %,C0015252;C0728940
0,repaired chd,C0205340;C0280604;C3542407
0,rentrop score,C0449820;C4050231
0,renin inhibitor ( e . g . aliskerin ),C1960108;C3537174;C4521920
0,remission  n ( % ),C0544452;C0687702
0,receiving concomitant nsaids and / or cox - nmbr inhibitors,C1514756
0,receiving concomitant corticosteroids,C1514756
0,received an oral aha within nmbr weeks prior to screening,C1514756
0,reason for enrollment in active a — no . ( % ),C0392360;C1516879;C1696073;C3888021
0,ratio of ldl to hdl,C0456603;C1547037
0,ratet ( nmbr % cl ),C0053917;C0596019;C1334884
0,rankin grade,C0441800;C0919553;C3244287
0,rando . in na * *,C0597484;C1272460;C1546968;C1879645;C4049872;C4552882
0,radial access,C0442038;C0444454;C0920847;C1554204
0,ra symptom duration — year,C0439234;C0439508;C0449238;C1457887;C2926735;C3538806;C3854129;C4048756
0,qualifying mi type,C0332307;C1514624;C1547052;C3810814
0,qualifying hbanmbrc ( % ),C1514624
0,qualifying event — no . ( % ),C0441471;C1514624;C4019010
0,psap - b ( ng / ml ),C0439275;C1418975;C1420002;C1425004
0,psa duration  years,C0439234;C0449238;C2926735;C3810537;C3813209
0,prior years taking warfarin,C0332152;C0439234;C2826257
0,prior tnfi  n ( % ),C0332152;C2826257
0,prior surgery : no,C0455610
0,prior pci or cabg surgery,C0332152;C2826257;C4049621
0,prior myocardial infarction,C0155668
0,prior ischemic stroke,C0332152;C0948008;C2826257
0,prior implantable cardiodefibrillator  n ( % ),C0021102;C0332152;C2826257
0,prior immunnosupressive failure but no anti - tnf failure,C0231174;C0332152;C0680095;C2826257
0,prior history of cardiovascular disease  n ( % ),C0332152;C0455539;C2826257
0,prior failure of anti - tnf therapy — no . ( % ),C0231174;C0281481;C0332152;C0680095;C2826257
0,prior coronary revascularization  n ( % ),C0332152;C0877341;C2826257
0,prior coronary revascularization,C0332152;C0877341;C2826257
0,prior cardiovascular event — no . ( % ) - j -,C0332152;C1320716;C2826257
0,prior cardiovascular event — no . ( % ),C0332152;C1320716;C2826257
0,prior biologic therapy ( including anti - tnfs ),C0278947
0,prior anti - tnf therapy — no . ( % ),C0281481;C0332152;C2826257
0,primary pci ( n = nmbr ),C0053917;C0205225;C0439612;C0439631;C1334884;C4049621
0,primary end point kaplan - meier rate  %,C0871208;C1521828;C2986535
0,primary end point  no . of events / total no . ( % ),C2986535
0,primary + gusto moderate or severe bleeding,C0205225;C0439612;C0439631
0,previous coronary revascularization — no . ( % ),C0205156;C0877341;C1552607
0,previous bowel resection performed — no . of patients ( % ),C0205156;C0741614;C1552607
0,presence of mets,C0150312;C0392148;C0812270;C1705694;C2939420;C3854307
0,presence of honeycombing  nmbr n ( % ),C0053917;C0150312;C0332468;C0349384;C0392148;C1334884;C3854307
0,presence of dactylitis  n ( % ),C0150312;C0239161;C0392148;C3854307
0,pre - bronchodilator fevnmbr ( % predicted normal ),C2599602
0,postmenopausal  never or past hormone therapy use,C0232970;C2003901
0,post - menopausal ( a ),C0232970
0,post - bronchodilator reversibility fevnmbr ( % ) mean ( sd ),C0444504;C0449261;C2347634;C2348143;C2599594;C2699239
0,post - bronchodilator ratio of fevnmbr to fvc — %,C0456603;C1547037;C2599594
0,post - bronchodilator fevnmbr ( % predicted * ),C2599594
0,positive for anti - cyclic citrullinated peptide antibody — no . ( % ) f,C0741132;C1320283
0,positive,C0439178;C1446409;C1514241;C2825490;C3812269
0,pooled simva,C1709595;C2349200;C4522255
0,pnmbrynmbr inhibitor,C1999216
0,planned treatment strategy,C0599880;C0679199
0,planned treatment duration  n ( % ),C4528394
0,pfo closure group ( n = nmbr ),C0053917;C0185003;C0441848;C1334884;C1521802
0,permanent,C0205355
0,peripheral vasodilators,C0724804
0,peripheral edema,C0085649
0,perianal or anus,C0442158
0,peri - or postmenopausal,C0347985
0,percentage with disease duration < nmbr years,C0053917;C0439165;C0439234;C0872146;C1334884;C1549488;C1561533
0,percentage difference ( nmbr % cl ),C0053917;C0439165;C0596019;C1334884;C1549488;C1561533;C1705241;C1705242
0,percent change,C0392747;C0439165;C0443172;C1705241;C4319952
0,pdenmbr inhibitor monotherapy,C1999216
0,patients ' characteristics age ( years )  mean + sd,C0444504;C0815172;C1510829;C2347634;C2348143;C2699239
0,patient ' s global assessment of disease activity  mean ( sd ),C0444504;C2347634;C2348143;C2699239;C4054228
0,pathological q waves,C0429090
0,past or current angina pectoris,C1444637;C4284302
0,pasi score ! * *,C0449820;C4050231;C4528685
0,pasi score  mean ± sd,C0444504;C0449820;C2347634;C2348143;C2699239;C4050231;C4528685
0,pasi < nmbr *,C0053917;C1334884;C4528685
0,partial mayo score $ | |,C0449820;C0454788;C0728938;C1077578;C1550516;C4050231
0,parameter,C0549193;C1704769;C2350001
0,pancolitis,C0868908
0,pain in extremity,C0030196;C4553007
0,pad lower extremities,C0182158;C0332568;C3540603;C3669270;C3814046;C4319657
0,p value versus placebo,C1709380
0,p value for adjusted hr,C0456081;C1709380
0,p  subgroup *,C0369773;C1079230;C1515021;C2603361
0,p  all vs all,C0369773;C2603361
0,outcome,C1274040
0,other oral hypoglycemic drug ( s ),C0359086
0,other countries,C0454664
0,other ( nmbr . nmbr % ) t,C0053917;C1334884
0,oral medications,C0304289
0,oral hypoglycemic drug,C0359086
0,oral hypoglycemic agent,C0359086
0,oral antidiabetes monotherapya  n ( % ),C0442027;C4521986
0,oral anticoagulant — no . / total no . ( % ),C0354604
0,oral aminosalicylates,C0368663;C0442027;C4521986
0,oral agents use,C0442027;C0450442;C1254351;C1521826;C4521986
0,opg  ( ng / ml ),C0439275;C1262886;C1336645;C1412836;C1710303
0,open triple ( n = nmbr ),C0175566
0,one or more requiring hospitalization in nmbr mo before screening — no . ( % ) nmbr,C0205447
0,one or more blood pressure medications  n ( % ),C0205447
0,o total randomized,C0439175;C0439810;C0483204
0,nyha class within past month — no . / total no . ( % ),C1882083;C4331910
0,nyha class nmbr - nmbr : no { n = llll ),C0053917;C1334884;C1882083
0,nyha class iii or iv ( n = nmbr ),C1882086
0,number of subjects,C0237753;C0449788;C0681850;C1550501;C1706203;C2349001;C2697811
0,number of prior csdmards  n ( % ),C0237753;C0332152;C0449788;C2826257
0,number of patients with,C2360800
0,number of pack - years,C0237753;C0449788;C1277691
0,number of exacerbations in last nmbr months ,C0237753;C0449788;C4086268
0,number ( % ) of patients with event,C2360800
0,ntpro - cnp ( ng / ml ),C0439275;C3889729
0,not reported in ecrf,C1518422
0,not reported / unknown,C1518422
0,non - stemi,C3537184
0,non - q wave,C0429089;C1305738;C1518422
0,non - metsyn,C1518422
0,non - hdl - c in nmbr classes,C0053917;C0456387;C1334884;C1518422;C1518526;C1705943;C3715113;C4019422
0,non - hdl - c ( mmol / l  mean ),C0444504;C1518422;C1532563;C2347634;C2348143;C3715113
0,non - hdl - c ( mg / dl ) - mean ± sd,C0439269;C0444504;C1518422;C2347634;C2348143;C2699239;C3715113
0,no prior ml or stroke,C0332152;C0439526;C1705224;C2826257;C3887665
0,no peripheral revascularization ( n = nmbr  nmbr ),C0053917;C0205100;C0581603;C1334884
0,no dysglycaemia or mets,C1960636
0,no . of prior tnfi,C0332152;C2826257
0,no . of prior bdmards,C0332152;C2826257
0,no . of nmbr - mg acetaminophen tablets / day,C0053917;C0439422;C1243102;C1334884
0,no . of days to homa - ir testing — median ( iqr ),C0439228
0,nmbrth - nmbrth percentiles,C1264641
0,nmbrnd > nmbr . nmbr / < nmbr . nmbr,C0053917;C1334884
0,nmbrmwd decrease > nmbr m,C0053917;C0369637;C0392756;C0441923;C0547047;C1334884
0,nmbrbaseline mean,C0444504;C2347634;C2348143
0,nmbr yr km % ( n ),C0053917;C0439234;C1334884;C3887676
0,nmbr year or more,C0053917;C0439234;C0439508;C1334884
0,nmbr to < nmbr . nmbr %,C0053917;C1334884
0,nmbr prolonged antithrombotic pretreatment ( n = nmbr ),C0053917;C1334884
0,nmbr no . of events,C0053917;C1334884
0,nmbr mg / kg ( n = nmbr ),C0053917;C0439272;C1334884
0,nmbr locf ),C0053917;C1334884;C2825507
0,nmbr degree of ica stenosis 丰,C0053917;C0201519;C1334884;C4034225
0,nmbr bmi  kg / m,C0053917;C0578022;C1334884;C1532718
0,nmbr = help needed  still independent,C0053917;C1334884
0,nmbr . nmbr - nmbr . nmbr ml / min / nmbr . nmbr mnmbr,C0053917;C0439445;C1334884
0,nmbr - nmbr / week,C0053917;C0332174;C0439230;C1334884
0,nmbr - nmbr ( severe ),C0053917;C1334884
0,nmbr - nmbr ( n = nmbr  nmbr ),C0053917;C1334884
0,nmbr - aminosalicylic compounds — no . ( % ),C0053917;C0205198;C1334884;C1706082
0,nmbr - aminosalicylates | | | |,C0053917;C0368663;C1334884
0,nmbr ( fevnmbr < nmbr % pred ),C0053917;C1334884
0,nmbr % < hbanmbrc < = nmbr %,C0053917;C1334884
0,nmbr  nmbr / nmbr  nmbr ( nmbr . nmbr ),C0053917;C1334884
0,never / rarely,C0522498;C2003901
0,negative,C0205160;C1513916;C2825415;C2825491;C3853545
0,native latin,C0302891
0,nace ( primary endpoint ),C2986535
0,n analysed,C0369718;C0441922
0,musculoskeletal,C0497254;C2707260
0,multivessel pci,C4049621
0,multiple tnfi *,C0439064
0,multiple,C0439064
0,months since ra was first diagnosed  mean ( sd ),C0439231
0,months from mi — median ( iqr ),C0439231;C0549183;C0876920;C2347635;C2348144;C2939193;C3810814
0,modmy al randcnxzaton,C0202311
0,modified rankin scale score,C0449820;C2984908;C3854213;C4050231
0,moderate teaes,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
0,moderate or severe exacerbations in the previous year ( range ),C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
0,moderate or less airflow limitation,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
0,moderate impairment ( nmbr to < nmbr ),C0053917;C0205081;C0221099;C0684336;C1334884;C1881878;C4049705;C4049706;C4085643;C4321335
0,ml without st - segment elevation !,C0439526;C0520886;C1705224;C3887665
0,missing — number / n ( % ),C0237753;C0449788;C1551393;C1705492;C3272743
0,missing data — no . / total no . ( % ),C4684714
0,missing data,C4684714
0,min  max,C0702093;C1524029;C3813700
0,mild or moderate copd,C2945599
0,mild impairment ( nmbr to < nmbr ),C0053917;C0221099;C0684336;C1334884;C2945599
0,microalbuminuria or proteinuria,C0730345
0,mi type unknown ( % ),C0332307;C1547052;C3810814
0,mi or cad,C3810814
0,mets w / o tnmbrdm,C0812270;C1705694;C2939420
0,mental component score ( mcs ),C0229992;C0449432;C0449820;C1705248;C4050231
0,menopausal status and use of hrt ( % ) y,C1513126
0,medically important infectionsa,C3898777;C4084912
0,medical therapy only ( n = nmbr ),C0053917;C0205171;C0418981;C1334884;C1720467
0,medical therapy ( n = nmbr ),C0053917;C0418981;C1334884
0,medical history — no . / total no . ( % ),C0262926;C1704706
0,medical history and risk factors — no . ( % ),C0262926;C1704706
0,medical history,C0262926;C1704706
0,medical characteristics,C0199168;C0205476;C1521970
0,median total cholesterol  mmol / l,C0201950;C0543421;C0549183;C0876920;C1532563;C2347635;C2348144;C2939193
0,median change  %,C0392747;C0443172;C0549183;C0876920;C1705241;C2347635;C2348144;C2939193;C4319952
0,median cardiac troponin t ( iqr ) — pg / ml,C0439297;C0549183;C0876920;C2347635;C2348144;C2939193;C3538889
0,median blood eosinophil count  cells per pla,C0200638;C0456170;C0549183;C0876920;C2347635;C2348144;C2939193
0,median ( sd )  mg / mmol,C0549183;C0567349;C0876920;C2347635;C2348144;C2348885;C2699239;C2939193
0,median ( qnmbr : qnmbr ) tgs,C0549183;C0876920;C1156212;C1537574;C2347635;C2348144;C2939193
0,median ( iqr ) age  years,C0549183;C0876920;C1510829;C2347635;C2348144;C2939193
0,median ( days ),C0439228;C0549183;C0876920;C2347635;C2348144;C2939193
0,measurements,C0242485
0,measured at home with automated device,C0444706;C3541902
0,mean — mg / dl level — no . ( % ),C0439269;C0441889;C0444504;C0456079;C1547707;C2347634;C2348143;C2946261
0,mean — g / dl,C0439267;C0444504;C2347634;C2348143
0,mean yearly decline,C0444504;C2347634;C2348143
0,mean sgrq total score ( sd ),C0439175;C0439810;C0444504;C2347634;C2348143;C2699239;C2964552;C3533236
0,mean score on haq - di §,C3533236;C3826998;C4321476
0,mean score on dasnmbr - nmbr ( crp ) ^,C0053917;C1334884;C3533236;C3890735;C4048285
0,mean prebronchodilator fevnmbr ( sd )  % predicted,C0444504;C2347634;C2348143;C2599602;C2699239
0,mean number of exacerbations ( per patient - year [nmbr % ci] ),C0237753;C0444504;C0449788;C2347634;C2348143;C4086268
0,mean nmbrmwd *  m ( sd ),C0369637;C0441923;C0444504;C2347634;C2348143;C2699239
0,mean iglar dose ± sd ( u / day ),C0178602;C0444504;C0456683;C0869039;C1114758;C2347634;C2348143;C2699239
0,mean hscrp  mg / l ( sd ),C0439268;C0444504;C2347634;C2348143;C2699239
0,mean fevnmbr  l ( sd ),C0444504;C2347634;C2348143;C2699239
0,mean eosinophil count  per ml,C0200638;C0439526;C0444504;C0750879;C1705224;C2347634;C2348143;C3887665
0,mean duration of disease  years,C0439234;C0444504;C0872146;C2347634;C2348143
0,mean change in radiographic end points,C0392747;C0443172;C0444504;C0444708;C1705241;C2347634;C2348143;C2349179;C4319952
0,mean cdai score,C0444504;C0683448;C1413248;C2347634;C2348143;C3273706
0,mean bmi  kg / mnmbr ( s . d . ),C0444504;C0578022;C1275571;C2347634;C2348143
0,mean annualized exacerbation rate,C0444504;C0871208;C1521828;C2347634;C2348143;C4086268
0,mean age ( years ) race,C0444504;C1510829;C2347634;C2348143
0,mean age ( years ) ( s . d . ),C0444504;C1510829;C2347634;C2348143
0,mean age  y  median ( range ),C0001779;C0444504;C0549183;C0876920;C1514721;C2347634;C2347635;C2348143;C2348144;C2348147;C2939193;C3542016
0,mean a ± sem ( % ),C0444504;C2347634;C2348143
0,mean a ± sd ( mmhg ),C0444504;C2347634;C2348143
0,mean ( sd ) swollen joint count *,C0444504;C0451521;C2347634;C2348143;C2699239
0,mean ( sd ) post - bronchodilator fevnmbr reversibility  %,C0444504;C0449261;C2347634;C2348143;C2599594;C2699239
0,mean ( sd ) extent of exposure  days,C0274281;C0332157;C0439228;C0439792;C0444504;C2347634;C2348143;C2699239
0,mean ( sd ) dasnmbr - nmbr ( esr ) *,C0053917;C0444504;C1334884;C2347634;C2348143;C2699239;C3811131
0,mean ( sd ) crp  mg / l *,C0439268;C0444504;C2347634;C2348143;C2699239;C3890735;C4048285
0,mean ( s . d . ) hbalc  %,C0444504;C2347634;C2348143
0,mean ( s . d . ) free pcsknmbr  ng / ml,C0332296;C0439275;C0444504;C1880497;C1996904;C2347634;C2348143
0,mases ( nmbr - nmbr )  mean ( sd ),C0053917;C0444504;C1334884;C2347634;C2348143;C2699239
0,managed medically — no . / total no . ( % ),C1273870
0,major cerebrovascular,C0205082;C0205164;C1880018;C4318856;C4521762
0,lvef ( % )  mean ± sd,C0428772;C0444504;C0488728;C2347634;C2348143;C2699239
0,lvdd ( mm ),C4330985;C4554674
0,low risk and fewer symptoms ( group a ),C3272281;C3538919
0,low hdl cholesterol,C0151691
0,loop at last follow - up,C0445022;C0589120;C1522577;C1704685;C3274571
0,location of ml,C0439526;C0450429;C1515974;C1705224;C3887665;C4284930;C4284931
0,lm bifurcation not treated,C0184906;C1261082;C1551056;C3146289
0,lipid levels — mg / dl,C0428460;C0439269
0,lipid - lowering therapy,C0585943
0,level nmbr immobility § | |,C0053917;C0231441;C0441889;C0456079;C1334884;C1547707;C2946261
0,less than nmbr %,C0053917;C0439092;C1334884
0,lesions bnmbr / c,C0221198
0,lesion length  mean ( sd )  mm,C0221198;C0444504;C1444754;C1546698;C1706316;C2347634;C2348143;C2699239;C4330985;C4554674
0,left circumflex artery,C0226037
0,left circumflex,C0205091;C0443246;C1552822;C1880089
0,left anterior descending artery  n ( % ),C0226032
0,left anterior descending  n ( % ),C0205386;C0441998;C1547177
0,left anterior descending,C0205386;C0441998;C1547177
0,ldl particle size ( week nmbr ),C0053917;C0332174;C0439230;C1334884;C3641256
0,ldl - cihdl - c  mean ( sd ),C0444504;C2347634;C2348143;C2699239
0,ldl - c < nmbr . nmbr mmol / l,C0053917;C1334884;C1532563
0,ldl - c ( bq ) ( mg / dl ) - mean ± sd,C0439269;C0444504;C0560038;C2346983;C2347634;C2348143;C2699239;C3541236;C3642216
0,large mi,C0549177;C3810814
0,laboratory measurements,C0681902
0,laboratory findings,C0587081
0,laba users,C1706077
0,laba / lama,C0999593;C1416775
0,kim nmbr ( pg / ml ),C0053917;C0439297;C1334884
0,killip class at admission — no . / total no . ( % ),C0184666;C0809949;C1881332
0,killip class,C1881332
0,jsn score  mean nmbr sd,C0053917;C0444504;C0449820;C1334884;C2347634;C2348143;C2699239;C4050231
0,joint swelling,C0152031
0,iwqol - lite physical score ( arbitrary units ),C0439183;C4483112
0,isolated systolic hypertension  n ( % ) “,C0745133
0,isolated igt,C0205409;C1548221
0,ischemic tvr,C0475224
0,ischaemic  n ( % ),C0475224
0,invasive,C0205281;C1334278
0,intravenous vasodilators ( % ),C0443081
0,intraperitoneal,C0442120
0,intervention in complex lesions,C0221198;C1292781
0,interval pain onset to admission,C0184666;C0809949;C1272706;C1507009;C1552654;C1552713
0,intermediate ( nmbr ) ( n = nmbr  nmbr  nmbr % ),C0053917;C0205103;C1334884;C1550465;C2827755;C3889971
0,interaction : treatment by psoriasis p valuenmbr,C1704675;C3258078
0,int . p *,C3272375
0,inflammatory disease,C1290884
0,indication for pci,C0392360;C3146298;C4049621
0,indian ( indian subcontinent ),C0454693
0,indeterminate or unknown,C0205258
0,ind / glynmbr / nmbr pg o . d . n = nmbr,C0053917;C1334884;C2827928;C4049864
0,incidence rate,C1708485
0,impaired fasting glucose level ( n = nmbr ),C0053917;C0202045;C0221099;C0441889;C0456079;C1272092;C1334884;C1547707;C2946261
0,hormone therapy,C0279025
0,hormonal status,C0449438;C0458083
0,homa . % b  median ( ql  qnmbr )  %,C0549183;C0876920;C2347635;C2348144;C2939193
0,hoehn and yahr stage ( range  nmbr - nmbr ),C0053917;C0205390;C1300072;C1306673;C1334884;C1514721;C2348147;C3542016
0,history of systemic hypertension,C0205373;C0455527
0,history of peripheral vascular disease,C1881056
0,history of peripheral artery disease,C0489868;C0683519;C0730226;C0850708;C0944983
0,history of percutaneous coronary intervention,C1320647;C4554713
0,history of paroxysmal atrial fibrillation  n ( % ),C0205311;C0729790
0,history of myocardial infarction ( % ),C1275835
0,history of microvascular disease — no . ( % ),C0443258;C0683519;C0730226;C0850708;C0944983
0,history of intermittent claudication and abi < nmbr - nmbr or substantial peripheral arterial stenosis > nmbr %,C0205267;C2315493
0,history of hyperlipidemia ( % ),C4695788
0,history of hypercholesterolemia  n ( % ),C1533076
0,history of hypercholesterolemia,C1533076
0,history of currently treated hypertension  n ( % ),C0455527;C0521116;C1522326
0,history of congestive heart failure,C0455531;C0742742
0,history of cardiovascular disease — no . ( % ) ^ |,C0455539
0,history of cardiovascular disease,C0455539
0,history of cardiac arrhythmia,C3494593
0,history of alcohol use,C0551571;C0552479
0,highest tg tertile,C0337445;C1522410
0,high subgroup,C0205250;C1079230;C1299351;C1515021;C2700149;C3887512;C3889660;C4321237;C4522209
0,high potencyc,C0205250;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
0,high intensity,C4081854
0,high ( > nmbr ) ( n = nmbr  nmbr  nmbr % ),C0053917;C0205250;C1299351;C1334884;C2700149;C3887512;C3889660;C4321237;C4522209
0,hfpef ( ef n nmbr )  ( % ),C0053917;C1334884
0,hemoglobin  g nmbr nmbr,C0053917;C1319312;C1334884
0,heart disease risk factors,C0741920
0,health habits,C0679786
0,hbanmbrca  % ( mmol / mol ),C3829066
0,hbanmbrc nmbr - < = nmbr %,C0053917;C1334884
0,hbanmbrc nmbr % - < nmbr % ( n - nmbr ),C0053917;C1334884
0,hbanmbrc category  n ( % ),C0683312;C3889287
0,hbanmbrc  mean ( sd )  % [mmol / mol],C0444504;C2347634;C2348143;C2699239;C3829066
0,hbalc > = nmbr % ( n - nmbr ),C0053917;C1334884
0,hazard ratio ( nmbr % cl ) nmbr . nmbr ( nmbr . nmbr  nmbr . nmbr ),C0053917;C0596019;C1334884;C2985465
0,haq - di score ( nmbr - nmbr ),C0053917;C0449820;C1334884;C3826998;C4050231;C4321476
0,haemorrhagic,C0333275
0,glucose test,C0337438;C0595310
0,genotyping,C1285573
0,general and lumbar epidural,C0205246;C3812897;C3891294;C4521767
0,gad positive — no . ( % ) ^,C0270549;C0439178;C1414925;C1446409;C1514241;C2825490;C3812269
0,fpg ( mmol / l )  mean ( sd ) 、,C0444504;C1532563;C2347634;C2348143;C2699239
0,fpg  mean ( sd )  mmol / l,C0444504;C1532563;C2347634;C2348143;C2699239
0,former smoker ( n = nmbr ),C0053917;C0337671;C1334884
0,former smoker  n ( % ),C0337671
0,former or never,C0205156;C0750523
0,former n z nmbr,C0053917;C0205156;C0750523;C1334884
0,formal education  years,C0439234;C0681344
0,final timi flow grade post - ppci,C0205088;C0441800;C0687676;C0919553;C1546485;C1704687;C3244287;C3272266;C3469826;C3853528
0,final timi flow,C0205088;C1546485;C3272266;C3853528
0,fevnmbr percent predicted ( sd ),C0439165
0,fevnmbr % reversibility,C0449261
0,fevi  l *,C0429706;C0849974;C1561566;C4528367
0,fevi  % predicted  mean ( sd ) nmbr,C0849974;C1561566;C4528367
0,fc - ldl - c  mg / dl,C0439269;C2983605
0,fc - ldl - c  friedewald - calculated,C2983605
0,fatal and nonfatal stroke,C1302234;C1705232
0,fatal and nonfatal ml,C1302234;C1705232
0,fasting blood glucose ( mg / dl ),C0428568;C0439269;C1261430
0,family history ol diabetes ?,C1313937
0,family history of diabetes — no . ( % ),C1313937
0,family history of coronary artery disease,C2317524
0,factor xa inhibitor,C2825027;C4553708
0,extent of disease  n ( % ),C0449279;C4553144
0,extent of disease  %,C0449279;C4553144
0,extensive,C0205231
0,exposure,C0274281;C0332157
0,exacerbations in the previous year,C0205156;C0439234;C0439508;C1552607;C4086268
0,exacerbations,C4086268
0,evomab ( n = nmbr ),C0053917;C1334884
0,events  no .,C0441471;C3541888
0,event rates  %,C0441471;C0871208;C1521828;C4019010
0,event / total,C0439175;C0439810;C0441471;C4019010
0,evenls per nmbr  nmbr palienl - years,C0053917;C0439234;C1334884
0,evaluable for acrnmbr at week nmbr  n,C1516986
